"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
1.237145833E-2,7.973070256E-3,1.829045638E-2,-2.179827075E-3
5.000524583E-1,-3.589030355E-3,-3.063533455E-2,-1.191160176E-3
9.877332083E-1,-4.966276698E-3,-2.597223222E-2,9.376555681E-6
1.475412208E0,4.892914556E-3,3.171282262E-2,8.727330714E-4
1.963091500E0,-4.674627911E-3,-4.792550579E-3,5.740858614E-4
2.450769500E0,1.694035600E-4,-6.213203073E-3,-5.810149014E-5
2.938446583E0,-3.098656889E-3,-2.902291715E-2,1.980587840E-3
3.426122583E0,1.941087097E-2,3.756543994E-2,3.686207347E-4
3.913796708E0,-9.834427387E-3,-1.372870151E-2,-3.260874189E-3
4.401470708E0,1.031065732E-2,4.994446784E-2,1.557121053E-3
4.889143708E0,2.483621705E-3,-1.363748778E-2,-5.687563680E-4
5.376815708E0,-1.321837213E-2,-1.286654826E-2,1.484137494E-3
5.864486708E0,-2.492150990E-3,2.918066829E-2,-9.329339489E-3
6.352156833E0,-2.910042647E-3,-6.401427090E-3,4.411459900E-3
6.839825833E0,4.283187445E-3,1.476952434E-2,-3.767656162E-3
7.327493500E0,-1.314410940E-2,-1.970730722E-2,1.119281165E-3
7.815161500E0,-3.132703714E-3,1.859050244E-2,5.395085551E-3
8.302827500E0,-8.010696620E-4,1.496362314E-2,8.748400956E-3
8.790493500E0,1.287563331E-2,1.188975014E-2,6.799597759E-3
9.278158500E0,2.863099799E-3,-1.464861073E-2,1.308226492E-3
9.765822500E0,-3.304048441E-3,7.394555490E-3,1.439838670E-3
1.025348558E1,1.800987870E-3,1.843488961E-2,-1.204580069E-3
1.074114758E1,2.285964973E-2,3.293725848E-2,-4.225429613E-3
1.122880921E1,1.232217439E-2,2.339358069E-2,-2.195777837E-3
1.171647121E1,1.008289587E-2,2.237854898E-2,3.293070477E-3
1.220413175E1,1.359808445E-2,-9.848756716E-3,5.117268302E-4
1.269179275E1,-1.146959420E-2,-4.240560532E-2,-1.348963007E-3
1.317945125E1,2.045754157E-2,3.347864375E-2,-6.746800244E-2
1.366711025E1,5.601644143E-2,-4.615719896E-3,-1.332099438E-1
1.415476983E1,6.733929366E-2,8.518550545E-3,-1.903012246E-1
1.464242783E1,6.434559822E-2,-5.237584934E-2,-2.588563263E-1
1.513008521E1,4.025847837E-2,-2.710216492E-2,-2.932259440E-1
1.561774321E1,6.073392183E-2,1.604893431E-2,-2.073864937E-1
1.610540058E1,3.365967050E-2,1.532641333E-2,-1.049887538E-1
1.659305758E1,1.105838572E-3,5.460598692E-2,5.635881796E-2
1.708071333E1,-1.916405372E-2,5.161024258E-2,1.413494796E-1
1.756836833E1,-3.663784266E-2,4.696744680E-2,1.839219332E-1
1.805602383E1,-7.274867594E-2,-5.961219594E-2,2.024028599E-1
1.854367883E1,-4.294997454E-2,-1.641209796E-2,1.879887879E-1
1.903133271E1,-4.743439332E-2,1.414432563E-2,1.517278552E-1
1.951898571E1,-3.242578730E-2,2.170527540E-2,1.070588157E-1
2.000663813E1,1.471062377E-2,2.178288251E-2,7.603658736E-2
2.049429013E1,-9.845069610E-3,3.518671170E-2,1.327654719E-2
2.098194171E1,-6.139522418E-3,4.782288522E-2,1.324032433E-3
2.146959271E1,3.036788665E-2,5.454173684E-2,5.837731995E-3
2.195724225E1,4.425715655E-2,6.520061195E-2,1.437043492E-2
2.244489225E1,1.440273784E-2,-7.150225341E-2,3.211241215E-2
2.293254100E1,2.978456393E-2,-8.018279448E-3,7.527814247E-3
2.342019000E1,-5.160852149E-2,-5.771388113E-2,2.967808396E-4
2.390783800E1,1.323105302E-2,6.010287255E-2,1.894210279E-2
2.439548500E1,3.882700577E-2,1.004206017E-1,-3.307905979E-3
2.488313200E1,-3.316008020E-3,1.599473506E-2,-1.068876125E-3
2.537077996E1,-1.921044313E-3,1.620539092E-2,6.371995434E-3
2.585842696E1,-2.074260637E-2,2.967890538E-2,-6.148042623E-3
2.634607250E1,-6.879841909E-3,-3.358338773E-2,1.844270341E-2
2.683371850E1,5.620879121E-3,-7.486355305E-2,1.003433764E-1
2.732136525E1,-8.242753893E-2,-2.869838290E-2,2.007438838E-1
2.780901125E1,-9.433681518E-2,8.156236261E-2,3.543804288E-1
2.829665775E1,-1.081202701E-1,-3.988657147E-2,4.960967898E-1
2.878430375E1,-1.144346595E-1,6.060859188E-3,5.004652739E-1
2.927195046E1,-1.020194441E-1,-7.905543596E-2,4.660893083E-1
2.975959746E1,-1.237701848E-1,-5.686431006E-2,3.131272495E-1
3.024724621E1,-1.017748266E-1,-5.335021392E-2,2.212319970E-1
3.073489621E1,-4.792265967E-2,-1.818093285E-2,1.793448031E-1
3.122254600E1,-3.863418475E-2,-3.983081877E-2,1.125245243E-1
3.171019800E1,-5.435142294E-2,-7.793979347E-2,5.900165439E-2
3.219785121E1,-6.492899731E-3,3.429801017E-2,8.062915504E-2
3.268550621E1,-1.588437892E-2,-1.104025356E-2,7.911225408E-2
3.317316358E1,-3.402557969E-2,-5.748447031E-2,4.615648463E-2
3.366082258E1,-3.982072696E-2,-7.807522267E-2,3.922669683E-3
3.414848058E1,-4.548209533E-2,2.721810527E-2,-1.635078713E-2
3.463614158E1,-4.973079194E-4,1.275933236E-1,-1.172833238E-2
3.512380158E1,-2.792739682E-2,-5.229463428E-2,-5.073526874E-3
3.561146258E1,5.200462788E-2,1.779879481E-1,1.245055348E-3
3.609912325E1,4.457729403E-3,-8.551656455E-2,-1.067453902E-2
