"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (°)"
3.099050522E-1,5.200186287E1,4.384118983E0,3.000000000E0,0.000000000E0,3.362000000E2,1.000000000E1,1.900000000E1
4.096239805E-1,5.200186287E1,4.384118983E0,3.000000000E0,0.000000000E0,3.362000000E2,1.000000000E1,1.900000000E1
1.312152982E0,5.200186287E1,4.384118983E0,3.000000000E0,0.000000000E0,3.362000000E2,1.000000000E1,1.900000000E1
1.412554979E0,5.200186287E1,4.384118983E0,3.000000000E0,0.000000000E0,3.362000000E2,1.000000000E1,1.900000000E1
2.315206051E0,5.200186287E1,4.384118983E0,3.000000000E0,0.000000000E0,3.362000000E2,1.000000000E1,1.900000000E1
2.415950060E0,5.200186287E1,4.384118983E0,3.000000000E0,0.000000000E0,1.562000000E2,1.000000000E1,1.900000000E1
3.321560979E0,5.200186287E1,4.384118983E0,3.000000000E0,0.000000000E0,1.562000000E2,1.000000000E1,1.900000000E1
3.418195963E0,5.200186287E1,4.384118983E0,3.000000000E0,0.000000000E0,1.562000000E2,1.000000000E1,1.900000000E1
4.319275022E0,5.200186287E1,4.384118983E0,3.000000000E0,0.000000000E0,1.562000000E2,1.000000000E1,1.900000000E1
4.419474959E0,5.200186287E1,4.384118983E0,3.000000000E0,0.000000000E0,1.562000000E2,1.000000000E1,1.900000000E1
5.322209954E0,5.200186287E1,4.384118983E0,3.000000000E0,0.000000000E0,1.562000000E2,1.000000000E1,1.900000000E1
5.422873020E0,5.200186287E1,4.384118983E0,3.000000000E0,0.000000000E0,1.562000000E2,1.000000000E1,1.900000000E1
6.326776028E0,5.200185952E1,4.384121333E0,3.000000000E0,4.115555556E-1,1.562000000E2,1.000000000E1,1.900000000E1
6.424545050E0,5.200185952E1,4.384121333E0,3.000000000E0,4.115555556E-1,1.561000000E2,1.000000000E1,1.900000000E1
7.329700947E0,5.200185625E1,4.384123683E0,3.000000000E0,4.115555556E-1,1.561000000E2,1.000000000E1,1.900000000E1
7.426470995E0,5.200185625E1,4.384123683E0,3.000000000E0,4.115555556E-1,1.561000000E2,1.000000000E1,1.900000000E1
8.331382036E0,5.200185290E1,4.384126117E0,3.000000000E0,4.115555556E-1,1.561000000E2,1.000000000E1,1.900000000E1
8.430788040E0,5.200185290E1,4.384126117E0,3.000000000E0,4.115555556E-1,1.561000000E2,1.000000000E1,1.900000000E1
9.334375978E0,5.200184963E1,4.384128467E0,3.000000000E0,4.115555556E-1,1.561000000E2,1.000000000E1,1.900000000E1
9.434967041E0,5.200184963E1,4.384128467E0,3.000000000E0,4.115555556E-1,1.561000000E2,1.000000000E1,1.900000000E1
1.033505106E1,5.200184963E1,4.384128467E0,3.000000000E0,0.000000000E0,3.361000000E2,1.000000000E1,1.900000000E1
1.043431795E1,5.200184963E1,4.384128467E0,3.000000000E0,0.000000000E0,3.362000000E2,1.000000000E1,1.900000000E1
1.133750105E1,5.200184963E1,4.384128467E0,3.000000000E0,0.000000000E0,3.363000000E2,1.000000000E1,1.900000000E1
1.143653297E1,5.200184963E1,4.384128467E0,3.000000000E0,0.000000000E0,3.364000000E2,1.000000000E1,1.900000000E1
1.233958495E1,5.200184963E1,4.384128467E0,3.000000000E0,0.000000000E0,3.364000000E2,1.000000000E1,1.900000000E1
1.243923295E1,5.200184963E1,4.384128467E0,3.000000000E0,0.000000000E0,3.364000000E2,1.000000000E1,1.900000000E1
1.334245396E1,5.200184963E1,4.384128467E0,3.000000000E0,0.000000000E0,3.374000000E2,1.000000000E1,1.900000000E1
1.344287896E1,5.200185290E1,4.384126200E0,3.000000000E0,4.115555556E-1,3.383000000E2,1.000000000E1,1.900000000E1
1.434487998E1,5.200185290E1,4.384126200E0,3.000000000E0,4.115555556E-1,3.453000000E2,1.000000000E1,1.900000000E1
1.444285595E1,5.200185290E1,4.384126200E0,3.000000000E0,0.000000000E0,3.479000000E2,1.000000000E1,1.900000000E1
1.534667397E1,5.200186010E1,4.384125200E0,3.000000000E0,8.231111111E-1,7.000000000E-1,1.000000000E1,1.900000000E1
1.544726801E1,5.200186010E1,4.384125200E0,3.000000000E0,8.231111111E-1,3.800000000E0,1.000000000E1,1.900000000E1
1.635016203E1,5.200187092E1,4.384127533E0,3.000000000E0,1.234666667E0,1.220000000E1,1.000000000E1,1.900000000E1
1.644847906E1,5.200187443E1,4.384128800E0,3.000000000E0,1.594777778E0,1.250000000E1,1.000000000E1,1.900000000E1
1.735090303E1,5.200188860E1,4.384133317E0,3.000000000E0,2.006333333E0,8.500000000E0,1.000000000E1,1.900000000E1
1.745110500E1,5.200189220E1,4.384134083E0,3.000000000E0,2.006333333E0,6.600000000E0,1.000000000E1,1.900000000E1
1.835495102E1,5.200190672E1,4.384134750E0,3.000000000E0,2.006333333E0,3.575000000E2,1.000000000E1,1.900000000E1
1.845333302E1,5.200191032E1,4.384134333E0,3.000000000E0,2.006333333E0,3.552000000E2,1.000000000E1,1.900000000E1
1.935883796E1,5.200192817E1,4.384129883E0,3.000000000E0,2.417888889E0,3.473000000E2,1.000000000E1,1.900000000E1
1.945703197E1,5.200193528E1,4.384127117E0,3.000000000E0,2.829444444E0,3.458000000E2,1.000000000E1,1.900000000E1
2.035859704E1,5.200195960E1,4.384115467E0,3.000000000E0,3.652555556E0,3.417000000E2,1.000000000E1,1.900000000E1
2.045898604E1,5.200196638E1,4.384111700E0,3.000000000E0,3.652555556E0,3.412000000E2,1.000000000E1,1.900000000E1
2.136267197E1,5.200199380E1,4.384096367E0,3.000000000E0,4.064111111E0,3.406000000E2,1.000000000E1,1.900000000E1
2.145989501E1,5.200200402E1,4.384090483E0,3.000000000E0,4.424222222E0,3.407000000E2,1.000000000E1,1.900000000E1
2.236361802E1,5.200203478E1,4.384072967E0,3.000000000E0,4.784333333E0,3.404000000E2,1.000000000E1,1.900000000E1
2.246275496E1,5.200204165E1,4.384069033E0,3.000000000E0,4.424222222E0,3.401000000E2,1.000000000E1,1.900000000E1
2.337689400E1,5.200207217E1,4.384050600E0,3.000000000E0,4.424222222E0,3.392000000E2,1.000000000E1,1.900000000E1
2.346683502E1,5.200207895E1,4.384046400E0,3.000000000E0,4.475666667E0,3.391000000E2,1.000000000E1,1.900000000E1
