"Time (s)","X (µT)","Y (µT)","Z (µT)"
1.237145833E-2,-6.087067032E1,3.768331909E1,-2.049859619E1
5.000524583E-1,-6.091619110E1,3.756558228E1,-2.061462402E1
9.877332083E-1,-6.076711655E1,3.766046143E1,-2.077795410E1
1.475412208E0,-6.055709839E1,3.833180237E1,-2.028033447E1
1.963091500E0,-5.953507233E1,3.800958252E1,-2.160638428E1
2.450769500E0,-5.965428543E1,3.766915894E1,-2.114489746E1
2.938446583E0,-5.981196976E1,3.782908630E1,-2.160833740E1
3.426122583E0,-5.939293289E1,3.774206543E1,-2.112225342E1
3.913796708E0,-5.948417282E1,3.772804260E1,-2.098486328E1
4.401470708E0,-5.947174835E1,3.766130066E1,-2.155316162E1
4.889143708E0,-5.926053238E1,3.760745239E1,-2.104217529E1
5.376815708E0,-5.946447754E1,3.762664795E1,-2.095202637E1
5.864486708E0,-5.943639755E1,3.736593628E1,-2.113592529E1
6.352156833E0,-5.971470261E1,3.726387024E1,-2.117120361E1
6.839825833E0,-5.965315247E1,3.777714539E1,-2.107336426E1
7.327493500E0,-5.987625885E1,3.809973145E1,-2.118530273E1
7.815161500E0,-6.025737000E1,3.802275085E1,-2.098272705E1
8.302827500E0,-6.002090454E1,3.820091248E1,-2.129986572E1
8.790493500E0,-6.016793060E1,3.820936584E1,-2.111999512E1
9.278158500E0,-6.090430450E1,3.862234497E1,-1.986578369E1
9.765822500E0,-6.095962143E1,3.874690247E1,-1.978643799E1
1.025348558E1,-6.107157516E1,3.869863892E1,-1.940216064E1
1.074114758E1,-5.996880341E1,3.837521362E1,-2.055468750E1
1.122880921E1,-5.958154297E1,3.808358765E1,-2.087249756E1
1.171647121E1,-6.082135010E1,3.844992065E1,-1.927600098E1
1.220413175E1,-5.952131271E1,3.785881042E1,-2.072760010E1
1.269179275E1,-5.960713196E1,3.788381958E1,-2.093402100E1
1.317945125E1,-6.147871017E1,3.751762390E1,-2.041571045E1
1.366711025E1,-6.127499390E1,3.608285522E1,-1.977239990E1
1.415476983E1,-6.022009659E1,3.295373535E1,-2.010681152E1
1.464242783E1,-5.919382858E1,3.048950195E1,-1.614331055E1
1.513008521E1,-5.738537979E1,2.652491760E1,-1.407855225E1
1.561774321E1,-5.464396667E1,2.293771362E1,-1.337219238E1
1.610540058E1,-5.462713242E1,2.111325073E1,-1.157989502E1
1.659305758E1,-5.445501709E1,2.101631165E1,-1.138348389E1
1.708071333E1,-5.378831482E1,2.165834045E1,-1.105224609E1
1.756836833E1,-5.265992737E1,2.253526306E1,-9.900390625E0
1.805602383E1,-5.141523361E1,2.325694275E1,-8.627990723E0
1.854367883E1,-5.050883484E1,2.463224792E1,-7.743652344E0
1.903133271E1,-4.933963776E1,2.562365723E1,-6.707092285E0
1.951898571E1,-4.893317032E1,2.629200745E1,-6.448974609E0
2.000663813E1,-4.782815552E1,2.655371094E1,-5.566528320E0
2.049429013E1,-4.761641693E1,2.687205505E1,-5.480224609E0
2.098194171E1,-4.687757874E1,2.706175232E1,-5.369995117E0
2.146959271E1,-4.724617767E1,2.748237610E1,-5.703491211E0
2.195724225E1,-4.662083435E1,2.785888672E1,-5.964355469E0
2.244489225E1,-4.705833435E1,2.778033447E1,-5.772277832E0
2.293254100E1,-4.748655701E1,2.763049316E1,-5.936096191E0
2.342019000E1,-4.685922241E1,2.728352356E1,-5.646362305E0
2.390783800E1,-4.734843445E1,2.721237183E1,-6.382995605E0
2.439548500E1,-4.721128082E1,2.834799194E1,-6.124633789E0
2.488313200E1,-4.720473480E1,2.844676208E1,-6.211486816E0
2.537077996E1,-4.737250519E1,2.832971191E1,-6.571105957E0
2.585842696E1,-4.703033447E1,2.833596802E1,-6.454345703E0
2.634607250E1,-4.680727386E1,2.778022766E1,-7.180480957E0
2.683371850E1,-4.688954163E1,2.812699890E1,-7.083374023E0
2.732136525E1,-4.558129120E1,2.916018677E1,-6.615051270E0
2.780901125E1,-4.284437943E1,3.090533447E1,-4.800415039E0
2.829665775E1,-3.902172852E1,3.222105408E1,-3.865783691E0
2.878430375E1,-3.354604721E1,3.337649536E1,-1.227661133E0
2.927195046E1,-2.919409561E1,3.323472595E1,6.434936523E-1
2.975959746E1,-2.317359543E1,3.238587952E1,1.811096191E0
3.024724621E1,-2.068657112E1,3.142753601E1,2.294128418E0
3.073489621E1,-1.852958107E1,3.114360046E1,3.144531250E0
3.122254600E1,-1.792594528E1,3.026609802E1,3.828491211E0
3.171019800E1,-1.753919792E1,2.989283752E1,4.348449707E0
3.219785121E1,-1.731887627E1,3.006568909E1,4.629943848E0
3.268550621E1,-1.673946953E1,2.998043823E1,5.150634766E0
3.317316358E1,-1.580063248E1,3.008639526E1,5.358947754E0
3.366082258E1,-1.549366951E1,2.980671692E1,5.977783203E0
3.414848058E1,-1.550457191E1,3.019877625E1,5.390747070E0
3.463614158E1,-1.478758812E1,2.965144348E1,5.309387207E0
3.512380158E1,-1.477725792E1,2.935501099E1,4.856506348E0
3.561146258E1,-1.463109589E1,2.936238098E1,5.134765625E0
3.609912325E1,-1.471783638E1,2.990989685E1,4.493164062E0
3.658678325E1,-1.522586823E1,3.007310486E1,5.281799316E0
3.707444433E1,-1.537092400E1,2.986282349E1,4.523010254E0
3.756210433E1,-1.447276115E1,2.982196045E1,4.097473145E0
3.804976458E1,-1.454100990E1,2.993452454E1,1.578186035E0
3.853742458E1,-1.499665451E1,3.049893188E1,-2.216064453E0
3.902508421E1,-1.344364738E1,3.013113403E1,-3.263305664E0
3.951274321E1,-1.310691452E1,3.031922913E1,-3.510803223E0
4.000040246E1,-1.319895363E1,3.038955688E1,-3.514465332E0
4.048806046E1,-1.298817444E1,3.011508179E1,-3.431762695E0
4.097571896E1,-1.213088989E1,2.970741272E1,-3.911804199E0
4.146337596E1,-1.307366753E1,2.955455017E1,-4.077697754E0
4.195103246E1,-1.291318703E1,2.935466003E1,-5.125976562E0
4.243868946E1,-1.286403847E1,2.904321289E1,-5.275085449E0
4.292634546E1,-1.321930504E1,2.916308594E1,-5.380615234E0
4.341400158E1,-1.395391273E1,2.968670654E1,-5.409362793E0
4.390165658E1,-1.410636711E1,2.893305969E1,-5.528076172E0
4.438931196E1,-1.416127205E1,2.917779541E1,-5.363952637E0
4.487696596E1,-1.473476982E1,2.863032532E1,-5.663024902E0
4.536462096E1,-1.435231781E1,2.849934387E1,-5.939758301E0
4.585227496E1,-1.431992722E1,2.809910583E1,-5.718505859E0
4.633992796E1,-1.565332222E1,2.707221985E1,-6.794250488E0
4.682758096E1,-1.732341385E1,2.574690247E1,-8.401184082E0
4.731523371E1,-1.891828537E1,2.333778381E1,-1.282781982E1
4.780288571E1,-1.961361122E1,2.027465820E1,-1.678668213E1
4.829053758E1,-1.531148148E1,1.715208435E1,-2.118450928E1
4.877818958E1,-9.884334564E0,1.692672729E1,-2.313220215E1
4.926584121E1,-1.730377197E0,1.630970764E1,-2.417572021E1
4.975349221E1,3.026262283E0,1.913816833E1,-1.608367920E1
5.024114458E1,3.185533524E0,2.431924438E1,-5.959350586E0
5.072879458E1,-2.418926239E0,2.701768494E1,-1.065545654E1
5.121644588E1,-3.583972931E0,2.710533142E1,-7.982604980E0
5.170409588E1,-7.793552399E0,2.576776123E1,-9.149414062E0
5.219174562E1,-5.445503235E0,2.582820129E1,-9.638122559E0
5.267939462E1,-6.266860962E0,2.560160828E1,-1.258361816E1
5.316704321E1,-6.794330597E0,2.644059753E1,-1.283587646E1
5.365469121E1,-6.794040680E0,2.672525024E1,-1.248114014E1
5.414233908E1,-7.163166046E0,2.686625671E1,-1.381475830E1
5.462998708E1,-6.839473724E0,2.704588318E1,-1.331896973E1
5.511763546E1,-7.197273254E0,2.727214050E1,-1.363323975E1
5.560528246E1,-6.489986420E0,2.680517578E1,-1.401708984E1
5.609292825E1,-6.911235809E0,2.701358032E1,-1.391510010E1
5.658057525E1,-7.170440674E0,2.726402283E1,-1.383337402E1
5.706822088E1,-7.114398956E0,2.700552368E1,-1.391143799E1
5.755586688E1,-8.101173401E0,2.707838440E1,-1.406457520E1
5.804351196E1,-8.052398682E0,2.712582397E1,-1.413629150E1
5.853115696E1,-7.246162415E0,2.748551941E1,-1.307086182E1
5.901880046E1,-6.641231537E0,2.733840942E1,-1.799224854E1
5.950644446E1,-2.579139709E0,2.683856201E1,-1.840191650E1
5.999408796E1,-3.746723175E0,2.740612793E1,-1.849298096E1
