"Time (s)","X (hPa)"
-5.321681667E-1,1.013404236E3
5.061658333E-1,1.013405304E3
1.544475833E0,1.013406448E3
2.582776833E0,1.013409882E3
3.621036833E0,1.013411560E3
4.659290833E0,1.013411636E3
5.171030833E0,1.013411865E3
6.209341833E0,1.013414917E3
7.247621833E0,1.013416519E3
8.285870833E0,1.013419189E3
9.324177833E0,1.013423080E3
1.036253483E1,1.013426666E3
1.140093583E1,1.013426666E3
1.243931883E1,1.013425751E3
1.347779383E1,1.013421249E3
1.451624083E1,1.013415604E3
1.555466883E1,1.013409500E3
1.659313083E1,1.013404465E3
1.763154983E1,1.013400650E3
1.866992483E1,1.013397446E3
1.970835283E1,1.013394623E3
2.074673083E1,1.013382645E3
2.178514283E1,1.013376465E3
2.282363283E1,1.013372955E3
2.386205083E1,1.013371964E3
2.490037383E1,1.013366928E3
2.593874483E1,1.013366699E3
2.697708283E1,1.013355713E3
2.801536583E1,1.013339233E3
2.905374083E1,1.013321991E3
3.009207983E1,1.013308868E3
3.113046683E1,1.013308868E3
3.216889983E1,1.013323822E3
3.320729783E1,1.013351135E3
3.424563283E1,1.013385468E3
3.528402683E1,1.013421783E3
3.632238083E1,1.013454285E3
3.736078683E1,1.013471756E3
3.839914183E1,1.013480911E3
3.943747383E1,1.013480911E3
4.047579883E1,1.013479462E3
4.151415283E1,1.013473740E3
4.255250183E1,1.013468475E3
4.359084583E1,1.013468475E3
4.462920583E1,1.013472824E3
4.566758083E1,1.013479538E3
4.670595183E1,1.013486023E3
4.774431883E1,1.013486023E3
4.878267183E1,1.013484879E3
4.982105583E1,1.013476562E3
5.085948083E1,1.013467026E3
5.189789483E1,1.013455658E3
5.293633183E1,1.013449249E3
5.397477683E1,1.013449249E3
5.501316083E1,1.013456497E3
5.605159383E1,1.013461304E3
5.709007583E1,1.013472443E3
5.812852783E1,1.013477554E3
5.916695583E1,1.013477554E3
6.020535083E1,1.013465500E3
6.124381983E1,1.013453445E3
6.228235083E1,1.013439713E3
6.332084183E1,1.013430557E3
6.435941383E1,1.013421631E3
6.539796483E1,1.013421021E3
6.643647383E1,1.013421021E3
6.747493683E1,1.013421021E3
6.851344083E1,1.013418655E3
6.955190783E1,1.013418655E3
7.059045083E1,1.013424530E3
7.162895783E1,1.013438492E3
7.266742883E1,1.013457870E3
7.370593283E1,1.013481216E3
7.474443083E1,1.013500900E3
7.578288783E1,1.013513565E3
7.682134183E1,1.013513565E3
7.785980483E1,1.013510666E3
7.889824983E1,1.013510666E3
7.993673883E1,1.013514481E3
8.097525083E1,1.013519363E3
8.201381583E1,1.013525772E3
8.305240283E1,1.013525772E3
8.409100483E1,1.013528214E3
8.512950983E1,1.013528214E3
8.616799783E1,1.013532410E3
