"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.717684661490872E9,"2024-06-06 16:37:41.491 UTC+02:00"
"PAUSE",7.771234260833298E2,1.717685438622782E9,"2024-06-06 16:50:38.623 UTC+02:00"
