"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.717565475587765E9,"2024-06-05 07:31:15.588 UTC+02:00"
"PAUSE",2.741847597500018E2,1.717565749772717E9,"2024-06-05 07:35:49.773 UTC+02:00"
