"Time (s)","Pressure (hPa)"
4.305097030E-1,1.012997559E3
9.304885570E-1,1.013399170E3
1.430511578E0,1.012991821E3
1.930510536E0,1.012968994E3
2.430509547E0,1.012834839E3
2.930497567E0,1.013097534E3
3.430511265E0,1.012776489E3
3.930510745E0,1.013013062E3
4.430510797E0,1.012970581E3
4.930493349E0,1.012997192E3
5.430509442E0,1.012931763E3
5.930515953E0,1.012929077E3
6.430514390E0,1.012947632E3
6.930603349E0,1.012863647E3
7.430500224E0,1.012897095E3
7.930487255E0,1.012934326E3
8.430483192E0,1.012950928E3
8.930505901E0,1.012938965E3
9.430491370E0,1.012937012E3
9.930509495E0,1.012886841E3
1.043048950E1,1.012893188E3
1.093049450E1,1.012899780E3
1.143048257E1,1.012928833E3
1.193048111E1,1.012921631E3
1.243048147E1,1.012919434E3
1.293065564E1,1.012936279E3
1.343048679E1,1.012898193E3
1.393049038E1,1.012932373E3
1.443048397E1,1.012962891E3
1.493049012E1,1.012937378E3
1.543051850E1,1.012953003E3
1.593049246E1,1.012938721E3
1.643051877E1,1.012962891E3
1.693051684E1,1.012917358E3
1.743057054E1,1.012970825E3
1.793050153E1,1.012953491E3
1.843052142E1,1.013001221E3
1.893049064E1,1.012960938E3
1.943051718E1,1.012955322E3
1.993049150E1,1.012941528E3
2.020520166E1,1.012896973E3
2.063730155E1,1.012949463E3
2.113730155E1,0.000000000E0
2.163730155E1,0.000000000E0
2.213730155E1,1.012882446E3
2.263730155E1,1.012882446E3
2.313730155E1,1.012919434E3
2.363730155E1,1.012919434E3
2.413730155E1,1.012919434E3
2.463730155E1,1.012919434E3
2.513730155E1,1.012932617E3
2.563730155E1,1.012931152E3
2.613730155E1,1.012922607E3
2.663730155E1,1.012922607E3
2.713730155E1,1.012925415E3
2.763730155E1,1.012915161E3
2.813730155E1,1.012910767E3
2.863730155E1,1.012897095E3
2.913730155E1,1.012897095E3
2.963730155E1,1.012897095E3
3.013730155E1,1.012945679E3
3.063730155E1,1.012935791E3
3.113730155E1,1.012914429E3
3.163730155E1,1.012933960E3
3.213730155E1,1.012933960E3
3.263730155E1,1.012933960E3
3.313730155E1,1.012952515E3
3.363730155E1,1.012975342E3
3.413730155E1,1.012959961E3
3.463730155E1,1.012902222E3
3.513730155E1,1.012885376E3
3.563730155E1,1.012960449E3
3.613730155E1,1.013084595E3
3.663730155E1,1.012985474E3
3.713730155E1,1.012965210E3
3.763730155E1,1.012965210E3
3.813730155E1,1.012904053E3
3.863730155E1,1.012834106E3
3.913730155E1,1.012834106E3
3.963730155E1,1.012834106E3
4.013730155E1,1.012972046E3
4.063730155E1,1.012901855E3
4.113730155E1,1.012925293E3
4.163730155E1,1.012915771E3
4.213730155E1,1.012877197E3
4.263730155E1,1.012936646E3
4.313730155E1,1.012866333E3
4.363730155E1,1.012851318E3
4.413730155E1,1.012905762E3
4.463730155E1,1.012942749E3
4.513730155E1,1.012946533E3
4.563730155E1,1.013019409E3
4.613730155E1,1.012875732E3
4.663730155E1,1.013020630E3
4.713730155E1,1.012981567E3
4.763730155E1,1.013000488E3
4.813730155E1,1.012964600E3
4.863730155E1,1.013022949E3
4.913730155E1,1.012909180E3
4.963730155E1,1.013076538E3
5.013730155E1,1.012970825E3
5.063730155E1,1.013048462E3
5.113730155E1,1.012977051E3
5.163730155E1,1.012984863E3
5.213730155E1,1.012983032E3
5.263730155E1,1.013034180E3
5.313730155E1,1.013004028E3
5.363730155E1,1.013004150E3
5.413730155E1,1.012989624E3
5.463730155E1,1.012978394E3
5.513730155E1,1.012970947E3
5.563730155E1,1.013044800E3
5.613730155E1,1.012897461E3
5.663730155E1,1.012892700E3
5.713730155E1,1.012975586E3
5.763730155E1,1.012999023E3
5.813730155E1,1.012961792E3
5.863730155E1,1.013092163E3
5.913730155E1,1.012991577E3
5.963730155E1,1.012991577E3
6.013730155E1,1.013038208E3
6.063730155E1,1.012960693E3
6.113730155E1,1.013017578E3
6.163730155E1,1.012979248E3
6.213730155E1,1.012971436E3
6.263730155E1,1.013001343E3
6.313730155E1,1.012975952E3
6.363730155E1,1.013005249E3
6.413730155E1,1.012969238E3
6.463730155E1,1.012998291E3
6.513730155E1,1.012987183E3
6.563730155E1,1.012966431E3
6.613730155E1,1.013021118E3
6.663730155E1,1.013045288E3
6.713730155E1,1.013038818E3
6.763730155E1,1.013079468E3
6.813730155E1,1.013037109E3
6.863730155E1,1.013024536E3
6.913730155E1,1.013084351E3
6.963730155E1,1.013015259E3
7.013730155E1,1.012998047E3
7.063730155E1,1.013069336E3
7.113730155E1,1.013051514E3
7.163730155E1,1.012959106E3
7.213730155E1,1.012999023E3
7.263730155E1,1.013085571E3
7.313730155E1,1.012961304E3
7.363730155E1,1.013000000E3
7.413730155E1,1.013034180E3
7.463730155E1,1.012989868E3
7.513730155E1,1.012962402E3
7.563730155E1,1.013085205E3
7.613730155E1,1.013047607E3
7.663730155E1,1.012967041E3
7.713730155E1,1.013054810E3
7.763730155E1,1.013028687E3
7.813730155E1,1.012979370E3
7.863730155E1,1.013028931E3
7.913730155E1,1.013016479E3
7.963730155E1,1.013016479E3
8.013730155E1,1.012999756E3
8.063730155E1,1.013099365E3
8.113730155E1,1.013021240E3
8.163730155E1,1.012993408E3
8.213730155E1,1.012993408E3
8.263730155E1,1.012993408E3
8.313730155E1,1.012993408E3
8.363730155E1,1.012993408E3
8.413730155E1,1.012993408E3
8.463730155E1,1.012993408E3
8.513730155E1,1.012963135E3
8.563730155E1,1.012963135E3
8.613730155E1,1.012963135E3
8.663730155E1,1.012963135E3
8.713730155E1,1.012999634E3
8.763730155E1,1.013002686E3
8.813730155E1,1.012973145E3
8.863730155E1,1.012973145E3
8.913730155E1,1.012973145E3
8.963730155E1,1.012973145E3
9.013730155E1,1.012973145E3
9.063730155E1,1.013137573E3
9.113730155E1,1.013137573E3
9.163730155E1,1.013137573E3
9.213730155E1,1.013137573E3
9.263730155E1,1.013137573E3
9.313730155E1,1.013137573E3
9.363730155E1,1.013137573E3
9.413730155E1,1.013137573E3
9.463730155E1,1.013137573E3
9.513730155E1,1.013137573E3
9.563730155E1,1.013137573E3
9.613730155E1,1.013034546E3
9.663730155E1,1.012975098E3
9.713730155E1,1.012975098E3
9.763730155E1,1.012975098E3
9.813730155E1,1.012975098E3
9.863730155E1,1.012975098E3
9.913730155E1,1.013036499E3
9.963730155E1,1.013036499E3
1.001373016E2,1.012927979E3
1.006373016E2,1.012996826E3
1.011373016E2,1.013031982E3
1.016373016E2,1.013022217E3
1.021373016E2,1.013022217E3
1.026373016E2,1.013022217E3
1.031373016E2,1.013022217E3
1.036373016E2,1.013022217E3
1.041373016E2,1.013022217E3
1.046373016E2,1.013022217E3
1.051373016E2,1.013022217E3
1.056373016E2,1.013022217E3
1.061373016E2,1.013022217E3
1.066373016E2,1.013022217E3
1.071373016E2,1.013022217E3
1.076373016E2,1.013022217E3
1.081373016E2,1.013022217E3
1.086373016E2,1.013022217E3
1.091373016E2,1.013022217E3
1.096373016E2,1.013022217E3
1.101373016E2,1.013022217E3
1.106373016E2,1.013022217E3
1.111373016E2,1.013022217E3
1.116373016E2,1.013022217E3
1.121373016E2,1.013022217E3
1.126373016E2,1.013022217E3
1.131373016E2,1.013022217E3
1.136373016E2,1.013022217E3
1.141373016E2,1.013022217E3
1.146373016E2,1.013022217E3
1.151373016E2,1.013022217E3
1.156373016E2,1.013022217E3
1.161373016E2,1.013022217E3
1.166373016E2,1.013022217E3
1.171373016E2,1.013022217E3
1.176373016E2,1.013022217E3
1.181373016E2,1.013022217E3
1.186373016E2,1.013022217E3
1.191373016E2,1.013022217E3
1.196373016E2,1.013022217E3
1.201373016E2,1.012947876E3
1.206373016E2,1.012814941E3
1.211373016E2,1.013029053E3
1.216373016E2,1.012860596E3
1.221373016E2,1.012860596E3
1.226373016E2,1.012860596E3
1.231373016E2,1.012860596E3
1.236373016E2,1.012860596E3
1.241373016E2,1.012860596E3
1.246373016E2,1.012860596E3
1.251373016E2,1.012860596E3
1.256373016E2,1.012860596E3
1.261373016E2,1.012860596E3
1.266373016E2,1.012860596E3
1.271373016E2,1.012860596E3
1.276373016E2,1.012860596E3
1.281373016E2,1.012860596E3
1.286373016E2,1.012860596E3
1.291373016E2,1.012860596E3
1.296373016E2,1.012860596E3
1.301373016E2,1.012860596E3
1.306373016E2,1.012860596E3
1.311373016E2,1.012860596E3
1.316373016E2,1.012860596E3
1.321373016E2,1.012860596E3
1.326373016E2,1.012860596E3
1.331373016E2,1.012860596E3
1.336373016E2,1.012860596E3
1.341373016E2,1.012860596E3
1.346373016E2,1.012860596E3
1.351373016E2,1.012860596E3
1.356373016E2,1.012860596E3
1.361373016E2,1.012860596E3
1.366373016E2,1.012860596E3
1.371373016E2,1.012860596E3
1.376373016E2,1.012860596E3
1.381373016E2,1.012860596E3
1.386373016E2,1.012860596E3
1.391373016E2,1.012860596E3
1.396373016E2,1.012860596E3
1.401373016E2,1.012984253E3
1.406373016E2,1.013079102E3
1.411373016E2,1.013012695E3
1.416373016E2,1.012920654E3
1.421373016E2,1.012920654E3
1.426373016E2,1.012920654E3
1.431373016E2,1.012920654E3
1.436373016E2,1.012920654E3
1.441373016E2,1.012920654E3
1.446373016E2,1.012920654E3
1.451373016E2,1.012920654E3
1.456373016E2,1.012920654E3
1.461373016E2,1.012920654E3
1.466373016E2,1.012920654E3
1.471373016E2,1.012920654E3
1.476373016E2,1.012920654E3
1.481373016E2,1.012920654E3
1.486373016E2,1.012920654E3
1.491373016E2,1.012920654E3
1.496373016E2,1.012920654E3
1.501373016E2,1.012920654E3
1.506373016E2,1.012920654E3
1.511373016E2,1.012920654E3
1.516373016E2,1.012920654E3
1.521373016E2,1.012920654E3
1.526373016E2,1.012920654E3
1.531373016E2,1.012920654E3
1.536373016E2,1.012920654E3
1.541373016E2,1.012920654E3
1.546373016E2,1.012920654E3
1.551373016E2,1.012920654E3
1.556373016E2,1.012920654E3
1.561373016E2,1.012920654E3
1.566373016E2,1.012920654E3
1.571373016E2,1.012920654E3
1.576373016E2,1.012920654E3
1.581373016E2,1.012920654E3
1.586373016E2,1.012920654E3
1.591373016E2,1.012920654E3
1.596373016E2,1.012920654E3
1.601373016E2,1.013034302E3
1.606373016E2,1.013011475E3
1.611373016E2,1.013033691E3
1.616373016E2,1.013054932E3
1.621373016E2,1.013054932E3
1.626373016E2,1.013054932E3
1.631373016E2,1.013054932E3
1.636373016E2,1.013054932E3
1.641373016E2,1.013054932E3
1.646373016E2,1.013054932E3
1.651373016E2,1.013054932E3
1.656373016E2,1.013054932E3
1.661373016E2,1.013054932E3
1.666373016E2,1.013054932E3
1.671373016E2,1.013054932E3
1.676373016E2,1.013054932E3
1.681373016E2,1.013054932E3
1.686373016E2,1.013054932E3
1.691373016E2,1.013054932E3
1.696373016E2,1.013054932E3
1.701373016E2,1.013054932E3
1.706373016E2,1.013054932E3
1.711373016E2,1.013054932E3
1.716373016E2,1.013054932E3
1.721373016E2,1.013054932E3
1.726373016E2,1.013054932E3
1.731373016E2,1.013054932E3
1.736373016E2,1.013054932E3
1.741373016E2,1.013054932E3
1.746373016E2,1.013054932E3
1.751373016E2,1.013054932E3
1.756373016E2,1.013054932E3
1.761373016E2,1.013054932E3
1.766373016E2,1.013054932E3
1.771373016E2,1.013054932E3
1.776373016E2,1.013054932E3
1.781373016E2,1.013054932E3
1.786373016E2,1.013054932E3
1.791373016E2,1.013054932E3
1.796373016E2,1.013054932E3
1.801373016E2,1.013025635E3
1.806373016E2,1.013039795E3
1.811373016E2,1.013151611E3
1.816373016E2,1.012893555E3
1.821373016E2,1.012893555E3
1.826373016E2,1.012893555E3
1.831373016E2,1.012893555E3
1.836373016E2,1.012893555E3
1.841373016E2,1.012893555E3
1.846373016E2,1.012893555E3
1.851373016E2,1.012893555E3
1.856373016E2,1.012893555E3
1.861373016E2,1.012893555E3
1.866373016E2,1.012893555E3
1.871373016E2,1.012893555E3
1.876373016E2,1.012893555E3
1.881373016E2,1.012893555E3
1.886373016E2,1.012893555E3
1.891373016E2,1.012893555E3
1.896373016E2,1.012893555E3
1.901373016E2,1.012893555E3
1.906373016E2,1.012893555E3
1.911373016E2,1.012893555E3
1.916373016E2,1.012893555E3
1.921373016E2,1.012893555E3
1.926373016E2,1.012893555E3
1.931373016E2,1.012893555E3
1.936373016E2,1.012893555E3
1.941373016E2,1.012893555E3
1.946373016E2,1.012893555E3
1.951373016E2,1.012893555E3
1.956373016E2,1.012893555E3
1.961373016E2,1.012893555E3
1.966373016E2,1.012893555E3
1.971373016E2,1.012893555E3
1.976373016E2,1.012893555E3
1.981373016E2,1.012893555E3
1.986373016E2,1.012893555E3
1.991373016E2,1.012893555E3
1.996373016E2,1.012893555E3
2.001373016E2,1.013031006E3
2.006373016E2,1.012939941E3
2.011373016E2,1.013021240E3
2.016373016E2,1.012971436E3
2.021373016E2,1.012971436E3
2.026373016E2,1.012971436E3
2.031373016E2,1.012971436E3
2.036373016E2,1.012971436E3
2.041373016E2,1.012971436E3
2.046373016E2,1.012971436E3
2.051373016E2,1.012971436E3
2.056373016E2,1.012971436E3
2.061373016E2,1.012971436E3
2.066373016E2,1.012971436E3
2.071373016E2,1.012971436E3
2.076373016E2,1.012971436E3
2.081373016E2,1.012971436E3
2.086373016E2,1.012971436E3
2.091373016E2,1.012971436E3
2.096373016E2,1.012971436E3
2.101373016E2,1.012971436E3
2.106373016E2,1.012971436E3
2.111373016E2,1.012971436E3
2.116373016E2,1.012971436E3
2.121373016E2,1.012971436E3
2.126373016E2,1.012971436E3
2.131373016E2,1.012971436E3
2.136373016E2,1.012971436E3
2.141373016E2,1.012971436E3
2.146373016E2,1.012971436E3
2.151373016E2,1.012971436E3
2.156373016E2,1.012971436E3
2.161373016E2,1.012971436E3
2.166373016E2,1.012971436E3
2.171373016E2,1.012971436E3
2.176373016E2,1.012971436E3
2.181373016E2,1.012971436E3
2.186373016E2,1.012971436E3
2.191373016E2,1.012971436E3
2.196373016E2,1.012971436E3
2.201373016E2,1.012959473E3
2.206373016E2,1.012960693E3
2.211373016E2,1.012949463E3
2.216373016E2,1.013016602E3
2.221373016E2,1.013001709E3
2.226373016E2,1.013001709E3
2.231373016E2,1.013001709E3
2.236373016E2,1.013001709E3
2.241373016E2,1.013001709E3
2.246373016E2,1.013001709E3
2.251373016E2,1.013001709E3
2.256373016E2,1.013001709E3
2.261373016E2,1.013001709E3
2.266373016E2,1.013001709E3
2.271373016E2,1.013001709E3
2.276373016E2,1.013001709E3
2.281373016E2,1.013001709E3
2.286373016E2,1.013001709E3
2.291373016E2,1.013001709E3
2.296373016E2,1.013001709E3
2.301373016E2,1.013001709E3
2.306373016E2,1.013001709E3
2.311373016E2,1.013001709E3
2.316373016E2,1.013001709E3
2.321373016E2,1.013001709E3
2.326373016E2,1.013001709E3
2.331373016E2,1.013001709E3
2.336373016E2,1.013001709E3
2.341373016E2,1.013001709E3
2.346373016E2,1.013001709E3
2.351373016E2,1.013001709E3
2.356373016E2,1.013001709E3
2.361373016E2,1.013001709E3
2.366373016E2,1.013001709E3
2.371373016E2,1.013001709E3
2.376373016E2,1.013001709E3
2.381373016E2,1.013001709E3
2.386373016E2,1.013001709E3
2.391373016E2,1.013001709E3
2.396373016E2,1.013001709E3
2.401373016E2,1.013029297E3
2.406373016E2,1.013027832E3
2.411373016E2,1.013079590E3
2.416373016E2,1.013070068E3
2.421373016E2,1.013070068E3
2.426373016E2,1.013070068E3
2.431373016E2,1.013070068E3
2.436373016E2,1.013070068E3
2.441373016E2,1.013070068E3
2.446373016E2,1.013070068E3
2.451373016E2,1.013070068E3
2.456373016E2,1.013070068E3
2.461373016E2,1.013070068E3
2.466373016E2,1.013070068E3
2.471373016E2,1.013070068E3
2.476373016E2,1.013070068E3
2.481373016E2,1.013070068E3
2.486373016E2,1.013070068E3
2.491373016E2,1.013070068E3
2.496373016E2,1.013070068E3
2.501373016E2,1.013070068E3
2.506373016E2,1.013070068E3
2.511373016E2,1.013070068E3
2.516373016E2,1.013070068E3
2.521373016E2,1.013070068E3
2.526373016E2,1.013070068E3
2.531373016E2,1.013070068E3
2.536373016E2,1.013070068E3
2.541373016E2,1.013070068E3
2.546373016E2,1.013070068E3
2.551373016E2,1.013070068E3
2.556373016E2,1.013070068E3
2.561373016E2,1.013070068E3
2.566373016E2,1.013070068E3
2.571373016E2,1.013070068E3
2.576373016E2,1.013070068E3
2.581373016E2,1.013070068E3
2.586373016E2,1.013070068E3
2.591373016E2,1.013070068E3
2.596373016E2,1.013070068E3
2.601373016E2,1.013008301E3
2.606373016E2,1.013152100E3
2.611373016E2,1.013009521E3
2.616373016E2,1.013081787E3
2.621373016E2,1.012900879E3
2.626373016E2,1.012992188E3
