"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
2.700641820E-1,-7.959567904E-1,-5.314523727E-2,1.487455666E-1
7.742393380E-1,-3.657552898E-1,6.174315810E-1,7.605266571E-2
1.278414338E0,-1.682474375E0,-2.695593596E0,1.979660034E0
1.782589338E0,-8.292489648E-1,-2.580903769E-1,-1.067486182E-1
2.286764286E0,2.092211843E-1,-3.643808365E-1,2.223547846E-1
2.790939286E0,-9.346231073E-2,7.774781585E-1,4.932733253E-2
3.295114755E0,-2.693913579E-1,-6.036871076E-1,-4.230238497E-2
3.799290849E0,3.268126398E-2,1.750127524E-1,4.673115537E-2
4.303467567E0,-6.808087826E-1,5.749764442E-1,-5.736020207E-1
4.807644859E0,1.484401375E-1,-1.753181964E-1,1.105512500E0
5.311822672E0,-2.461785078E-1,-5.050324798E-1,-1.290451884E0
5.816000849E0,5.601630211E-1,-2.574795187E-1,6.575959325E-1
6.320179442E0,7.941242307E-3,-2.750418782E-1,-5.079340935E-1
6.824358245E0,3.863719851E-2,9.330959618E-2,2.706131041E-1
7.328537307E0,-3.242164850E-1,4.790706933E-1,-1.325576603E-1
7.832716422E0,-4.179842174E-1,7.615956664E-1,4.470002949E-1
8.336895588E0,-2.095266134E-1,2.026543915E-1,-3.969093859E-1
8.841074807E0,4.341721535E-1,-6.414080262E-1,1.820377111E-1
9.345254130E0,3.019199073E-1,-5.106829405E-1,-4.572322965E-1
9.849433453E0,-3.970621154E-2,3.605629504E-1,4.144717455E-1
1.035361278E1,1.658497900E-1,-2.903134823E-1,-3.455967605E-1
1.085779200E1,9.269873053E-2,-1.976147592E-1,1.617264450E-1
1.136197116E1,1.844811589E-1,-4.205803871E-1,1.168278903E-1
1.186615017E1,-2.962694168E-1,3.950767815E-1,-2.199113220E-1
1.237032897E1,-2.996291816E-1,8.640682101E-1,4.366155863E-1
1.287450757E1,-4.077522457E-2,-3.979783952E-1,-3.358229101E-1
1.337868595E1,5.728384256E-1,-6.461422443E-1,2.240346521E-1
1.388286429E1,2.638935745E-1,-1.491579056E0,-6.293434501E-1
1.438704304E1,-6.597339362E-2,3.584249020E-1,1.985310465E-1
1.489122231E1,8.506292105E-2,-3.042106628E-1,-3.321577311E-1
1.539540194E1,-1.873827726E-1,8.216131479E-2,3.397935331E-1
1.589958179E1,-1.105665267E-1,-2.893971801E-1,-3.568977416E-1
1.640376173E1,8.109229803E-2,1.624900252E-1,4.865537882E-1
1.690794168E1,-3.133736253E-1,1.528689116E-1,-1.899789423E-1
1.741212142E1,3.949240744E-1,5.543597788E-2,-9.315688163E-3
1.791630085E1,-3.637699783E-1,-9.987638891E-2,2.955058515E-1
1.842048002E1,-1.745546162E-1,3.145953715E-1,-2.765690386E-1
1.892465897E1,-2.214384824E-1,3.533852696E-1,3.032943606E-1
1.942883791E1,-1.328630932E-2,6.795870513E-2,-2.113592178E-1
1.993301598E1,-1.663079411E-1,7.235693336E-1,1.980729103E-1
2.043719353E1,-5.852084756E-1,1.181870580E0,-3.897317350E-1
2.094137056E1,-6.928733587E-1,9.862411618E-1,5.995637774E-1
2.144554713E1,-1.452330947E-1,1.064431891E-1,-2.585485280E-1
2.194972322E1,8.933897316E-2,-1.343902498E-1,2.703076601E-2
2.245389890E1,1.157588735E-1,-1.094975099E-1,-4.505127668E-2
