"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
2.016578000E-3,-1.932204247E0,6.162714481E0,9.640084267E0
2.302392200E-2,-2.073380709E0,6.315257072E0,7.473981380E0
5.230239220E-1,-3.896711588E0,-4.666004330E-2,9.058030128E0
1.023023922E0,-6.754340172E0,-3.888336718E-1,1.019342422E1
1.523023922E0,7.378268719E0,-1.362772274E1,7.281957626E0
2.023023922E0,5.994618893E0,-1.428395462E1,6.065805554E-1
2.523023922E0,8.536394835E-1,-1.317607784E1,2.378465652E0
3.023023922E0,4.246662140E0,-1.050150013E1,-4.947160780E-1
3.523023922E0,9.619147182E-1,-1.247916794E1,-1.290927768E0
4.023023922E0,6.845267296E0,-8.765507698E0,-2.958725214E0
4.523023922E0,1.345962763E0,-1.250130177E1,-2.445464849E0
5.023023922E0,7.373483181E0,-7.433303356E0,-7.238288522E-1
5.523023922E0,4.762913704E0,-9.940981865E0,6.699903309E-2
6.023023922E0,7.545766354E0,-1.042612648E1,-1.097109199E0
6.523023922E0,1.878963947E0,-1.234875965E1,-2.059622049E0
7.023023922E0,6.490531445E0,-1.060319519E1,-8.213363886E-1
7.523023922E0,5.603990555E0,-6.984051228E0,4.199403822E-1
8.023023922E0,7.387241840E0,-1.025384331E1,8.823533654E-1
8.523023922E0,1.958525300E0,-9.595218658E0,-2.871387303E-1
9.023023922E0,5.468796253E0,-8.652446747E0,1.657029688E-1
9.523023922E0,4.250849247E0,-9.597013474E0,-3.714857101E-1
1.002302392E1,4.699503899E0,-7.770093441E0,-1.252642632E0
1.052302392E1,3.205185890E0,-7.574480057E0,-2.011167526E0
1.102302392E1,5.168497086E0,-6.586842537E0,-2.886940479E0
1.152302392E1,6.559923172E0,-1.209631634E1,-1.477568030E0
1.202302392E1,4.179663181E0,-9.493523598E0,-5.760720372E-1
1.252302392E1,4.601995945E0,-8.116454124E0,-1.392622828E0
1.302302392E1,2.649452925E0,-9.435498238E0,1.105484009E0
1.352302392E1,4.520640373E0,-8.043473244E0,-3.030509949E0
1.402302392E1,4.077369690E0,-9.073583603E0,2.209771633E0
1.452302392E1,4.426722050E0,-6.672386169E0,-4.057030678E0
1.502302392E1,4.037888050E0,-8.148757935E0,8.739784956E-1
1.552302392E1,7.905886173E0,-6.644270420E0,-2.017747641E0
1.602302392E1,8.050651550E0,-8.462217331E0,-7.770691514E-1
1.652302392E1,7.277172089E0,-9.188439369E0,-1.767697692E0
1.702302392E1,6.886543751E0,-7.600800991E0,-2.404786795E-1
1.752302392E1,3.504886866E0,-9.903294563E0,9.475577474E-1
1.802302392E1,7.197610378E0,-1.027956581E1,6.592226624E-1
1.852302392E1,3.698107481E0,-1.111525917E1,1.495514214E-1
1.902302392E1,5.289932728E0,-7.854440212E0,-1.274178028E0
1.952302392E1,2.823530674E0,-8.984451294E0,-2.991028316E-2
2.002302392E1,1.620539188E0,-1.030827999E1,-1.065404296E0
2.052302392E1,3.922434568E0,-9.521639824E0,-2.070987940E0
2.102302392E1,4.559523582E0,-1.015872860E1,1.092921734E0
2.152302392E1,3.594019651E0,-9.115457535E0,-4.151547253E-1
2.202302392E1,4.532006264E0,-8.553144455E0,-1.714457393E0
2.252302392E1,4.350151539E0,-8.382656097E0,-1.614557028E0
2.302302392E1,4.931009293E0,-8.508877754E0,-9.176474810E-1
2.352302392E1,5.727221012E0,-8.497511864E0,-8.255238086E-2
2.402302392E1,4.672584534E0,-8.029116631E0,-6.137589812E-1
2.452302392E1,5.034498692E0,-8.935996056E0,-1.094118118E0
2.502302392E1,4.516452789E0,-9.041280746E0,-1.113858938E0
2.552302392E1,4.645066738E0,-9.300303459E0,4.163511395E-1
2.602302392E1,4.599005222E0,-7.239484787E0,-3.649652719E0
2.652302392E1,4.645665169E0,-7.976474285E0,-2.279761791E0
2.702302392E1,4.581656933E0,-8.236095428E0,-2.096112728E0
2.752302392E1,3.789034605E0,-8.618947029E0,-2.234896421E0
2.802302392E1,5.077569485E0,-8.038089752E0,-1.590628862E0
2.852302392E1,4.686343193E0,-8.420941353E0,-1.198205948E0
2.902302392E1,5.197210789E0,-8.218149185E0,-1.375274777E0
2.952302392E1,4.900500774E0,-8.669795036E0,-9.158528447E-1
3.002302392E1,5.050650597E0,-8.156534195E0,-1.226919770E0
3.052302392E1,5.958128452E0,-7.725826263E0,-1.980060697E0
3.102302392E1,5.717051506E0,-7.928019524E0,-1.743171334E0
3.152302392E1,5.273781300E0,-7.840083599E0,-2.123630047E0
3.202302392E1,4.753342152E0,-7.921439171E0,-1.092323542E0
3.252302392E1,6.427121639E0,-8.626724243E0,-1.893919110E0
3.302302392E1,5.102694035E-1,-9.503094673E0,-3.053241730E0
3.352302392E1,1.019701385E1,-1.160818100E1,-2.606980324E0
3.402302392E1,5.876772404E0,-5.714060307E0,-1.695913076E0
3.452302392E1,4.605585575E0,-9.622735977E0,-7.387840152E-1
3.502302392E1,6.387042046E0,-6.331408501E0,-4.162314892E0
3.552302392E1,2.348555326E0,-8.991030693E0,-2.282752752E0
3.602302392E1,4.048655987E0,-7.457231998E0,1.016949639E-1
3.652302392E1,2.946761131E0,-7.229913712E0,-2.100898266E0
3.702302392E1,5.600401402E0,-1.001156998E1,1.668395638E0
3.752302392E1,3.265006542E0,-9.504291534E0,-1.287338614E0
3.802302392E1,5.225924492E0,-8.520243645E0,-9.894321561E-1
3.852302392E1,2.245664120E0,-7.737192154E0,-2.082952023E0
3.902302392E1,4.063013077E0,-7.866404533E0,-2.528615236E0
3.952302392E1,1.355534077E0,-7.454240799E0,-1.721037745E0
4.002302392E1,2.020738840E0,-7.515257835E0,-5.539384484E-1
4.052302392E1,3.619742393E0,-6.796812534E0,-5.551348329E-1
4.102302392E1,4.664807796E0,-5.152943611E0,-3.257827997E0
4.152302392E1,2.559123755E0,-8.557929993E0,-1.830509305E-1
4.202302392E1,5.487938881E0,-5.645267010E0,-8.518448472E-1
4.252302392E1,2.895315409E0,-7.151548862E0,1.009771109E0
4.302302392E1,4.255635262E0,-6.427121639E0,-2.156531334E0
4.352302392E1,5.631507874E0,-6.551548481E0,-2.664407969E0
4.402302392E1,1.450050473E0,-7.025327206E0,-3.960121572E-1
4.452302392E1,1.804188251E0,-6.246463299E0,-2.286342144E0
4.502302392E1,2.754737139E0,-6.591628075E0,-1.237687469E0
4.552302392E1,5.425725579E-1,-6.106483459E0,-1.127617717E0
4.602302392E1,2.633899450E0,-8.801998138E0,-1.064207911E0
4.652302392E1,1.317248821E0,-8.465806961E0,-6.143572330E-1
4.702302392E1,3.919443607E0,-6.997809887E0,-1.205982566E0
4.752302392E1,4.896911621E0,-8.801998138E0,-1.249053478E0
