"Time (s)","Magnetic field x (µT)","Magnetic field y (µT)","Magnetic field z (µT)"
2.779264220E-1,2.325000000E1,-3.052500153E1,-3.161250114E1
7.779264220E-1,2.966250038E1,-2.148750114E1,-2.775000191E1
1.277926422E0,2.023125076E1,-1.486875057E1,-2.949375153E1
1.777926422E0,1.014375019E1,-3.206250191E0,-2.514375114E1
2.277926422E0,2.700000048E0,3.656250238E0,-2.049375153E1
2.777926422E0,-8.062500358E-1,8.475000381E0,-1.871250153E1
3.277926422E0,-3.300000191E0,1.215000057E1,-1.614375114E1
3.777926422E0,-5.475000381E0,1.481250095E1,-1.380000019E1
4.277926422E0,-1.155000019E1,2.240625000E1,-9.281250000E0
4.777926422E0,-1.796250153E1,2.823750114E1,-5.381250381E0
5.277926422E0,-2.086875153E1,3.225000000E1,-1.500000060E-1
5.777926422E0,-2.176875114E1,3.202500153E1,2.456250191E0
6.277926422E0,-2.150625038E1,3.240000153E1,3.806250095E0
6.777926422E0,-2.235000038E1,3.298125076E1,5.793750286E0
7.277926422E0,-2.407500076E1,3.307500076E1,6.618750095E0
7.777926422E0,-2.473125076E1,3.376875305E1,6.993750095E0
8.277926422E0,-2.433750153E1,3.510000229E1,7.350000381E0
8.777926422E0,-2.559375191E1,3.560625076E1,6.881250381E0
9.277926422E0,-2.653125191E1,3.618750000E1,6.243750095E0
9.777926422E0,-2.686875153E1,3.661875153E1,5.437500000E0
1.027792642E1,-2.679375076E1,3.703125000E1,4.537500381E0
1.077792642E1,-2.754375076E1,3.669375229E1,4.106250286E0
1.127792642E1,-2.728125191E1,3.695625305E1,3.487500191E0
1.177792642E1,-2.865000153E1,3.665625000E1,2.793750048E0
1.227792642E1,-2.979375076E1,3.660000229E1,1.650000095E0
1.277792642E1,-2.958750153E1,3.731250000E1,2.625000179E-1
1.327792642E1,-3.011250114E1,3.753750229E1,-7.687500119E-1
1.377792642E1,-3.108750153E1,3.718125153E1,-9.000000358E-1
1.427792642E1,-3.399375153E1,3.438750076E1,8.812500238E-1
1.477792642E1,-3.511875153E1,3.270000076E1,2.006250143E0
1.527792642E1,-3.693750000E1,2.926875114E1,3.956250191E0
1.577792642E1,-3.706875229E1,2.720625114E1,6.000000000E0
1.627792642E1,-3.862500000E1,2.360625076E1,8.925000191E0
1.677792642E1,-4.027500153E1,2.120625114E1,1.181250000E1
1.727792642E1,-4.113750076E1,1.916250038E1,1.455000019E1
1.777792642E1,-4.134375000E1,1.830000114E1,1.511250019E1
1.827792642E1,-4.031250000E1,1.970625114E1,1.464375019E1
1.877792642E1,-4.018125153E1,2.079375076E1,1.370625019E1
1.927792671E1,-3.879375076E1,2.437500191E1,1.215000057E1
1.977792671E1,-3.886875153E1,2.649375153E1,1.014375019E1
2.027792671E1,-3.735000229E1,3.013125038E1,6.450000286E0
2.077792671E1,-3.613125229E1,3.234375000E1,3.637500048E0
2.127792671E1,-3.253125000E1,3.607500076E1,1.368750095E0
2.177792671E1,-2.953125191E1,3.937500000E1,8.625000119E-1
2.227792671E1,-2.658750153E1,4.237500000E1,-3.750000000E-1
2.277792671E1,-2.398125076E1,4.475625229E1,-1.087500095E0
2.327792671E1,-2.246250153E1,4.591875076E1,-1.856250048E0
2.377792671E1,-2.056875038E1,4.708125305E1,-2.306250095E0
2.427792671E1,-1.920000076E1,4.785000229E1,-1.800000072E0
2.477792671E1,-1.884375000E1,4.813125229E1,-1.537500024E0
2.527792671E1,-2.160000038E1,4.683750153E1,-1.762500048E0
2.577792671E1,-2.263125038E1,4.635000229E1,-1.968750119E0
2.627792671E1,-2.371875000E1,4.576875305E1,-2.437500000E0
2.677792671E1,-2.480625153E1,4.496250153E1,-2.512500048E0
2.727792671E1,-2.555625153E1,4.432500076E1,-2.381250143E0
2.777792671E1,-2.596875191E1,4.410000229E1,-1.743750095E0
2.827792671E1,-2.574375153E1,4.417500305E1,-7.875000238E-1
2.877792671E1,-2.565000153E1,4.425000000E1,-1.875000075E-2
2.927792671E1,-2.482500076E1,4.466250229E1,3.562500179E-1
2.977792671E1,-2.640000153E1,4.348125076E1,0.000000000E0
3.027792671E1,-2.675625038E1,4.258125305E1,7.500000298E-2
3.077792671E1,-2.722500038E1,4.233750153E1,2.812500000E-1
3.127792671E1,-2.705625153E1,4.258125305E1,6.562500000E-1
3.177792671E1,-2.696250153E1,4.246875000E1,4.687500298E-1
3.227792671E1,-2.868750191E1,4.153125000E1,6.187500358E-1
3.277792671E1,-2.866875076E1,4.143750000E1,1.556250095E0
3.327792671E1,-2.692500114E1,4.192500305E1,2.325000048E0
3.377792671E1,-2.735625076E1,4.104375076E1,2.550000191E0
3.427792671E1,-2.628750038E1,4.126875305E1,2.981250048E0
3.477792671E1,-2.735625076E1,3.903750229E1,2.943750143E0
3.527792671E1,-2.651250076E1,3.793125153E1,2.681250095E0
3.577792671E1,-2.681250191E1,3.615000153E1,2.287500143E0
3.627792671E1,-2.508750153E1,3.566250229E1,1.837500095E0
3.677792671E1,-2.512500191E1,3.420000076E1,8.250000477E-1
3.727792671E1,-2.538750076E1,3.277500153E1,1.125000000E0
3.777792671E1,-2.353125000E1,3.320625305E1,2.043750048E0
3.827792671E1,-2.358750153E1,3.253125000E1,2.137500048E0
3.877792671E1,-2.122500038E1,3.391875076E1,2.287500143E0
3.927792671E1,-2.073750114E1,3.388125229E1,2.325000048E0
3.977792671E1,-2.004375076E1,3.433125305E1,2.475000143E0
4.027792671E1,-1.936875153E1,3.438750076E1,1.968750119E0
4.077792671E1,-1.903125000E1,3.425625229E1,9.562500119E-1
4.127792671E1,-1.863750076E1,3.431250000E1,-5.437500477E-1
4.177792671E1,-1.863750076E1,3.399375153E1,-2.100000143E0
4.227792671E1,-1.815000153E1,3.405000305E1,-3.056250095E0
4.277792671E1,-1.818750000E1,3.401250076E1,-3.656250238E0
4.327792671E1,-1.854375076E1,3.373125076E1,-4.312500000E0
4.377792671E1,-1.781250000E1,3.360000229E1,-5.081250191E0
4.427792671E1,-1.766250038E1,3.315000153E1,-5.756250381E0
4.477792671E1,-1.695000076E1,3.335625076E1,-5.587500095E0
4.527792671E1,-1.659375000E1,3.330000305E1,-5.868750095E0
4.577792671E1,-1.526250076E1,3.395625305E1,-5.681250095E0
4.627792671E1,-1.447500038E1,3.408750153E1,-5.775000095E0
4.677792671E1,-1.440000057E1,3.408750153E1,-6.056250095E0
4.727792671E1,-1.093125057E1,4.158750153E1,-1.456875038E1
4.777792671E1,-1.057500076E1,4.216875076E1,-1.432500076E1
4.827792671E1,-1.096875000E1,4.265625000E1,-1.395000076E1
4.877792671E1,-1.096875000E1,4.305000305E1,-1.350000095E1
4.927792671E1,-1.188750076E1,4.308750153E1,-1.351875019E1
4.977792671E1,-1.186875057E1,4.228125000E1,-1.400625038E1
5.027792671E1,-1.351875019E1,4.171875000E1,-1.456875038E1
5.077792671E1,-1.374375057E1,4.173750305E1,-1.462500095E1
5.127792671E1,-1.408125019E1,4.160625076E1,-1.503750038E1
5.177792671E1,-1.458750057E1,4.147500229E1,-1.507500076E1
5.227792671E1,-1.436250019E1,4.162500000E1,-1.468125057E1
5.277792671E1,-1.421250057E1,4.179375076E1,-1.473750019E1
5.327792671E1,-1.471875095E1,4.175625229E1,-1.447500038E1
5.377792671E1,-1.488750076E1,4.194375229E1,-1.415625095E1
5.427792671E1,-1.449375057E1,4.261875153E1,-1.305000019E1
