"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (m)"
1.820662250E-1,5.250621400E1,4.988692400E0,-1.110680940E0,NaN,NaN,4.877299881E1,1.000000000E0
1.148692239E0,5.250655283E1,4.989368160E0,4.703073577E0,1.029999971E0,2.568999939E2,7.957305908E0,1.064742374E1
1.671882186E0,5.250656515E1,4.989371760E0,9.474806889E-1,8.799999952E-1,2.636000061E2,4.477620125E0,6.749544621E0
2.670205989E0,5.250656724E1,4.989363700E0,1.279937713E0,1.090000033E0,2.597000122E2,3.790092468E0,4.594721317E0
3.670346769E0,5.250656742E1,4.989356110E0,2.702235647E0,1.259999990E0,2.456999969E2,3.790092468E0,3.678701878E0
4.670386249E0,5.250656540E1,4.989345930E0,3.093217374E0,1.179999948E0,2.408999939E2,3.790092468E0,3.046762228E0
5.670374112E0,5.250656637E1,4.989336340E0,3.304944098E0,1.009999990E0,2.587999878E2,3.790092468E0,2.500000000E0
6.670429840E0,5.250656392E1,4.989324450E0,2.863831797E0,1.559999943E0,2.275000000E2,3.790092468E0,2.500000000E0
7.670416715E0,5.250655687E1,4.989316880E0,2.987106681E0,9.499999881E-1,2.161000061E2,3.790092468E0,2.500000000E0
8.670474371E0,5.250655216E1,4.989311320E0,3.198643451E0,6.600000262E-1,2.572999878E2,3.790092468E0,2.500000000E0
9.670697236E0,5.250654764E1,4.989304420E0,3.419273956E0,9.399999976E-1,2.238000031E2,3.790092468E0,2.500000000E0
1.067087927E1,5.250654206E1,4.989298260E0,3.408335793E0,7.900000215E-1,2.236000061E2,3.790092468E0,2.500000000E0
1.167009781E1,5.250653662E1,4.989293190E0,3.871214438E0,7.799999714E-1,2.235000000E2,3.790092468E0,2.500000000E0
1.267021130E1,5.250653139E1,4.989288620E0,3.869066875E0,6.899999976E-1,2.233999939E2,3.790092468E0,2.500000000E0
1.367088895E1,5.250652610E1,4.989284010E0,4.022619873E0,7.599999905E-1,2.121999969E2,3.790092468E0,2.500000000E0
1.466988218E1,5.250651821E1,4.989276660E0,3.866047325E0,1.240000010E0,2.110000000E2,3.790092468E0,2.500000000E0
1.567047005E1,5.250650890E1,4.989268710E0,3.862121014E0,1.049999952E0,2.096000061E2,3.790092468E0,2.500000000E0
1.667061557E1,5.250650025E1,4.989262090E0,4.064617490E0,1.029999971E0,2.061999969E2,3.790092468E0,2.500000000E0
1.767008906E1,5.250649081E1,4.989255740E0,3.892112836E0,1.120000005E0,2.041000061E2,3.790092468E0,2.500000000E0
1.867041880E1,5.250648198E1,4.989250300E0,3.809392448E0,9.700000286E-1,2.038999939E2,3.790092468E0,2.500000000E0
1.967089499E1,5.250647397E1,4.989245500E0,3.488880821E0,9.300000072E-1,2.041999969E2,3.790092468E0,2.500000000E0
2.067067629E1,5.250646672E1,4.989242310E0,3.063635087E0,8.399999738E-1,2.003999939E2,3.790092468E0,2.500000000E0
2.167089364E1,5.250645849E1,4.989241890E0,2.425865016E0,9.599999785E-1,1.901999969E2,3.790092468E0,2.500000000E0
2.267080577E1,5.250645704E1,4.989247070E0,2.708763737E0,0.000000000E0,NaN,3.790092468E0,2.500000000E0
2.367037582E1,5.250645840E1,4.989250270E0,2.710293783E0,0.000000000E0,NaN,3.790092468E0,2.500000000E0
2.467019567E1,5.250645905E1,4.989251860E0,2.710600988E0,0.000000000E0,NaN,3.790092468E0,2.500000000E0
2.567010499E1,5.250645842E1,4.989250240E0,2.621365575E0,3.700000048E-1,2.268999939E2,3.790092468E0,2.500000000E0
2.667040561E1,5.250645959E1,4.989247550E0,2.353360486E0,1.899999976E-1,2.937999878E2,3.790092468E0,2.500000000E0
2.767067926E1,5.250646058E1,4.989247240E0,2.355559184E0,0.000000000E0,NaN,3.790092468E0,2.500000000E0
2.867068582E1,5.250646069E1,4.989247090E0,2.358794136E0,0.000000000E0,NaN,3.790092468E0,2.500000000E0
2.967069962E1,5.250646064E1,4.989246900E0,2.359709466E0,0.000000000E0,NaN,3.790092468E0,2.500000000E0
3.067086264E1,5.250646057E1,4.989246760E0,2.360746864E0,0.000000000E0,NaN,3.790092468E0,2.500000000E0
