"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
7.554433800E-2,-1.720353961E0,6.139802933E-1,-8.685793877E-1
2.772145470E-1,-2.289973736E0,1.519813299E0,8.968353271E-2
7.772145470E-1,2.288993835E0,2.317387819E0,2.305779457E0
1.277214547E0,-6.734771252E0,1.143984795E0,-1.713053226E0
1.777214547E0,3.443151474E0,-3.454854012E0,5.697305202E0
2.277214547E0,-7.678596973E-1,2.734036446E-1,8.400083184E-1
2.777214547E0,-9.090378284E-1,-2.519061089E0,1.518115401E-1
3.277214547E0,1.059297323E0,-6.830663681E-1,1.219245195E0
3.777214547E0,-1.567213058E0,-2.900889397E0,2.708004713E-1
4.277214547E0,9.593963623E-3,-3.277668953E0,-1.017789602E0
4.777214547E0,7.482297421E-1,-1.353878021E0,3.826198578E-1
5.277214547E0,2.559667110E0,-2.049375534E0,3.559422493E-1
5.777214547E0,-8.359680176E-1,-1.443396568E0,6.948314309E-1
6.277214547E0,2.562457085E0,4.949951172E-2,-5.037662983E-1
6.777214547E0,-4.047644138E-1,-2.207424164E0,-8.500026464E-1
7.277214547E0,1.095178604E0,-1.876451492E0,-6.760604978E-1
7.777214547E0,8.943953514E-1,3.312025070E-1,-5.864121914E-1
8.277214547E0,1.897540092E0,-1.704503059E0,9.975441098E-1
8.777214547E0,2.234015465E-1,-1.092472076E-1,-4.800419807E-1
9.277214547E0,1.133932114E0,4.706554413E-1,5.389807224E-1
9.777214547E0,9.453296661E-3,-5.355043411E-1,2.690848708E-1
1.027721455E1,9.460229874E-1,1.203291416E0,-7.072397470E-1
1.077721455E1,-1.315805435E0,3.158311844E-1,7.561126947E-1
1.127721455E1,8.325209618E-1,9.120898247E-1,-9.656243324E-1
1.177721455E1,3.280072212E-1,-8.086099625E-1,1.882441044E-1
1.227721455E1,-9.774208069E-3,-4.743185043E-1,1.212834835E0
1.277721455E1,1.072717190E0,1.413075447E0,-6.526550055E-1
1.327721455E1,-1.694216728E0,-4.102020264E-1,1.979081511E0
1.377721455E1,1.580694675E0,5.420064926E-1,-1.066497564E0
1.427721455E1,-3.839154243E-1,-1.037740231E0,2.483607292E0
1.477721455E1,7.856140137E-1,-3.375377655E-1,-3.455622196E-1
1.527721455E1,-1.142515182E0,-1.275769711E0,1.048612237E0
1.577721455E1,1.139231682E0,-1.507088661E0,7.042621970E-1
1.627721455E1,-4.818959236E-1,-2.159207344E0,1.184952974E0
1.677721455E1,4.284124374E-1,-9.919233322E-1,-1.160121560E-1
1.727721455E1,1.003126144E0,-1.129107475E0,1.239634514E0
1.777721455E1,-7.957110405E-1,-1.600442886E0,-7.800897360E-1
1.827721455E1,1.506153107E0,-1.181872368E0,1.358197093E0
1.877721455E1,-1.260335207E0,2.013702393E-1,-6.195828915E-1
1.927721455E1,1.417822123E0,3.187208176E-1,8.548223972E-1
1.977721455E1,-1.914940119E0,5.794582367E-1,7.981530428E-1
2.027721455E1,-1.096570253E0,-4.206094742E-1,-2.253555059E-1
