"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
2.772866370E-1,5.589412898E-2,1.811214089E-1,2.138026757E-3
7.813412200E-1,-1.220202371E-1,-1.713475734E-1,1.588248461E-2
1.285397002E0,-1.939495653E-2,1.336266696E-1,2.871064469E-2
1.789453824E0,-4.596757516E-2,-3.970621154E-3,3.054323839E-3
2.293511689E0,6.520981342E-2,-8.674279600E-2,-1.507308781E-1
2.797570491E0,2.947422490E-2,-3.970621154E-2,1.831067204E-1
3.301630022E0,2.229656465E-2,6.383536756E-2,2.412915789E-2
3.805692967E0,5.146535859E-2,1.353065521E-1,-1.024725661E-1
4.309753696E0,-1.091920808E-1,9.773836471E-3,-4.184423760E-2
4.813814946E0,-1.206457894E-2,-1.618791744E-2,3.115410358E-2
5.317876561E0,-6.276635826E-2,-1.908952370E-2,3.054323979E-2
5.821938592E0,5.543597788E-2,-3.970621154E-3,-1.924224012E-2
6.326001092E0,5.100720748E-2,-9.926552884E-3,1.374445739E-3
6.830064113E0,2.718348242E-2,-3.649916872E-2,-1.282816008E-2
7.334127811E0,2.794706449E-2,6.505709887E-2,3.115410358E-2
7.838192238E0,2.580903657E-2,5.253437161E-2,6.322450191E-2
8.342257446E0,-5.589412898E-2,-6.169734150E-2,6.963858753E-2
8.846323436E0,-4.367683083E-2,-7.024944760E-3,-1.679878123E-2
9.350390050E0,-1.527161989E-2,-8.093958721E-3,-1.710421406E-2
9.854457290E0,-1.878409274E-2,-2.443459118E-3,-1.496618707E-2
1.035852489E1,-1.603520103E-2,-1.649334840E-2,-2.138026804E-2
1.086259281E1,-9.926552884E-3,-1.359174121E-2,-2.596175298E-2
1.136666099E1,-1.531743407E-1,-1.191186346E-2,1.725693047E-2
1.187072916E1,-3.481929377E-2,1.603520103E-2,-7.803797722E-2
1.237479739E1,-2.641990222E-2,5.650499370E-3,-2.886336111E-2
1.287886547E1,-7.635809947E-3,-9.010255337E-3,-6.719512399E-3
1.338293349E1,-7.024944760E-3,6.108647794E-4,-9.010255337E-3
1.388700161E1,-2.474002354E-2,4.581485991E-4,-4.276053514E-3
1.439106979E1,1.420260593E-2,6.872228812E-3,-1.130099874E-2
1.489513797E1,7.635809947E-3,1.221729536E-2,-7.330377586E-3
1.539920609E1,-1.893680729E-2,-8.399390616E-3,3.817904973E-3
1.590327427E1,3.817904973E-3,3.054323897E-4,1.527161920E-3
1.640734250E1,-5.329795182E-2,1.583666950E-1,-1.866191924E-1
1.691141078E1,-8.536835015E-2,-9.437860548E-2,9.346231073E-2
1.741547896E1,-3.970621154E-2,6.566796452E-3,2.871064469E-2
1.791954693E1,-1.649334840E-2,-1.282816008E-2,3.405570984E-2
1.842361469E1,6.108647678E-3,-8.093958721E-3,1.863137633E-2
1.892768229E1,-5.345067009E-3,6.108647794E-4,4.734201822E-3
1.943174979E1,-3.359756200E-3,2.596175298E-3,-1.374445739E-3
1.993581786E1,-6.261364091E-3,0.000000000E0,3.512472380E-3
2.043988729E1,-8.704823442E-3,5.497782957E-3,2.596175298E-3
2.094396552E1,-1.527161989E-2,5.803215317E-3,4.276053514E-3
2.144803870E1,-9.162971983E-4,1.557705179E-2,1.221729559E-3
2.195210646E1,-1.908952370E-2,3.359756200E-3,-2.748891478E-3
2.245618302E1,1.924224012E-2,-3.711003438E-2,-4.581485875E-3
2.296026109E1,9.010255337E-3,2.596175298E-3,-5.497782957E-3
2.346434015E1,-6.108647794E-4,6.108647678E-3,1.221729559E-3
2.396841989E1,3.665188793E-3,-2.138026757E-3,-4.581485991E-4
2.447250000E1,-1.069013379E-3,9.162971983E-4,-2.290742937E-3
2.497658026E1,-2.748891478E-3,-4.581485991E-4,0.000000000E0
2.548066068E1,5.192350596E-3,-1.053741761E-2,-0.000000000E0
2.598474135E1,8.384118974E-2,-2.031125315E-2,-2.260199748E-2
2.648882208E1,1.695149764E-2,-8.399390616E-3,1.740964688E-2
2.699290281E1,7.483093534E-3,-3.054323839E-3,4.886918236E-3
2.749698359E1,-1.527161989E-2,3.817904973E-3,-1.374445739E-3
2.800106422E1,-3.817904973E-3,1.832594397E-3,-2.596175298E-3
2.850514463E1,-3.207040019E-3,6.108647678E-3,-7.483093534E-3
2.900922484E1,-8.704823442E-3,-4.581485875E-3,3.207040019E-3
2.951330484E1,-9.010255337E-3,1.527161920E-3,-2.138026757E-3
3.001738463E1,-2.138026757E-3,5.345067009E-3,-1.374445739E-3
3.052146437E1,-1.069013379E-3,-6.108647794E-4,3.359756200E-3
3.102554427E1,-9.162971983E-4,1.679878100E-3,-9.162971983E-4
3.152962437E1,-4.428769462E-3,1.527161949E-4,1.985310577E-3
3.203370479E1,5.497782957E-3,-3.359756200E-3,-2.596175298E-3
3.253778578E1,3.207040019E-3,-1.069013379E-3,4.276053514E-3
3.304186729E1,-1.496618707E-2,7.941242307E-3,-4.734201822E-3
3.354594906E1,2.748891478E-3,5.345067009E-3,-4.276053514E-3
3.405003083E1,8.246674202E-3,-9.162971983E-4,5.039634649E-3
3.455411234E1,-3.054323897E-4,6.719512399E-3,4.276053514E-3
3.505819364E1,5.039634649E-3,4.581485991E-4,1.267544460E-2
3.556227489E1,-3.054323897E-4,-1.069013379E-3,9.468403645E-3
3.606635609E1,9.162971983E-4,-2.748891478E-3,2.321286127E-2
3.657043719E1,6.398808211E-2,-1.038470119E-2,5.467239767E-2
3.707451802E1,-4.367683083E-2,2.367101051E-2,-5.803215317E-3
3.757859833E1,-7.941242307E-3,9.162971750E-3,1.389717404E-2
3.808267828E1,-2.138026757E-3,1.114828233E-2,2.168569900E-2
3.858675776E1,-5.039634649E-3,7.177661173E-3,1.985310577E-2
3.909083687E1,9.162971983E-4,5.650499370E-3,1.710421406E-2
3.959491568E1,-7.941242307E-3,-3.512472380E-3,3.054323979E-2
4.009899411E1,-1.359174121E-2,-2.107483521E-2,3.634645417E-2
4.060307234E1,-4.276053514E-3,3.756818548E-2,-2.046396956E-2
4.110715026E1,8.704823442E-3,-2.199113183E-2,4.566214234E-2
4.161122797E1,-6.719512399E-3,1.175914705E-2,-4.886918236E-3
4.211530552E1,3.817904973E-3,-6.108647794E-4,4.886918236E-3
4.261938318E1,4.581485991E-4,3.512472380E-3,1.679878100E-3
4.312346073E1,-2.748891478E-3,1.679878100E-3,1.069013379E-3
4.362753828E1,-1.527161920E-3,1.679878100E-3,0.000000000E0
4.413161573E1,-8.093958721E-3,1.878409274E-2,-3.359756200E-3
4.463569297E1,-4.581485875E-3,3.359756200E-3,-6.108647794E-4
4.513977005E1,2.901607659E-3,-7.177661173E-3,-6.108647794E-4
4.564384703E1,1.832594397E-3,-2.290742937E-3,-4.734201822E-3
4.614792401E1,-1.832594350E-2,-5.039634649E-3,6.108647678E-3
4.665200088E1,-1.679878123E-2,2.443459118E-3,6.108647678E-3
4.715607771E1,3.970621154E-3,3.207040019E-3,3.054323897E-4
4.766015442E1,1.038470119E-2,2.748891478E-3,-1.985310577E-3
4.816423104E1,-2.748891478E-3,1.832594397E-3,2.748891478E-3
4.866830739E1,-2.443459118E-3,1.527161920E-3,9.162971983E-4
4.917238364E1,-3.359756200E-3,-4.581485991E-4,-1.527161949E-4
4.967645974E1,1.832594397E-3,-0.000000000E0,3.054323897E-4
