"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
4.504590800E-2,2.279947698E-1,1.139388084E-1,-8.656978607E-2
2.466673140E-1,5.716802478E-1,-2.309846878E-1,2.280225754E-1
7.466673140E-1,-6.800054312E-1,5.049228668E-1,-7.366714478E-1
1.246667314E0,4.998805523E-1,2.158112526E-1,-3.209352493E-1
1.746667314E0,-9.577365220E-2,2.888083458E-1,-1.972751617E-1
2.246667314E0,2.603508532E-2,-1.731252670E-2,-3.783226013E-3
2.746667314E0,-1.207541227E-1,-5.740356445E-2,-2.078390121E-1
3.246667314E0,-6.103354692E-2,1.144189835E-1,1.898288727E-2
3.746667314E0,6.618386507E-1,6.766982079E-1,-6.525564194E-1
4.246667314E0,9.221384525E-1,3.191490173E-1,-1.776361465E-1
4.746667314E0,-2.871176600E-2,2.148509026E-1,-1.814794540E-1
5.246667314E0,3.776952624E-2,2.262725830E-1,-1.571893692E-1
5.746667314E0,5.408300459E-2,-8.016872406E-2,1.080656052E-1
6.246667314E0,-5.543398857E-2,1.725864410E-2,-3.572273254E-2
6.746667314E0,7.784859091E-2,9.825611115E-2,-1.358575821E-1
7.246667314E0,3.645373881E-1,6.230401993E-2,-1.383285522E-1
7.746667314E0,3.617696762E-1,1.009235382E-1,-1.922035217E-2
8.246667314E0,-3.439722061E-1,1.371622086E-2,2.308454514E-1
8.746667314E0,1.066949129E0,8.429574966E-2,1.460828781E-1
9.246667314E0,9.409770966E-1,1.129450798E-1,-8.499717712E-2
9.746667314E0,4.908090830E-1,1.142511368E-1,-8.521556854E-2
1.024666731E1,7.868695259E-2,-5.701828003E-2,8.856868744E-2
1.074666731E1,6.969237328E-2,-1.157970428E-1,6.958484650E-2
1.124666731E1,1.546876431E-1,4.697136879E-1,-3.435029984E-1
1.174666731E1,5.750846863E-2,-1.242089272E-1,1.860332489E-2
1.224666731E1,1.713941097E-1,-1.164374352E-1,-5.946254730E-2
1.274666731E1,8.944749832E-2,-1.561977863E-1,-2.799129486E-2
1.324666731E1,-3.041982651E-3,-1.531147957E-1,2.822589874E-2
1.374666731E1,7.509636879E-2,-4.935956001E-2,4.143428802E-2
1.424666731E1,2.408504486E-3,-1.220965385E-2,1.066017151E-2
1.474666731E1,7.884740829E-2,-7.977557182E-2,3.411960602E-2
1.524666731E1,-7.447743416E-2,5.089712143E-2,-1.553630829E-2
1.574666731E1,1.552486420E-2,-1.243090630E-2,9.480762482E-2
1.624666731E1,5.987644196E-3,-4.797220230E-3,2.357482910E-3
1.674666731E1,-8.657649159E-1,1.715068817E-1,8.194732666E-2
1.724666731E1,-7.753440738E-1,2.494220734E-1,-3.061389923E-2
1.774666731E1,4.063421488E-1,6.714630127E-2,-2.947216034E-1
1.824666731E1,-1.257607222E0,8.390641212E-2,1.748418808E-1
1.874666731E1,-5.704498887E-1,1.082682610E-2,3.218936920E-2
1.924666731E1,-5.187420845E-1,3.263092041E-2,6.712055206E-2
