"Time (s)","Magnetic field x (µT)","Magnetic field y (µT)","Magnetic field z (µT)"
2.934008040E-1,-1.719375038E1,-4.396875000E1,-6.684375000E1
7.934008040E-1,-1.792500114E1,-4.265625000E1,-6.952500153E1
1.293400804E0,-1.783125114E1,-4.038750076E1,-7.290000153E1
1.793400804E0,-1.771875000E1,-3.834375000E1,-7.710000610E1
2.293400804E0,-1.717500114E1,-3.626250076E1,-8.017500305E1
2.793400804E0,-1.798125076E1,-3.517500305E1,-8.128125000E1
3.293400804E0,-1.916250038E1,-3.391875076E1,-8.221875000E1
3.793403488E0,-2.210625076E1,-3.459375000E1,-8.308125305E1
4.293403488E0,-2.475000191E1,-4.258125305E1,-8.793750000E1
4.793403488E0,-2.490000153E1,-5.360625076E1,-9.286875153E1
5.293403488E0,-2.388750076E1,-6.438750458E1,-9.795000458E1
5.793403488E0,-2.386875153E1,-7.466250610E1,-1.007812576E2
6.293403488E0,-2.551875114E1,-8.514375305E1,-1.025437546E2
6.793403488E0,-2.540625191E1,-9.268125153E1,-1.036875076E2
7.293403488E0,-2.362500000E1,-9.731250763E1,-1.011562576E2
7.793403488E0,-1.908750153E1,-9.795000458E1,-9.564375305E1
8.293403488E0,-1.501875019E1,-8.831250000E1,-8.859375000E1
8.793403488E0,-1.241250038E1,-7.492500305E1,-8.122500610E1
9.293403488E0,-1.074375057E1,-6.260625076E1,-7.183125305E1
9.793403488E0,-7.818750381E0,-5.070000076E1,-6.196875381E1
1.029340349E1,-3.543750048E0,-3.886875153E1,-5.173125076E1
1.079340349E1,-4.500000179E-1,-2.988750076E1,-4.218750000E1
1.129340349E1,1.125000000E0,-2.463750076E1,-3.635625076E1
1.179340349E1,1.575000048E0,-2.293125153E1,-3.354375076E1
1.229340349E1,2.831250191E0,-2.304375076E1,-3.105000114E1
1.279340349E1,3.600000143E0,-2.379375076E1,-2.818125153E1
1.329340349E1,3.956250191E0,-2.409375191E1,-2.613750076E1
1.379340349E1,3.881250143E0,-2.469375038E1,-2.559375191E1
1.429340349E1,3.618750095E0,-2.518125153E1,-2.615625191E1
1.479340349E1,3.431250095E0,-2.557500076E1,-2.735625076E1
1.529340349E1,3.543750048E0,-2.568750191E1,-2.865000153E1
1.579340349E1,4.050000191E0,-2.521875191E1,-2.966250038E1
1.629340349E1,3.768750191E0,-2.469375038E1,-2.986875153E1
1.679340349E1,3.356250048E0,-2.467500114E1,-3.000000191E1
1.729340349E1,2.775000095E0,-2.495625114E1,-3.046875191E1
1.779340349E1,2.325000048E0,-2.548125076E1,-3.099375153E1
1.829340349E1,2.156250000E0,-2.641875076E1,-3.161250114E1
1.879340349E1,2.475000143E0,-2.769375038E1,-3.352500153E1
1.929340349E1,2.793750048E0,-2.917500114E1,-3.553125000E1
1.979340349E1,3.675000191E0,-3.052500153E1,-3.958125305E1
2.029340349E1,4.125000000E0,-3.163125038E1,-4.200000000E1
2.079340349E1,4.068750381E0,-3.241875076E1,-4.325625229E1
2.129340349E1,4.162500381E0,-3.333750153E1,-4.389375305E1
2.179340349E1,4.312500000E0,-3.408750153E1,-4.447500229E1
2.229340349E1,4.500000000E0,-3.461250305E1,-4.511250305E1
2.279340349E1,4.350000381E0,-3.487500000E1,-4.456875229E1
2.329340349E1,4.162500381E0,-3.493125153E1,-4.357500076E1
2.379340349E1,3.562500238E0,-3.459375000E1,-4.072500229E1
2.429340349E1,3.356250048E0,-3.485625076E1,-3.922500229E1
2.479340349E1,3.506250143E0,-3.611250305E1,-3.851250076E1
2.529340349E1,3.806250095E0,-3.763125229E1,-3.841875076E1
2.579340349E1,3.881250143E0,-3.866250229E1,-3.834375000E1
2.629340349E1,3.918750048E0,-3.954375076E1,-3.836250305E1
2.679340349E1,3.918750048E0,-4.025625229E1,-3.843750000E1
2.729340349E1,4.087500095E0,-4.080000305E1,-3.864375305E1
2.779340349E1,4.106250286E0,-4.140000153E1,-3.847500229E1
2.829340349E1,4.237500191E0,-4.115625000E1,-3.871875000E1
2.879340349E1,4.368750095E0,-3.980625153E1,-3.892500305E1
2.929340349E1,4.556250095E0,-3.796875000E1,-3.860625076E1
2.979340349E1,5.062500000E0,-3.691875076E1,-3.916875076E1
3.029340349E1,5.287500381E0,-3.573750305E1,-3.840000153E1
3.079340349E1,5.700000286E0,-3.459375000E1,-3.770625305E1
3.129340349E1,5.906250000E0,-3.358125305E1,-3.675000000E1
3.179340349E1,6.000000000E0,-3.277500153E1,-3.601875305E1
3.229340349E1,6.018750191E0,-3.230625153E1,-3.498750305E1
3.279340349E1,6.056250095E0,-3.200625229E1,-3.427500153E1
3.329340349E1,5.925000191E0,-3.178125191E1,-3.423750305E1
3.379340349E1,5.550000191E0,-3.151875114E1,-3.335625076E1
3.429340349E1,5.343750000E0,-3.163125038E1,-3.397500229E1
3.479340349E1,4.856250286E0,-3.176250076E1,-3.440625000E1
3.529340349E1,4.425000191E0,-3.215625000E1,-3.510000229E1
3.579340349E1,4.481250286E0,-3.193125153E1,-3.585000229E1
3.629340349E1,4.256250381E0,-3.144375038E1,-3.667500305E1
3.679340349E1,3.618750095E0,-3.108750153E1,-3.738750076E1
3.729340349E1,2.718750000E0,-3.106875038E1,-3.800625229E1
3.779340349E1,1.893750072E0,-3.191250038E1,-3.961875153E1
3.829340349E1,1.462500095E0,-3.268125153E1,-4.140000153E1
3.879340349E1,1.162500024E0,-3.341250229E1,-4.267500305E1
3.929340349E1,8.437500596E-1,-3.436875153E1,-4.355625153E1
