"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (°)"
2.939093113E-2,5.236410953E1,4.838235984E0,1.099216938E0,NaN,NaN,4.748460259E1,1.334533119E1
3.030002117E-2,5.236410953E1,4.838235984E0,8.529055119E-1,NaN,NaN,4.748460259E1,2.016923141E1
3.030002117E-2,5.236410953E1,4.838235984E0,7.599444389E-1,NaN,NaN,4.748460259E1,1.673810768E1
6.037029028E0,5.236410953E1,4.838235984E0,1.115202904E0,NaN,NaN,4.748460259E1,1.925287437E1
2.105850196E1,5.236410953E1,4.838235984E0,1.263194084E0,NaN,NaN,4.748460259E1,1.620318985E1
3.606389403E1,5.236410953E1,4.838235984E0,1.344342470E0,NaN,NaN,4.748460259E1,1.425667191E1
5.106922698E1,5.236410953E1,4.838235984E0,1.395591021E0,NaN,NaN,4.748460259E1,1.287665939E1
6.607461202E1,5.236410953E1,4.838235984E0,1.430894375E0,NaN,NaN,4.748460259E1,1.183277416E1
8.107989204E1,5.236410953E1,4.838235984E0,1.456692457E0,NaN,NaN,4.748460259E1,1.100753593E1
9.608535397E1,5.236410953E1,4.838235984E0,1.476368666E0,NaN,NaN,4.748460259E1,1.033393288E1
1.110905679E2,5.236410953E1,4.838235984E0,1.491870880E0,NaN,NaN,4.748460259E1,9.770574570E0
1.260958719E2,5.236410953E1,4.838235984E0,1.504400015E0,NaN,NaN,4.748460259E1,9.290341377E0
1.408645515E2,5.236410953E1,4.838235984E0,5.542774200E-1,NaN,NaN,4.748460259E1,2.071642876E1
1.408654074E2,5.236410953E1,4.838235984E0,5.542774200E-1,NaN,NaN,4.748460259E1,2.060645103E1
1.408654074E2,5.236410953E1,4.838235984E0,5.542774200E-1,NaN,NaN,4.748460259E1,1.698548126E1
1.410627649E2,5.236410953E1,4.838235984E0,5.542774200E-1,NaN,NaN,4.748460259E1,1.698548126E1
1.410660489E2,5.236410953E1,4.838235984E0,5.542774200E-1,NaN,NaN,4.748460259E1,1.682613182E1
1.410660489E2,5.236410953E1,4.838235984E0,5.542774200E-1,NaN,NaN,4.748460259E1,1.467544937E1
1.470698139E2,5.236410953E1,4.838235984E0,5.542774200E-1,NaN,NaN,4.748460259E1,1.629581070E1
1.620701279E2,5.236410953E1,4.838235984E0,5.542774200E-1,NaN,NaN,4.748460259E1,1.431963921E1
1.770705888E2,5.236410953E1,4.838235984E0,5.542774200E-1,NaN,NaN,4.748460259E1,1.292299747E1
1.920722499E2,5.236410953E1,4.838235984E0,5.542774200E-1,NaN,NaN,4.748460259E1,1.186870003E1
2.070725409E2,5.236410953E1,4.838235984E0,5.542774200E-1,NaN,NaN,4.748460259E1,1.103643894E1
2.220738659E2,5.236410953E1,4.838235984E0,5.542774200E-1,NaN,NaN,4.748460259E1,1.035783577E1
2.370757558E2,5.236410953E1,4.838235984E0,5.542774200E-1,NaN,NaN,4.748460259E1,9.790770531E0
2.520784218E2,5.236410953E1,4.838235984E0,5.542774200E-1,NaN,NaN,4.748460259E1,9.307697296E0
2.670814098E2,5.236410953E1,4.838235984E0,5.542774200E-1,NaN,NaN,4.748460259E1,8.889739990E0
2.820852509E2,5.236410953E1,4.838235984E0,5.542774200E-1,NaN,NaN,4.748460259E1,8.523474693E0
2.970877489E2,5.236410953E1,4.838235984E0,5.542774200E-1,NaN,NaN,4.748460259E1,8.199056625E0
3.120929089E2,5.236410953E1,4.838235984E0,5.542774200E-1,NaN,NaN,4.748460259E1,7.909080029E0
3.227712399E2,5.236410953E1,4.838235984E0,5.542774200E-1,NaN,NaN,4.748460259E1,1.680970001E1
3.377785509E2,5.236410953E1,4.838235984E0,5.542774200E-1,NaN,NaN,4.748460259E1,1.466457272E1
3.527838209E2,5.236410953E1,4.838235984E0,5.542774200E-1,NaN,NaN,4.748460259E1,1.317482185E1
3.677859658E2,5.236410953E1,4.838235984E0,5.542774200E-1,NaN,NaN,4.748460259E1,1.206288528E1
3.827871978E2,5.236410953E1,4.838235984E0,5.542774200E-1,NaN,NaN,4.748460259E1,1.119204903E1
3.977925179E2,5.236410953E1,4.838235984E0,5.542774200E-1,NaN,NaN,4.748460259E1,1.048614216E1
4.127977939E2,5.236410953E1,4.838235984E0,5.542774200E-1,NaN,NaN,4.748460259E1,9.898918152E0
4.278031819E2,5.236410953E1,4.838235984E0,5.542774200E-1,NaN,NaN,4.748460259E1,9.400462151E0
4.428085458E2,5.236410953E1,4.838235984E0,5.542774200E-1,NaN,NaN,4.748460259E1,8.970452309E0
4.578137548E2,5.236410953E1,4.838235984E0,5.542774200E-1,NaN,NaN,4.748460259E1,8.594534874E0
4.728183589E2,5.236410953E1,4.838235984E0,5.542774200E-1,NaN,NaN,4.748460259E1,8.262245178E0
4.878236768E2,5.236410953E1,4.838235984E0,5.542774200E-1,NaN,NaN,4.748460259E1,7.965751171E0
5.028258458E2,5.236410953E1,4.838235984E0,5.542774200E-1,NaN,NaN,4.748460259E1,7.699056149E0
