"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (°)"
6.869032383E-1,5.229603267E1,4.867521264E0,-2.725269898E0,6.015392391E0,2.192977068E1,4.742886903E0,3.365941303E0
1.686906576E0,5.229607682E1,4.867546744E0,-3.096959600E0,5.309011674E0,2.050097366E1,4.742800003E0,3.366063750E0
2.686910033E0,5.229611341E1,4.867573892E0,-1.777328906E0,4.833292238E0,2.408435696E1,4.743515087E0,3.365055966E0
3.686913371E0,5.229614644E1,4.867584991E0,-2.246522553E0,4.048860400E0,2.024179689E1,4.744755882E0,3.363306208E0
4.686916113E0,5.229617497E1,4.867603484E0,-2.299308820E0,3.567735453E0,2.172431359E1,4.741404650E0,3.368028946E0
5.686919332E0,5.229618875E1,4.867612516E0,-2.111879146E0,2.298794369E0,2.267079615E1,4.743458995E0,3.365135034E0
6.686922669E0,5.229619266E1,4.867611215E0,-1.886178476E0,9.684532993E-1,1.621838821E1,4.744971394E0,3.363002156E0
7.686926126E0,5.229618738E1,4.867611999E0,-1.986899843E0,3.092517526E-1,1.492853698E1,4.745903343E0,3.361686851E0
8.686929226E0,5.229618576E1,4.867611345E0,-2.082692944E0,3.575151413E-1,1.069934440E2,4.745108731E0,3.362808375E0
9.686932325E0,5.229619240E1,4.867608045E0,-2.037791044E0,1.050020390E-1,1.069934407E2,4.745637694E0,3.362061855E0
1.068693602E1,5.229619513E1,4.867608530E0,-2.070647378E0,8.860864449E-2,1.069934407E2,4.745968138E0,3.361595376E0
1.168693864E1,5.229619512E1,4.867609369E0,-2.279132972E0,1.385332476E-1,1.069934414E2,4.746131485E0,3.361364746E0
1.268694293E1,5.229619577E1,4.867608984E0,-2.111492213E0,6.097691271E-2,1.069934410E2,4.746364383E0,3.361035878E0
1.368694580E1,5.229619620E1,4.867607993E0,-1.998973691E0,4.213614975E-2,1.069934402E2,4.746571560E0,3.360743290E0
1.468694985E1,5.229619625E1,4.867607695E0,-1.996278103E0,0.000000000E0,1.069934400E2,4.746668432E0,3.360606467E0
1.568695295E1,5.229619625E1,4.867607695E0,-1.996278103E0,0.000000000E0,1.069934400E2,4.746818107E0,3.360395049E0
