"Time (s)","X (µT)","Y (µT)","Z (µT)"
3.685833362E-4,1.631853104E1,-3.010330200E1,-3.190759277E1
4.979356667E-1,1.824968529E1,-2.275781250E1,-3.706860352E1
9.955036667E-1,-1.127375793E1,-2.185342407E1,-3.425531006E1
1.493070292E0,-3.226006699E1,3.267330933E1,-2.144744873E1
1.990637292E0,-3.207894516E1,1.970672607E1,-2.181335449E1
2.488203208E0,-2.658299637E1,1.413061523E1,-3.135156250E1
2.985769208E0,-3.373200607E1,2.241217041E1,-1.760687256E1
3.483335292E0,-3.417121887E1,2.735986328E1,-1.807305908E1
3.980900292E0,-3.148906708E1,2.614645386E1,-1.613305664E1
4.478465208E0,-2.707915878E1,2.564291382E1,-1.398754883E1
4.976030208E0,-2.949773216E1,2.049948120E1,-2.136499023E1
5.473593667E0,-3.392467117E1,2.103851318E1,-2.110089111E1
5.971157667E0,-3.756550980E1,1.885717773E1,-1.975018311E1
6.468722083E0,-3.800055313E1,1.775335693E1,-1.915478516E1
6.966286083E0,-3.770617294E1,1.659274292E1,-2.024188232E1
7.463848542E0,-3.774174500E1,1.594134521E1,-2.133129883E1
7.961410542E0,-3.841883087E1,1.499462891E1,-2.025451660E1
8.458973833E0,-3.860443115E1,1.586322021E1,-2.005218506E1
8.956535833E0,-3.804708481E1,1.596017456E1,-1.954895020E1
9.454098583E0,-3.780514145E1,1.643893433E1,-1.957971191E1
9.951660583E0,-3.839445114E1,1.578674316E1,-1.976452637E1
1.044922429E1,-3.763388824E1,1.556011963E1,-1.964904785E1
1.094678729E1,-3.774570847E1,1.575152588E1,-1.970385742E1
1.144435008E1,-3.791941833E1,1.615185547E1,-1.930090332E1
1.194191208E1,-3.831892395E1,1.585818481E1,-1.928826904E1
1.243947379E1,-3.960229111E1,1.568881226E1,-1.925897217E1
1.293703579E1,-4.030019379E1,1.539175415E1,-1.905291748E1
1.343459729E1,-3.967550659E1,1.615802002E1,-1.892932129E1
1.393215929E1,-3.837687683E1,1.753192139E1,-1.924645996E1
1.442971954E1,-3.679082108E1,1.859481812E1,-2.013031006E1
1.492727954E1,-3.494640350E1,2.003173828E1,-2.049926758E1
1.542484029E1,-3.211531830E1,2.210949707E1,-2.116473389E1
1.592240029E1,-2.996011734E1,2.354666138E1,-2.242596436E1
1.641995904E1,-2.895906830E1,2.443756104E1,-2.281317139E1
1.691751804E1,-2.761373138E1,2.512033081E1,-2.293762207E1
1.741507754E1,-2.708393860E1,2.562295532E1,-2.320208740E1
1.791263554E1,-2.704292488E1,2.556900024E1,-2.328698730E1
1.841019308E1,-2.743101883E1,2.513629150E1,-2.346130371E1
1.890775108E1,-2.746868706E1,2.565222168E1,-2.319409180E1
1.940530817E1,-2.684105873E1,2.557965088E1,-2.352569580E1
1.990286517E1,-2.657920074E1,2.562603760E1,-2.348498535E1
2.040042192E1,-2.633337784E1,2.562402344E1,-2.351794434E1
2.089797892E1,-2.642843628E1,2.586386108E1,-2.373834229E1
2.139553483E1,-2.577499008E1,2.567526245E1,-2.358691406E1
2.189309083E1,-2.557077789E1,2.627984619E1,-2.309252930E1
2.239064708E1,-2.489349174E1,2.778732300E1,-2.272753906E1
2.288820208E1,-2.306305695E1,2.955398560E1,-2.256549072E1
2.338575717E1,-2.342979813E1,2.799291992E1,-2.390313721E1
2.388331117E1,-2.051190758E1,3.156494141E1,-2.259521484E1
2.438086492E1,-1.833399963E1,3.204583740E1,-2.497442627E1
2.487841892E1,-1.827951813E1,3.496905518E1,-2.197814941E1
2.537597167E1,-2.130486679E1,3.049404907E1,-2.446295166E1
2.587352467E1,-2.289057732E1,3.014941406E1,-2.512451172E1
2.637107779E1,-2.761039352E1,2.742596436E1,-2.619781494E1
