"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
3.685833362E-4,1.366836578E-1,-4.040346667E-2,-5.438929051E-2
4.979356667E-1,-6.079396009E-1,-7.525261045E-1,-1.932970285E-1
9.955036667E-1,-1.311191082E0,-1.382833719E0,2.780019999E0
1.493070292E0,-5.649973750E-1,-4.144427776E-1,6.831295490E-1
1.990637292E0,1.655105472E0,1.370370984E0,-2.383417487E-1
2.488203208E0,1.812578589E-1,-4.454539120E-1,3.408526480E-1
2.985769208E0,-1.371244907E0,5.788707733E-1,-3.136849701E-1
3.483335292E0,1.040299311E-1,2.204472125E-1,-2.967462242E-1
3.980900292E0,7.180338353E-2,5.912569538E-2,-7.253215462E-2
4.478465208E0,5.051394105E-1,-3.609766960E-1,6.540167928E-1
4.976030208E0,1.074716598E-1,-2.394219935E-1,-3.545694053E-1
5.473593667E0,-3.527959809E-2,1.400520792E-3,-1.012097672E-1
5.971157667E0,-3.906405997E-3,6.396939605E-2,-3.981243446E-2
6.468722083E0,3.079130687E-2,4.580123350E-2,-9.027521312E-2
6.966286083E0,-5.475057289E-2,1.440656781E-1,-1.727281138E-2
7.463848542E0,-4.387752414E-1,3.314915895E-1,1.359565556E-1
7.961410542E0,5.863973126E-2,-9.621945769E-2,7.977504283E-2
8.458973833E0,9.706980735E-2,-5.111847073E-2,5.368187092E-3
8.956535833E0,-2.846353455E-3,-3.867031634E-2,-3.201745078E-2
9.454098583E0,6.903527677E-2,-8.011439443E-2,1.918592490E-3
9.951660583E0,5.782488268E-3,-1.530012488E-2,-1.318017766E-2
1.044922429E1,-8.986201137E-3,2.419447340E-2,-3.454302903E-3
1.094678729E1,-1.714460179E-2,5.015528947E-2,-4.527242854E-4
1.144435008E1,-1.483181212E-2,5.726674199E-2,-4.101676494E-2
1.194191208E1,1.963071339E-2,-4.980894923E-2,-3.491918556E-3
1.243947379E1,-1.043360960E-2,6.191279739E-2,-1.219810452E-3
1.293703579E1,3.879619529E-3,-1.782221720E-2,-1.129260287E-3
1.343459729E1,-4.817074165E-3,4.699803889E-3,-1.114699990E-5
1.393215929E1,-1.057664119E-2,1.302006003E-2,-3.160249908E-3
1.442971954E1,-6.449600216E-3,-1.129732095E-2,1.980193891E-3
1.492727954E1,-1.588062616E-3,6.248151883E-3,3.661308438E-4
1.542484029E1,-1.384342788E-3,-1.876575407E-3,6.890510209E-3
1.592240029E1,2.102669328E-2,-8.930028416E-3,-2.014327794E-3
1.641995904E1,2.217437699E-2,-2.568357997E-2,-6.533362437E-3
1.691751804E1,7.930775173E-4,-2.894410864E-2,-2.297586761E-3
1.741507754E1,5.647603888E-3,-3.714188002E-3,1.096046250E-2
1.791263554E1,1.342691015E-3,3.957160283E-3,4.450159147E-3
1.841019308E1,2.126969630E-3,-6.063967478E-3,1.010501571E-2
