"Time (s)","X (µT)","Y (µT)","Z (µT)"
3.274791656E-3,3.728429413E1,6.933227539E0,5.570404053E1
5.009447917E-1,3.743954468E1,6.856933594E0,5.572137451E1
9.986137917E-1,3.758228302E1,5.498596191E0,5.615185547E1
1.496282792E0,3.819857788E1,5.399230957E0,5.617004395E1
1.993951167E0,3.780765533E1,6.877044678E0,5.579290771E1
2.491619167E0,3.797537231E1,7.052093506E0,5.601715088E1
2.989288583E0,3.814897919E1,5.786224365E0,5.633032227E1
3.486955583E0,3.763051605E1,6.804901123E0,5.573724365E1
3.984621708E0,3.773581314E1,6.678375244E0,5.574407959E1
4.482286708E0,3.797055435E1,5.529510498E0,5.658331299E1
4.979950542E0,3.817855453E1,5.164154053E0,5.656561279E1
5.477614542E0,3.840607071E1,6.996398926E0,5.548779297E1
5.975278542E0,3.817557526E1,6.858459473E0,5.569836426E1
6.472941542E0,3.806057739E1,5.874053955E0,5.612768555E1
6.970604667E0,3.746907425E1,6.894989014E0,5.559472656E1
7.468266667E0,3.764054489E1,6.816558838E0,5.555004883E1
7.965929333E0,3.767086029E1,5.804840088E0,5.602911377E1
8.463591333E0,3.779748535E1,5.512420654E0,5.617907715E1
8.961252333E0,3.796220398E1,6.715545654E0,5.566259766E1
9.458913333E0,3.837511826E1,5.865936279E0,5.580157471E1
9.956574417E0,3.835869980E1,6.151031494E0,5.608801270E1
1.045423542E1,3.780566406E1,7.021301270E0,5.537280273E1
1.095189592E1,3.735211945E1,7.147277832E0,5.555957031E1
1.144955492E1,3.730472946E1,7.773376465E0,5.577142334E1
1.194721354E1,3.679222107E1,6.669006348E0,5.591491699E1
1.244487154E1,3.660395432E1,8.898223877E0,5.518878174E1
1.294252942E1,3.678142166E1,7.424804688E0,5.616210938E1
1.344018642E1,3.646405029E1,6.838989258E0,5.618341064E1
1.393784321E1,3.526099777E1,7.813598633E0,5.551538086E1
1.443549921E1,3.463793945E1,5.747894287E0,5.365655518E1
1.493315554E1,3.194394302E1,2.303985596E0,5.397143555E1
1.543081054E1,2.721631241E1,-2.335784912E0,5.232824707E1
1.592846417E1,2.345411682E1,-3.025177002E0,5.194366455E1
1.642611917E1,1.971700668E1,-7.802154541E0,5.137084961E1
1.692377271E1,1.553419495E1,-1.188061523E1,4.980950928E1
1.742142671E1,1.211361980E1,-1.489074707E1,4.550073242E1
1.791907929E1,9.817167282E0,-1.943331909E1,4.278991699E1
1.841673229E1,8.769657135E0,-2.237277222E1,3.998376465E1
1.891438454E1,7.418477058E0,-2.234194946E1,3.974133301E1
1.941203554E1,8.982674599E0,-2.189343262E1,3.872875977E1
1.990968692E1,7.555621624E0,-2.273846436E1,3.836315918E1
2.040733792E1,8.544897079E0,-2.204486084E1,3.856188965E1
2.090498829E1,8.583683968E0,-2.280307007E1,3.713262939E1
2.140263829E1,8.471927643E0,-2.259814453E1,3.824310303E1
2.190028779E1,8.722758293E0,-2.193307495E1,3.827239990E1
2.239793779E1,8.889466286E0,-2.140893555E1,3.831744385E1
2.289558692E1,8.615243912E0,-2.167098999E1,3.751422119E1
2.339323592E1,8.803300858E0,-2.153439331E1,3.663793945E1
2.389088329E1,8.409475327E0,-2.121182251E1,3.654272461E1
2.438853129E1,8.604747772E0,-2.133822632E1,3.642590332E1
2.488617896E1,8.735817909E0,-2.123718262E1,3.689794922E1
2.538382596E1,8.611102104E0,-2.091415405E1,3.659753418E1
2.588147267E1,8.481104851E0,-2.094555664E1,3.653070068E1
2.637911867E1,7.550954819E0,-2.389807129E1,3.726452637E1
2.687676442E1,9.436306000E0,-2.135006714E1,3.727587891E1
2.737441042E1,8.651712418E0,-2.202536011E1,3.646057129E1
2.787205546E1,9.024833679E0,-2.090698242E1,3.700225830E1
2.836970046E1,8.964440346E0,-2.176419067E1,3.633593750E1
2.886734504E1,9.275392532E0,-2.096228027E1,3.596850586E1
2.936498904E1,8.332704544E0,-2.135284424E1,3.607812500E1
2.986263317E1,8.810514450E0,-2.161965942E1,3.697888184E1
3.036027717E1,8.751167297E0,-2.093023682E1,3.489581299E1
3.085792054E1,8.622204781E0,-2.099276733E1,3.564666748E1
3.135556254E1,8.293942451E0,-2.115509033E1,3.562133789E1
3.185320458E1,8.256740570E0,-2.079556274E1,3.525024414E1
3.235084658E1,9.626099586E0,-2.082351685E1,3.628332520E1
3.284848733E1,8.675476074E0,-2.007135010E1,3.615930176E1
3.334612833E1,8.181893349E0,-2.094741821E1,3.600231934E1
3.384376829E1,9.092709541E0,-2.031802368E1,3.607000732E1
3.434140829E1,8.304630280E0,-2.069082642E1,3.614898682E1
3.483904846E1,8.833715439E0,-2.064273071E1,3.692767334E1
3.533668846E1,9.160213470E0,-2.191891479E1,3.555651855E1
3.583432804E1,8.870586395E0,-2.054666138E1,3.554711914E1
3.633196704E1,8.847496033E0,-2.077886963E1,3.517272949E1
3.682960583E1,8.624021530E0,-2.092272949E1,3.519030762E1
3.732724483E1,8.366237640E0,-2.090502930E1,3.533325195E1
3.782488233E1,7.964323044E0,-2.091271973E1,3.580053711E1
3.832252133E1,8.120454788E0,-2.117498779E1,3.565344238E1
3.882015967E1,9.686569214E0,-2.310626221E1,3.690130615E1
3.931779767E1,1.145380974E1,-2.094854736E1,3.608251953E1
3.981543529E1,8.001463890E0,-2.280041504E1,3.617150879E1
4.031307329E1,8.759757996E0,-2.258837891E1,3.688739014E1
4.081071167E1,8.900998116E0,-2.202670288E1,3.677282715E1
4.130834867E1,9.189460754E0,-2.240295410E1,3.634741211E1
4.180598617E1,9.248424530E0,-2.209158325E1,3.654516602E1
4.230362417E1,8.750012398E0,-2.218646240E1,3.593981934E1
4.280126129E1,8.975923538E0,-2.245297241E1,3.616589355E1
4.329889829E1,8.822331429E0,-2.258666992E1,3.633239746E1
4.379653546E1,9.074353218E0,-2.236288452E1,3.639843750E1
4.429417146E1,8.728796005E0,-2.194348145E1,3.714569092E1
4.479180883E1,9.033688545E0,-2.220382690E1,3.715142822E1
4.528944483E1,9.242214203E0,-2.224224854E1,3.707592773E1
4.578708029E1,9.408316612E0,-2.221304321E1,3.734655762E1
4.628471629E1,9.130467415E0,-2.236056519E1,3.754321289E1
4.678235158E1,8.804431915E0,-2.255593872E1,3.771057129E1
4.727998758E1,8.994702339E0,-2.233508301E1,3.760363770E1
4.777762279E1,8.881506920E0,-2.252920532E1,3.734710693E1
4.827525779E1,8.933531761E0,-2.210766602E1,3.796630859E1
4.877289204E1,9.049863815E0,-2.205148315E1,3.815325928E1
4.927052704E1,9.683348656E0,-2.183596802E1,3.806262207E1
4.976816229E1,9.361162186E0,-2.238555908E1,3.820190430E1
5.026579629E1,9.035551071E0,-2.224389648E1,3.776708984E1
5.076343029E1,8.918815613E0,-2.247463989E1,3.744616699E1
5.126106429E1,8.920600891E0,-2.184634399E1,3.739245605E1
5.175869854E1,8.520549774E0,-2.216394043E1,3.724908447E1
5.225633254E1,8.238433838E0,-2.087210083E1,3.677276611E1
5.275396554E1,8.174658775E0,-2.087109375E1,3.710357666E1
5.325159854E1,8.044252396E0,-2.028497314E1,3.654974365E1
5.374923104E1,8.190847397E0,-2.050085449E1,3.688055420E1
5.424686404E1,8.568834305E0,-2.029779053E1,3.653228760E1
5.474449621E1,8.978559494E0,-2.047378540E1,3.534338379E1
5.524212821E1,8.471506119E0,-2.111087036E1,3.530334473E1
5.573976117E1,7.989210129E0,-2.121023560E1,3.509509277E1
5.623739317E1,7.976660728E0,-2.097317505E1,3.540686035E1
5.673502567E1,7.894586563E0,-2.114410400E1,3.557940674E1
5.723265667E1,7.872568130E0,-2.055593872E1,3.568896484E1
5.773028883E1,8.251482010E0,-2.050802612E1,3.587133789E1
5.822792083E1,8.488233566E0,-2.076007080E1,3.565319824E1
5.872555108E1,8.026379585E0,-2.127828979E1,3.570806885E1
5.922318208E1,8.054129601E0,-2.084783936E1,3.523333740E1
5.972081367E1,7.888667107E0,-2.096292114E1,3.466394043E1
6.021844467E1,7.899794579E0,-2.040594482E1,3.502935791E1
6.071607517E1,8.097935677E0,-2.022708130E1,3.474200439E1
6.121370617E1,7.909880638E0,-2.033752441E1,3.530816650E1
6.171133717E1,7.660171032E0,-2.017858887E1,3.533245850E1
6.220896817E1,7.413718224E0,-2.054522705E1,3.521899414E1
6.270659954E1,7.726497650E0,-2.006933594E1,3.574633789E1
6.320423054E1,7.926595688E0,-2.008618164E1,3.515393066E1
6.370186129E1,8.284067154E0,-2.015029907E1,3.500555420E1
6.419949329E1,7.970332146E0,-2.069519043E1,3.581286621E1
6.469712417E1,8.199926376E0,-1.952368164E1,3.597521973E1
6.519475617E1,7.462800026E0,-1.958999634E1,3.545996094E1
6.569238854E1,7.787220478E0,-1.886737061E1,3.636450195E1
6.619002054E1,8.810539246E0,-1.796343994E1,3.658068848E1
6.668765367E1,1.813463402E1,-1.677804565E1,3.912310791E1
6.718528667E1,1.879153061E1,-1.639501953E1,4.016088867E1
6.768291917E1,1.860182762E1,-1.639550781E1,4.005871582E1
6.818055217E1,1.939524651E1,-1.569970703E1,3.966162109E1
6.867818542E1,1.848367882E1,-1.622134399E1,4.010778809E1
6.917581842E1,2.054387283E1,-1.727679443E1,3.993872070E1
6.967345142E1,1.670606422E1,-1.678436279E1,4.028900146E1
7.017108442E1,1.833421707E1,-1.536581421E1,4.116796875E1
7.066871742E1,1.928284264E1,-1.524267578E1,4.061621094E1
7.116635079E1,1.891660500E1,-1.524401855E1,3.891680908E1
7.166398479E1,1.967092705E1,-1.513208008E1,3.981848145E1
7.216161767E1,1.961615753E1,-1.678085327E1,3.908679199E1
7.265925067E1,1.829880905E1,-1.633087158E1,3.968670654E1
7.315688496E1,1.919090652E1,-1.461712646E1,4.040380859E1
7.365451796E1,1.877343369E1,-1.617123413E1,4.095343018E1
7.415215133E1,1.887669945E1,-1.561724854E1,3.971258545E1
7.464978533E1,1.837946320E1,-1.532470703E1,3.963598633E1
7.514741896E1,1.844497299E1,-1.530139160E1,3.977111816E1
7.564505296E1,1.849731255E1,-1.504919434E1,3.956817627E1
7.614268617E1,1.825717354E1,-1.558959961E1,3.986077881E1
7.664032017E1,1.903144455E1,-1.537335205E1,3.918237305E1
7.713795446E1,1.854042435E1,-1.573513794E1,3.940832520E1
7.763558846E1,1.861849403E1,-1.529675293E1,4.039428711E1
7.813322267E1,1.881877327E1,-1.565014648E1,4.017773438E1
7.863085667E1,1.844572258E1,-1.527066040E1,3.954302979E1
7.912849021E1,1.849941826E1,-1.567544556E1,3.940655518E1
7.962612421E1,1.826830673E1,-1.540701294E1,3.925769043E1
8.012375829E1,1.871024323E1,-1.556945801E1,3.948468018E1
8.062139129E1,1.815647507E1,-1.530099487E1,3.987359619E1
8.111902542E1,1.861324883E1,-1.516470337E1,3.940197754E1
8.161665942E1,1.823838997E1,-1.584811401E1,4.041455078E1
8.211429329E1,1.927792740E1,-1.521774292E1,4.012396240E1
8.261192629E1,1.798259163E1,-1.505364990E1,4.173229980E1
8.310956071E1,2.076093292E1,-1.458877563E1,4.142309570E1
8.360719371E1,1.841374969E1,-1.502560425E1,3.982208252E1
8.410482721E1,1.865259361E1,-1.476556396E1,3.954779053E1
8.460246021E1,1.847422791E1,-1.497442627E1,3.990893555E1
8.510009446E1,1.897156525E1,-1.326660156E1,4.025506592E1
8.559772746E1,1.841484451E1,-1.497216797E1,3.973547363E1
8.609536117E1,1.919092751E1,-1.517581177E1,3.995837402E1
8.659299417E1,1.916818047E1,-1.508056641E1,3.916345215E1
8.709062867E1,1.892493439E1,-1.484124756E1,3.921057129E1
8.758826367E1,1.864167786E1,-1.551263428E1,3.963629150E1
8.808589696E1,1.920801353E1,-1.538290405E1,4.017553711E1
8.858353296E1,1.916662788E1,-1.548498535E1,4.044091797E1
8.908116967E1,1.860403633E1,-1.587951660E1,3.972711182E1
8.957880567E1,1.950043297E1,-1.545828247E1,3.959039307E1
9.007644158E1,1.804841995E1,-1.466818237E1,3.923162842E1
9.057407758E1,1.777420616E1,-1.502481079E1,3.959796143E1
9.107171404E1,1.844791031E1,-1.532043457E1,3.980249023E1
9.156935004E1,1.815316582E1,-1.503247070E1,3.972644043E1
9.206698779E1,1.883695602E1,-1.559350586E1,3.976971436E1
9.256462379E1,1.898791504E1,-1.411703491E1,3.987261963E1
9.306225958E1,1.792520142E1,-1.515002441E1,3.925360107E1
9.355989658E1,1.824999046E1,-1.420257568E1,4.033221436E1
9.405753242E1,1.842740440E1,-1.468179321E1,3.967047119E1
9.455516842E1,1.706618309E1,-1.458978271E1,3.975244141E1
9.505280467E1,1.703282738E1,-1.492022705E1,3.983471680E1
9.555044067E1,1.639851379E1,-1.503668213E1,4.058502197E1
9.604807454E1,2.001040268E1,-1.193966675E1,4.430383301E1
9.654570954E1,1.743737984E1,-1.742138672E1,3.764318848E1
9.704334367E1,1.779970551E1,-1.463275146E1,4.072387695E1
9.754097867E1,1.916799545E1,-1.522680664E1,3.978729248E1
9.803861267E1,1.875953865E1,-1.456402588E1,3.978918457E1
9.853624667E1,1.972954559E1,-1.466174316E1,3.857769775E1
9.903387908E1,1.945617867E1,-1.467309570E1,4.070013428E1
9.953151308E1,2.028727150E1,-1.490078735E1,3.867089844E1
1.000291468E2,1.952467918E1,-1.656628418E1,3.761633301E1
1.005267788E2,1.837128639E1,-1.582885742E1,3.812487793E1
1.010244114E2,1.821634483E1,-1.506704712E1,3.829522705E1
1.015220434E2,1.814707565E1,-1.569686890E1,3.798736572E1
1.020196743E2,1.802473259E1,-1.601507568E1,3.834088135E1
1.025173063E2,1.756764030E1,-1.540820312E1,3.949084473E1
1.030149370E2,1.781593704E1,-1.740408325E1,4.010003662E1
1.035125680E2,1.793474388E1,-1.569015503E1,4.387292480E1
1.040101990E2,1.912437630E1,-1.863461304E1,3.924176025E1
1.045078300E2,1.751071167E1,-1.818350220E1,4.032299805E1
1.050054588E2,1.882123756E1,-1.853976440E1,3.821441650E1
1.055030888E2,1.827306366E1,-1.852600098E1,3.803961182E1
1.060007172E2,1.772809982E1,-2.020687866E1,3.736035156E1
1.064983462E2,1.837960434E1,-1.776031494E1,3.918786621E1
1.069959758E2,1.944687653E1,-1.831787109E1,3.809136963E1
1.074936048E2,1.827508926E1,-1.833944702E1,3.879779053E1
1.079912329E2,1.846192932E1,-1.823031616E1,3.868011475E1
1.084888609E2,1.881151390E1,-1.806155396E1,3.834643555E1
1.089864870E2,1.754096985E1,-1.622607422E1,3.684674072E1
1.094841150E2,1.735671425E1,-1.792938232E1,3.766021729E1
1.099817424E2,1.891946793E1,-1.863720703E1,3.814245605E1
1.104793694E2,2.023530579E1,-1.899758911E1,3.667114258E1
1.109769962E2,1.947260094E1,-1.955007935E1,3.631304932E1
1.114746222E2,1.930823135E1,-1.979113770E1,3.634356689E1
1.119722500E2,1.865156937E1,-1.988330078E1,3.635833740E1
1.124698770E2,1.864659309E1,-1.966055298E1,3.667041016E1
1.129675037E2,1.869077492E1,-1.977383423E1,3.689099121E1
1.134651307E2,1.906341934E1,-2.009323120E1,3.725982666E1
1.139627573E2,1.986842346E1,-1.958081055E1,3.702044678E1
1.144603843E2,2.022503662E1,-1.975289917E1,3.620556641E1
1.149580122E2,2.048119164E1,-1.954400635E1,3.612896729E1
1.154556392E2,2.062144852E1,-1.986090088E1,3.612017822E1
1.159532655E2,2.029926872E1,-1.989904785E1,3.573431396E1
1.164508925E2,2.053619766E1,-1.994052124E1,3.576617432E1
1.169485200E2,2.049138451E1,-1.964184570E1,3.546362305E1
1.174461470E2,2.076133347E1,-1.962545776E1,3.560504150E1
1.179437732E2,2.102825356E1,-1.959335327E1,3.599346924E1
1.184414002E2,2.097900772E1,-1.921084595E1,3.568371582E1
1.189390263E2,2.094143486E1,-1.911578369E1,3.579382324E1
1.194366523E2,2.122924423E1,-1.886727905E1,3.556530762E1
1.199342780E2,2.107106209E1,-1.949243164E1,3.587683105E1
1.204319040E2,2.084172440E1,-1.982830811E1,3.595147705E1
1.209295300E2,2.078672409E1,-1.989501953E1,3.607965088E1
1.214271550E2,2.112043571E1,-1.975244141E1,3.570806885E1
1.219247809E2,2.052268028E1,-2.002786255E1,3.597241211E1
1.224224069E2,2.056726074E1,-1.990536499E1,3.585253906E1
1.229200305E2,2.066546440E1,-1.971517944E1,3.602703857E1
1.234176555E2,2.078748322E1,-1.961837769E1,3.556274414E1
1.239152795E2,1.951180077E1,-1.810107422E1,3.401788330E1
