"Time (s)","X (hPa)"
-5.750681667E-1,1.016538849E3
4.257398333E-1,1.016546402E3
1.426504833E0,1.016553955E3
2.427250833E0,1.016569443E3
3.428037833E0,1.016577988E3
3.785322833E0,1.016583023E3
4.852828833E0,1.016584320E3
5.920330833E0,1.016585693E3
6.987772833E0,1.016586838E3
8.055226833E0,1.016586838E3
9.122672833E0,1.016587677E3
1.019013283E1,1.016589661E3
1.125756683E1,1.016590500E3
1.232496783E1,1.016595154E3
1.339237083E1,1.016597443E3
1.445976383E1,1.016598053E3
1.552718983E1,1.016599350E3
1.659465383E1,1.016602325E3
1.766217083E1,1.016604614E3
1.872968783E1,1.016606903E3
1.979719083E1,1.016609421E3
2.086464783E1,1.016611328E3
2.193209083E1,1.016611710E3
2.299958083E1,1.016611710E3
2.406703483E1,1.016610870E3
2.513448283E1,1.016610870E3
2.620198783E1,1.016610947E3
2.726947083E1,1.016611710E3
2.833697283E1,1.016611710E3
2.940449083E1,1.016611557E3
3.047197583E1,1.016609268E3
3.153943283E1,1.016606827E3
3.260687283E1,1.016605225E3
3.367428983E1,1.016605148E3
3.474171683E1,1.016604843E3
3.580911483E1,1.016602707E3
3.687655283E1,1.016601791E3
3.794394983E1,1.016599045E3
3.901137583E1,1.016593628E3
4.007877383E1,1.016593628E3
4.114621783E1,1.016597595E3
4.221370583E1,1.016601562E3
4.328114783E1,1.016604996E3
4.434856283E1,1.016611328E3
4.541595983E1,1.016618881E3
4.648334483E1,1.016623459E3
4.755071283E1,1.016630707E3
4.861813483E1,1.016642532E3
4.968555583E1,1.016650085E3
5.075294983E1,1.016657028E3
5.182032183E1,1.016663666E3
5.288773483E1,1.016665421E3
5.395514683E1,1.016666946E3
5.502253283E1,1.016670837E3
5.608996083E1,1.016673355E3
5.715736183E1,1.016677399E3
5.822475883E1,1.016681824E3
5.929218883E1,1.016681824E3
6.035965583E1,1.016680984E3
6.142710183E1,1.016678848E3
6.249450783E1,1.016675491E3
6.356196483E1,1.016673203E3
6.462940183E1,1.016671982E3
6.569681783E1,1.016670456E3
6.676427383E1,1.016669159E3
6.783170383E1,1.016666870E3
6.889912683E1,1.016666489E3
6.996655083E1,1.016664810E3
7.103396083E1,1.016663132E3
7.210136483E1,1.016663132E3
7.316880283E1,1.016663055E3
7.423623783E1,1.016662292E3
7.530366083E1,1.016662292E3
7.637105283E1,1.016663055E3
7.743839883E1,1.016663742E3
7.850580883E1,1.016664581E3
7.957323183E1,1.016664963E3
8.064065183E1,1.016664581E3
8.170806383E1,1.016662827E3
8.277548983E1,1.016656570E3
8.384290483E1,1.016648178E3
8.491031783E1,1.016644363E3
8.597774883E1,1.016635971E3
8.704519683E1,1.016627960E3
8.811263383E1,1.016618423E3
8.918005083E1,1.016608582E3
9.024745583E1,1.016600952E3
9.131489883E1,1.016600952E3
9.238229983E1,1.016603546E3
9.344966483E1,1.016610260E3
9.451707783E1,1.016619415E3
9.558450383E1,1.016625214E3
9.665193983E1,1.016627960E3
9.771940683E1,1.016629181E3
9.878683783E1,1.016630859E3
9.985427683E1,1.016633835E3
1.009216888E2,1.016637421E3
1.019891388E2,1.016638947E3
1.030565688E2,1.016639709E3
1.041239658E2,1.016639709E3
1.051913598E2,1.016638031E3
1.062587648E2,1.016633453E3
1.073261628E2,1.016630096E3
1.083935708E2,1.016627045E3
1.094609838E2,1.016623917E3
1.105283628E2,1.016622086E3
1.115957368E2,1.016621857E3
1.126631488E2,1.016621170E3
1.137305648E2,1.016619110E3
1.147978938E2,1.016618958E3
1.158652718E2,1.016618958E3
1.169326128E2,1.016618958E3
1.179999858E2,1.016619110E3
1.190673588E2,1.016619110E3
1.201347108E2,1.016619110E3
1.212020098E2,1.016618729E3
1.222693378E2,1.016618729E3
1.233366968E2,1.016621399E3
1.244040118E2,1.016621399E3
1.254713508E2,1.016622238E3
1.265386648E2,1.016622238E3
1.276060108E2,1.016622238E3
1.286733898E2,1.016622467E3
1.297407898E2,1.016623154E3
1.308081328E2,1.016626511E3
1.318754958E2,1.016626511E3
1.329428728E2,1.016625595E3
1.340102208E2,1.016624832E3
1.350775548E2,1.016623688E3
1.361448878E2,1.016618195E3
1.372122148E2,1.016616974E3
1.382795668E2,1.016616745E3
1.393469038E2,1.016616287E3
1.404142508E2,1.016614456E3
1.414815608E2,1.016614456E3
1.425488408E2,1.016614685E3
1.436161358E2,1.016614685E3
1.446834698E2,1.016614685E3
1.457507808E2,1.016615067E3
1.468180998E2,1.016616135E3
1.478854358E2,1.016618195E3
1.489527818E2,1.016620789E3
1.500201158E2,1.016621399E3
1.510874508E2,1.016623535E3
1.521547818E2,1.016624985E3
1.532221198E2,1.016624985E3
1.542894598E2,1.016624146E3
1.553567838E2,1.016623688E3
1.564241398E2,1.016621628E3
1.574914408E2,1.016620941E3
1.585587518E2,1.016620560E3
1.596260838E2,1.016620560E3
1.606934518E2,1.016620560E3
1.617607808E2,1.016619797E3
1.628280658E2,1.016619720E3
1.638953808E2,1.016617813E3
1.649626788E2,1.016616364E3
1.660300078E2,1.016616135E3
1.670973458E2,1.016614914E3
1.681646838E2,1.016614914E3
1.692320018E2,1.016614914E3
1.702993118E2,1.016614914E3
1.713666158E2,1.016614685E3
1.724339068E2,1.016614685E3
1.735012118E2,1.016615143E3
1.745685048E2,1.016615677E3
1.756357838E2,1.016615677E3
1.767031258E2,1.016615677E3
1.777704588E2,1.016614227E3
1.788378018E2,1.016613617E3
1.799051208E2,1.016612549E3
1.809724498E2,1.016611099E3
1.820397508E2,1.016611099E3
1.831070428E2,1.016610947E3
1.841743548E2,1.016608124E3
1.852415868E2,1.016606674E3
1.863088768E2,1.016603088E3
1.873761908E2,1.016595993E3
1.884434998E2,1.016589890E3
1.895107888E2,1.016584320E3
1.905781168E2,1.016576767E3
1.916454288E2,1.016573639E3
1.927127458E2,1.016573639E3
1.937800288E2,1.016581039E3
1.948473438E2,1.016589661E3
1.959146858E2,1.016600342E3
1.969819798E2,1.016609573E3
1.980493068E2,1.016617355E3
1.991166168E2,1.016617355E3
2.001839228E2,1.016615982E3
2.012512528E2,1.016613846E3
2.023185488E2,1.016611557E3
2.033858998E2,1.016609802E3
2.044532418E2,1.016609650E3
2.055205818E2,1.016608582E3
2.065878908E2,1.016607590E3
2.076551518E2,1.016607590E3
2.087224438E2,1.016607590E3
2.097897598E2,1.016607132E3
2.108570758E2,1.016607132E3
2.119244128E2,1.016607742E3
2.129917608E2,1.016609802E3
2.140590948E2,1.016610031E3
2.151263808E2,1.016610260E3
2.161937228E2,1.016610031E3
2.172610388E2,1.016608810E3
2.183284498E2,1.016606522E3
2.193958348E2,1.016605148E3
2.204631958E2,1.016603241E3
2.215305588E2,1.016601257E3
2.225979468E2,1.016600952E3
2.236653618E2,1.016599121E3
2.247327098E2,1.016597061E3
2.258000108E2,1.016595688E3
2.268672998E2,1.016594467E3
2.279346118E2,1.016592102E3
2.290018988E2,1.016590424E3
2.300692008E2,1.016589813E3
2.311365048E2,1.016589203E3
2.322038318E2,1.016589050E3
2.332711438E2,1.016589050E3
2.343384718E2,1.016589813E3
2.354057918E2,1.016589813E3
2.364730948E2,1.016590881E3
2.375403488E2,1.016590881E3
2.386076348E2,1.016590729E3
2.396749488E2,1.016590729E3
2.407422878E2,1.016590271E3
2.418095868E2,1.016587906E3
2.428768938E2,1.016586533E3
2.439441838E2,1.016585464E3
2.450114958E2,1.016582413E3
2.460787868E2,1.016581268E3
2.471460338E2,1.016579590E3
2.482132938E2,1.016577835E3
2.492805758E2,1.016576309E3
2.503478738E2,1.016576309E3
2.514151908E2,1.016576309E3
2.524825018E2,1.016578445E3
2.535498098E2,1.016582413E3
2.546170908E2,1.016587143E3
2.556843788E2,1.016589584E3
2.567516888E2,1.016589584E3
2.578189768E2,1.016589432E3
2.588862478E2,1.016588821E3
2.599535338E2,1.016588593E3
2.610207968E2,1.016587982E3
2.620880868E2,1.016588135E3
2.631554288E2,1.016587982E3
2.642226858E2,1.016587753E3
2.652899108E2,1.016585846E3
2.663572078E2,1.016581802E3
2.674245048E2,1.016581802E3
2.684917648E2,1.016581802E3
2.695590528E2,1.016581650E3
2.706263378E2,1.016581650E3
2.716935908E2,1.016580963E3
2.727608048E2,1.016579132E3
2.738280728E2,1.016576157E3
2.748953318E2,1.016574860E3
2.759626048E2,1.016574707E3
2.770298498E2,1.016574478E3
2.780970658E2,1.016568527E3
2.791642768E2,1.016563721E3
2.802315538E2,1.016560364E3
2.812988668E2,1.016557236E3
2.823661018E2,1.016556168E3
2.834333468E2,1.016556168E3
2.845005288E2,1.016556168E3
2.855677438E2,1.016554489E3
2.866349888E2,1.016548615E3
2.877021788E2,1.016544113E3
2.887694328E2,1.016543884E3
2.898366898E2,1.016541824E3
2.909039328E2,1.016540604E3
2.919711808E2,1.016539536E3
2.930384518E2,1.016539536E3
2.941057208E2,1.016537476E3
2.951729938E2,1.016536560E3
2.962402968E2,1.016536560E3
2.973075878E2,1.016536789E3
2.983748818E2,1.016536789E3
2.994422098E2,1.016534119E3
3.005095548E2,1.016532593E3
3.015769478E2,1.016528397E3
3.026443128E2,1.016525803E3
3.037117038E2,1.016525803E3
3.047790438E2,1.016525879E3
3.058464158E2,1.016526947E3
3.069137718E2,1.016529617E3
3.079810878E2,1.016533051E3
3.090483628E2,1.016537170E3
3.101156118E2,1.016537781E3
3.111828308E2,1.016537781E3
3.122500748E2,1.016537628E3
3.133172788E2,1.016535263E3
3.143845178E2,1.016532135E3
3.154517638E2,1.016532135E3
3.165190068E2,1.016533356E3
3.175862658E2,1.016534729E3
3.186535518E2,1.016534729E3
3.197207708E2,1.016534042E3
3.207880128E2,1.016533813E3
3.218552658E2,1.016529846E3
3.229224658E2,1.016527100E3
3.239896948E2,1.016524963E3
3.250569708E2,1.016524353E3
3.261242188E2,1.016523056E3
3.271914438E2,1.016520615E3
3.282587218E2,1.016516418E3
3.293260178E2,1.016513672E3
3.303932688E2,1.016509628E3
3.314604818E2,1.016502228E3
3.325277018E2,1.016497269E3
3.335949288E2,1.016493683E3
3.346621728E2,1.016492844E3
3.357293848E2,1.016492844E3
3.367966788E2,1.016494904E3
3.378639488E2,1.016496353E3
3.389312068E2,1.016496353E3
3.399985008E2,1.016492386E3
3.410657688E2,1.016489410E3
3.421330208E2,1.016488113E3
3.432003008E2,1.016484833E3
3.442675338E2,1.016484833E3
3.453347668E2,1.016485214E3
3.464020128E2,1.016485214E3
3.474692128E2,1.016483078E3
3.485364388E2,1.016482925E3
3.496036908E2,1.016482315E3
3.506709438E2,1.016478729E3
3.517381798E2,1.016475296E3
3.528053848E2,1.016471481E3
3.538725568E2,1.016464996E3
3.549397088E2,1.016462021E3
3.560068628E2,1.016454315E3
3.570740438E2,1.016454315E3
3.581412128E2,1.016454697E3
3.592084318E2,1.016454697E3
3.602756108E2,1.016453400E3
3.613427908E2,1.016452103E3
3.624099688E2,1.016447525E3
3.634771408E2,1.016443329E3
3.645443338E2,1.016439972E3
3.656115278E2,1.016437683E3
3.666786618E2,1.016436768E3
3.677458108E2,1.016433258E3
3.688130198E2,1.016430588E3
3.698802198E2,1.016425400E3
3.709474358E2,1.016422653E3
3.720146308E2,1.016422043E3
3.730818008E2,1.016421814E3
3.741489578E2,1.016422043E3
3.752161598E2,1.016428833E3
3.762833558E2,1.016432343E3
3.773505638E2,1.016437836E3
3.784177998E2,1.016444397E3
3.794850128E2,1.016446075E3
3.805522228E2,1.016447525E3
3.816194658E2,1.016447906E3
3.826867228E2,1.016447906E3
3.837539918E2,1.016445007E3
3.848212368E2,1.016445007E3
3.858884758E2,1.016445999E3
3.869557608E2,1.016446304E3
3.880229968E2,1.016448746E3
3.890902578E2,1.016453171E3
3.901575048E2,1.016453857E3
3.912247608E2,1.016454010E3
3.922920228E2,1.016454239E3
3.933592968E2,1.016454239E3
3.944265878E2,1.016454239E3
3.954938288E2,1.016449661E3
3.965611028E2,1.016446838E3
3.976283288E2,1.016445694E3
3.986955568E2,1.016443176E3
3.997628078E2,1.016443176E3
4.008301028E2,1.016451721E3
4.018974258E2,1.016459503E3
4.029647318E2,1.016467361E3
4.040320338E2,1.016474686E3
4.050993408E2,1.016482086E3
4.061666328E2,1.016485596E3
4.072339318E2,1.016490097E3
4.083012438E2,1.016497803E3
4.093685638E2,1.016502228E3
4.104358818E2,1.016509628E3
4.115031548E2,1.016515350E3
4.125704198E2,1.016520996E3
4.136376988E2,1.016525879E3
