"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (°)"
3.426957130E-2,5.233621921E1,4.861404367E0,-4.014817998E-2,1.933087587E0,3.134078583E2,6.670059964E0,2.400000095E0
1.034582257E0,5.233623559E1,4.861392387E0,-5.019896012E-2,2.008297205E0,3.206523409E2,6.225564218E0,2.459631160E0
2.034891367E0,5.233624746E1,4.861384612E0,-2.317029461E-1,2.021925926E0,3.107020910E2,6.176285060E0,2.475204361E0
3.035171986E0,5.233626080E1,4.861364709E0,-3.476728769E-1,2.021925926E0,3.095637714E2,5.853535878E0,2.571936082E0
4.035422087E0,5.233627532E1,4.861345681E0,-4.573058104E-1,2.096885681E0,3.085035885E2,5.692672225E0,2.616946732E0
5.035672069E0,5.233628120E1,4.861335689E0,-6.106232740E-1,1.912477732E0,3.006166324E2,5.685021107E0,2.619037544E0
6.035898924E0,5.233628385E1,4.861322907E0,-6.333894748E-1,1.912477732E0,2.936996166E2,5.720008706E0,2.609440932E0
7.036113501E0,5.233629005E1,4.861324110E0,-5.761411246E-1,1.783824205E0,2.977181468E2,5.707173065E0,2.612972701E0
8.036313653E0,5.233629065E1,4.861315242E0,-6.544657135E-1,1.616006374E0,2.924728084E2,5.724512315E0,2.608199004E0
9.036502957E0,5.233630007E1,4.861318208E0,-7.366064256E-1,1.481980920E0,2.977643493E2,5.640285689E0,2.631172338E0
1.003667784E1,5.233630535E1,4.861314161E0,-6.336972564E-1,1.481980920E0,2.959293231E2,5.542925386E0,2.657062076E0
1.103684294E1,5.233630946E1,4.861312747E0,-5.140996557E-1,1.406519771E0,2.878687982E2,5.513194735E0,2.664828777E0
1.203699923E1,5.233631971E1,4.861309197E0,-3.585455315E-1,1.309501886E0,2.959253087E2,5.579909919E0,2.647310564E0
1.303714478E1,5.233633176E1,4.861303212E0,-3.837000635E-1,1.330633879E0,3.077185607E2,5.714509217E0,2.610956914E0
1.403728092E1,5.233634713E1,4.861296281E0,-3.211427797E-1,1.372517347E0,3.179478087E2,5.781920310E0,2.592228397E0
1.503740942E1,5.233636302E1,4.861295426E0,-2.803259650E-1,1.355811000E0,3.226975507E2,5.750305191E0,2.601056629E0
1.603752887E1,5.233637824E1,4.861296900E0,-2.526448015E-1,1.355811000E0,3.272221149E2,5.704590596E0,2.613684030E0
1.703764164E1,5.233638885E1,4.861319627E0,-2.917113137E-1,1.314285517E0,3.379360890E2,5.649331004E0,2.628733335E0
1.803775167E1,5.233639189E1,4.861344128E0,-4.070773618E-1,1.314285517E0,3.379360890E2,5.497770407E0,2.668834705E0
1.903784645E1,5.233633462E1,4.861530333E0,1.687968437E0,8.378273415E-1,7.058020316E-1,4.771227627E0,3.325646399E0
2.003793883E1,5.233634207E1,4.861539936E0,1.850367749E0,6.292803720E-1,2.702199103E1,4.772446315E0,3.323897291E0
2.103802657E1,5.233635651E1,4.861537324E0,1.644359889E0,3.782053361E-1,NaN,4.774054188E0,3.321587518E0
2.203810716E1,5.233637095E1,4.861546290E0,1.816045432E0,5.195732791E-1,3.667177201E1,4.775803685E0,3.319071586E0
2.303818440E1,5.233636025E1,4.861546003E0,1.513374904E0,3.397911039E-1,6.889135783E1,4.751485034E0,3.353792928E0
2.403825951E1,5.233635925E1,4.861561331E0,1.034181454E0,6.048549862E-1,1.253527218E2,4.752513297E0,3.352335662E0
2.503832400E1,5.233636464E1,4.861580295E0,1.110468117E0,7.663053352E-1,1.032810557E2,4.752362849E0,3.352548939E0
2.603838670E1,5.233637326E1,4.861596247E0,2.006006290E0,8.111923395E-1,9.013369250E1,4.746747229E0,3.360495168E0
2.703844690E1,5.233637977E1,4.861617453E0,2.411322980E0,8.169559755E-1,8.373956326E1,4.745882026E0,3.361716946E0
2.803850162E1,5.233638794E1,4.861651215E0,2.277468909E0,1.190745291E0,7.866717878E1,4.745702694E0,3.361970104E0
2.903855419E1,5.233639740E1,4.861684488E0,1.973300273E0,1.392280926E0,7.766040105E1,4.744805130E0,3.363236731E0
3.003860319E1,5.233640390E1,4.861724583E0,1.688590887E0,1.721718625E0,8.062120440E1,4.745451094E0,3.362325229E0
3.103864908E1,5.233641386E1,4.861755432E0,1.688425156E0,1.494703454E0,8.052487984E1,4.743464620E0,3.365127105E0
3.203869343E1,5.233641318E1,4.861784645E0,1.968476211E0,1.402777865E0,8.893822331E1,4.744526977E0,3.363629111E0
3.303873265E1,5.233641446E1,4.861816265E0,2.006490044E0,1.524260055E0,9.074017837E1,4.743416756E0,3.365194573E0
3.403877079E1,5.233641852E1,4.861840452E0,2.381808176E0,1.370631611E0,8.885841776E1,4.743731539E0,3.364750826E0
3.503880692E1,5.233642074E1,4.861849516E0,2.264666978E0,6.394075220E-1,9.202889421E1,4.742545769E0,3.366421938E0
3.603884065E1,5.233642301E1,4.861875794E0,2.170712473E0,8.609462878E-1,8.948914734E1,4.738698321E0,3.371835591E0
3.703887224E1,5.233642227E1,4.861902823E0,2.594202960E0,1.079982957E0,9.091949682E1,4.739872724E0,3.370184505E0
3.803890181E1,5.233642072E1,4.861927204E0,2.329803626E0,1.135102322E0,9.623458921E1,4.738908291E0,3.371540485E0
3.903893030E1,5.233642118E1,4.861940974E0,2.085201764E0,7.551844349E-1,9.816289671E1,4.738945622E0,3.371488014E0
4.003895664E1,5.233642133E1,4.861959517E0,2.076381264E0,7.968449036E-1,9.044185235E1,4.739395165E0,3.370856049E0
4.103898060E1,5.233642550E1,4.861987740E0,2.559513261E0,1.162287167E0,8.630988918E1,4.739395799E0,3.370855158E0
4.203900564E1,5.233643090E1,4.862016278E0,2.323900631E0,1.490508879E0,7.773910125E1,4.740036612E0,3.369953999E0
4.303902578E1,5.233644242E1,4.862036781E0,2.207213485E0,1.455561430E0,6.587833488E1,4.738647053E0,3.371907641E0
4.403904605E1,5.233646045E1,4.862049875E0,2.222498641E0,1.455046582E0,4.881535360E1,4.738531703E0,3.372069740E0
4.503906620E1,5.233647250E1,4.862070720E0,2.201150585E0,1.565973758E0,4.665422808E1,4.735868472E0,3.375809066E0
4.603908396E1,5.233649312E1,4.862080804E0,1.707615338E0,1.518421815E0,3.388378680E1,4.733693838E0,3.378857748E0
4.703910124E1,5.233650482E1,4.862093892E0,1.738104590E0,1.434693603E0,3.257411077E1,4.732525484E0,3.380493984E0
4.803911674E1,5.233650451E1,4.862108550E0,1.766072135E0,9.428522730E-1,5.290311245E1,4.737636023E0,3.373328022E0
4.903913176E1,5.233650723E1,4.862121937E0,2.259226321E0,7.921023454E-1,6.435574261E1,4.740298681E0,3.369585353E0
5.003914618E1,5.233650887E1,4.862147531E0,2.001087556E0,1.072485710E0,7.738423566E1,4.740994045E0,3.368606907E0
5.103915894E1,5.233650908E1,4.862173822E0,2.007130889E0,1.239369660E0,8.441264111E1,4.741259638E0,3.368233080E0
5.203917122E1,5.233650241E1,4.862198309E0,2.125789848E0,1.222660130E0,9.139136216E1,4.739360981E0,3.370904111E0
5.303918564E1,5.233649892E1,4.862215182E0,2.312040437E0,9.868799890E-1,9.243826346E1,4.738787672E0,3.371710016E0
5.403919435E1,5.233649544E1,4.862241748E0,2.454450963E0,1.071848598E0,9.480262160E1,4.737383539E0,3.373682593E0
5.503920555E1,5.233649740E1,4.862271824E0,2.443029949E0,1.258390733E0,9.071513988E1,4.738330555E0,3.372352381E0
5.603921580E1,5.233650302E1,4.862294122E0,1.872443996E0,1.377478969E0,8.369819272E1,4.739531344E0,3.370664574E0
5.703922498E1,5.233650135E1,4.862313648E0,1.734401210E0,1.234448769E0,9.266638828E1,4.736042167E0,3.375565379E0
5.803923368E1,5.233649849E1,4.862333577E0,1.441535268E0,1.227501968E0,9.533032966E1,4.738030511E0,3.372773919E0
5.903924155E1,5.233649607E1,4.862345255E0,1.301690347E0,9.351428718E-1,9.634229378E1,4.740139819E0,3.369808826E0
6.003925002E1,5.233649376E1,4.862358789E0,1.221821500E0,8.337598744E-1,9.932041460E1,4.742218037E0,3.366883592E0
6.103925776E1,5.233648811E1,4.862379375E0,1.144177100E0,9.894574028E-1,9.819711827E1,4.738719518E0,3.371805802E0
6.203926432E1,5.233648706E1,4.862405458E0,1.602242568E0,1.345592490E0,9.298598559E1,4.740702763E0,3.369016822E0
6.303927064E1,5.233648823E1,4.862434458E0,1.994021270E0,1.532849581E0,9.082529219E1,4.740047299E0,3.369938966E0
6.403927743E1,5.233648726E1,4.862459876E0,1.853752291E0,1.532954356E0,9.436989005E1,4.742751230E0,3.366132470E0
6.503928351E1,5.233648499E1,4.862484784E0,1.780932501E0,1.547727216E0,9.640877863E1,4.745287862E0,3.362555597E0
6.603928852E1,5.233648839E1,4.862506692E0,1.910627385E0,1.474926744E0,9.186291975E1,4.745378275E0,3.362428001E0
6.703929460E1,5.233648674E1,4.862521600E0,1.930268720E0,1.156019844E0,9.354124996E1,4.746724338E0,3.360527502E0
6.803929949E1,5.233648280E1,4.862545727E0,2.277462386E0,1.162967302E0,9.788102561E1,4.747698411E0,3.359151207E0
6.903930414E1,5.233648499E1,4.862565354E0,2.110290000E0,1.119392040E0,9.074311437E1,4.747655982E0,3.359211173E0
7.003930855E1,5.233648565E1,4.862587975E0,2.440238473E0,1.223911655E0,8.639397914E1,4.749595745E0,3.356467979E0
7.103931606E1,5.233648754E1,4.862605963E0,2.337969824E0,1.390863974E0,8.803851560E1,4.745480657E0,3.362283505E0
