"Time (s)","X (µT)","Y (µT)","Z (µT)"
7.218500017E-3,-1.346561527E1,-2.504028320E0,-3.782092285E1
5.048475000E-1,-6.674804688E0,6.071411133E0,-3.927685547E1
1.002476708E0,-1.598832035E1,2.542175293E0,-3.884466553E1
1.500106708E0,-1.622707558E1,4.092599487E1,5.588500977E0
1.997737750E0,-1.886930084E1,3.971563721E1,-4.208068848E0
2.495368750E0,-1.730383873E1,4.063381958E1,-2.865539551E0
2.993000583E0,-1.233333206E1,4.276943970E1,3.773437500E0
3.490632583E0,-3.295299530E1,2.896673584E1,-2.802124023E-1
3.988265000E0,-2.612267494E0,4.396279907E1,9.319091797E0
4.485898000E0,-3.823480988E1,2.219076538E1,8.136596680E-1
4.983529958E0,-6.214271545E0,4.349594116E1,1.244287109E1
5.481162958E0,-3.969050598E1,2.118130493E1,-9.127807617E-1
5.978794208E0,-5.380420685E-1,4.533575439E1,6.163940430E0
6.476426208E0,-3.916156006E1,2.380960083E1,6.331787109E-1
6.974058583E0,-4.338923454E0,4.642547607E1,-5.918884277E0
7.471690583E0,-3.165416527E1,3.402493286E1,-1.111450195E0
7.969321625E0,-3.098069954E1,8.700073242E0,-3.299499512E1
8.466952625E0,-2.119866180E1,-1.243041992E0,-4.096990967E1
8.964583083E0,-2.370379257E1,4.165853882E1,-6.418701172E0
9.462213083E0,-1.696375465E1,4.530932617E1,-7.936401367E-1
9.959842083E0,-3.933811188E1,1.995706177E1,-1.685095215E1
1.045747108E1,-8.036264420E0,4.670477295E1,9.926147461E0
1.095510058E1,-4.317228699E1,1.602941895E1,-1.224084473E1
1.145272858E1,-6.909564972E0,4.814532471E1,3.828918457E0
1.195035646E1,-3.796274948E1,2.635183716E1,-1.060589600E1
1.244798346E1,-1.628359985E1,4.453421021E1,5.444763184E0
1.294561008E1,-2.954304886E1,3.667114258E1,-1.669433594E0
1.344323608E1,-2.343521690E1,4.059841919E1,-1.738647461E0
1.394086258E1,-9.617385864E0,4.635745239E1,9.924316406E-1
1.443848758E1,-4.104006958E1,2.078100586E1,-7.572814941E0
1.493611238E1,-1.034304237E1,2.974185181E1,3.452752686E1
1.543373738E1,-4.516119766E1,1.220764160E1,-2.120483398E0
1.593136158E1,-1.289039612E0,4.472204590E1,1.272528076E1
1.642898558E1,-4.217597961E1,1.839230347E1,1.485290527E0
1.692660975E1,-1.108671284E1,4.137939453E1,1.715679932E1
1.742423375E1,-3.835965729E1,2.547131348E1,4.785278320E0
1.792185621E1,-2.400550079E1,3.925573730E1,5.927490234E0
1.841947921E1,-2.984430695E1,3.528588867E1,7.274108887E0
1.891710025E1,-3.356788635E1,3.215722656E1,8.781921387E0
1.941472125E1,-2.276220512E1,3.794931030E1,1.844689941E1
1.991234233E1,-4.223206329E1,2.358102417E1,4.979919434E0
2.040996133E1,-1.201880455E1,3.876504517E1,2.725085449E1
2.090758063E1,-4.782073212E1,9.001403809E0,6.155151367E0
2.140519863E1,-1.747135162E1,3.960052490E1,2.334375000E1
