"Time (s)","Distance (cm)"
6.519434503E2,0.000000000E0
6.524434503E2,0.000000000E0
6.529434503E2,0.000000000E0
6.534434503E2,0.000000000E0
6.539434503E2,0.000000000E0
6.544434503E2,0.000000000E0
6.549434503E2,0.000000000E0
6.554434503E2,0.000000000E0
6.559434503E2,0.000000000E0
6.564434503E2,0.000000000E0
6.569434503E2,0.000000000E0
6.574434503E2,0.000000000E0
6.579434503E2,5.000000000E0
6.584434503E2,5.000000000E0
6.589434503E2,5.000000000E0
6.594434503E2,0.000000000E0
6.599434503E2,0.000000000E0
6.604434503E2,0.000000000E0
6.609434503E2,0.000000000E0
6.614434503E2,0.000000000E0
6.619434503E2,0.000000000E0
6.624434503E2,0.000000000E0
6.629434503E2,0.000000000E0
6.634434503E2,0.000000000E0
6.639434503E2,0.000000000E0
6.644434503E2,0.000000000E0
6.649434503E2,0.000000000E0
6.654434503E2,0.000000000E0
6.659434503E2,0.000000000E0
6.664434503E2,0.000000000E0
6.669434503E2,0.000000000E0
6.674434503E2,0.000000000E0
6.679434503E2,0.000000000E0
6.684434503E2,0.000000000E0
6.689434503E2,0.000000000E0
6.694434503E2,0.000000000E0
6.699434503E2,0.000000000E0
6.704434503E2,0.000000000E0
6.709434503E2,5.000000000E0
6.714434503E2,5.000000000E0
6.719434503E2,5.000000000E0
6.724434503E2,5.000000000E0
6.729434503E2,0.000000000E0
6.734434503E2,0.000000000E0
6.739434503E2,0.000000000E0
6.744434503E2,0.000000000E0
6.749434503E2,0.000000000E0
6.754434503E2,0.000000000E0
6.759434503E2,0.000000000E0
6.764434503E2,0.000000000E0
6.769434503E2,0.000000000E0
6.774434503E2,0.000000000E0
6.779434503E2,0.000000000E0
6.784434503E2,0.000000000E0
6.789434503E2,0.000000000E0
6.794434503E2,0.000000000E0
6.799434503E2,0.000000000E0
6.804434503E2,0.000000000E0
6.809434503E2,0.000000000E0
6.814434503E2,0.000000000E0
6.819434503E2,5.000000000E0
6.824434503E2,0.000000000E0
6.829434503E2,0.000000000E0
6.834434503E2,0.000000000E0
6.839434503E2,5.000000000E0
6.844434503E2,5.000000000E0
6.849434503E2,0.000000000E0
6.854434503E2,0.000000000E0
6.859434503E2,0.000000000E0
6.864434503E2,0.000000000E0
6.869434503E2,0.000000000E0
6.874434503E2,0.000000000E0
6.879434503E2,0.000000000E0
6.884434503E2,5.000000000E0
6.889434503E2,5.000000000E0
6.894434503E2,0.000000000E0
6.899434503E2,0.000000000E0
6.904434503E2,0.000000000E0
6.909434503E2,0.000000000E0
6.914434503E2,0.000000000E0
6.919434503E2,0.000000000E0
6.924434503E2,5.000000000E0
6.929434503E2,0.000000000E0
6.934434503E2,5.000000000E0
6.939434503E2,5.000000000E0
6.944434503E2,5.000000000E0
6.949434503E2,5.000000000E0
6.954434503E2,5.000000000E0
6.959434503E2,5.000000000E0
6.964434503E2,5.000000000E0
6.969434503E2,0.000000000E0
6.974434503E2,0.000000000E0
6.979434503E2,0.000000000E0
6.984434503E2,0.000000000E0
6.989434503E2,0.000000000E0
6.994434503E2,0.000000000E0
6.999434503E2,5.000000000E0
7.004434503E2,0.000000000E0
7.009434503E2,0.000000000E0
7.014434503E2,0.000000000E0
7.019434503E2,0.000000000E0
7.024434503E2,0.000000000E0
7.029434503E2,0.000000000E0
7.034434503E2,0.000000000E0
7.039434503E2,0.000000000E0
7.044434503E2,0.000000000E0
7.049434503E2,0.000000000E0
7.054434503E2,0.000000000E0
7.059434503E2,0.000000000E0
7.064434503E2,0.000000000E0
7.069434503E2,5.000000000E0
7.074434503E2,0.000000000E0
7.079434503E2,0.000000000E0
7.084434503E2,0.000000000E0
7.089434503E2,0.000000000E0
7.094434503E2,0.000000000E0
7.099434503E2,0.000000000E0
7.104434503E2,0.000000000E0
7.109434503E2,0.000000000E0
7.114434503E2,0.000000000E0
7.119434503E2,0.000000000E0
7.124434503E2,0.000000000E0
7.129434503E2,5.000000000E0
7.134434503E2,5.000000000E0
7.139434503E2,5.000000000E0
7.144434503E2,5.000000000E0
7.149434503E2,0.000000000E0
7.154434503E2,0.000000000E0
7.159434503E2,0.000000000E0
7.164434503E2,0.000000000E0
7.169434503E2,0.000000000E0
7.174434503E2,0.000000000E0
7.179434503E2,0.000000000E0
7.184434503E2,0.000000000E0
7.189434503E2,0.000000000E0
7.194434503E2,0.000000000E0
7.199434503E2,5.000000000E0
7.204434503E2,5.000000000E0
7.209434503E2,0.000000000E0
7.214434503E2,0.000000000E0
7.219434503E2,0.000000000E0
7.224434503E2,0.000000000E0
7.229434503E2,0.000000000E0
7.234434503E2,0.000000000E0
7.239434503E2,0.000000000E0
7.244434503E2,0.000000000E0
7.249434503E2,0.000000000E0
7.254434503E2,0.000000000E0
7.259434503E2,0.000000000E0
7.264434503E2,0.000000000E0
7.269434503E2,0.000000000E0
7.274434503E2,0.000000000E0
7.279434503E2,0.000000000E0
7.284434503E2,0.000000000E0
7.289434503E2,0.000000000E0
7.294434503E2,0.000000000E0
7.299434503E2,0.000000000E0
7.304434503E2,0.000000000E0
7.309434503E2,0.000000000E0
7.314434503E2,0.000000000E0
7.319434503E2,0.000000000E0
7.324434503E2,0.000000000E0
7.329434503E2,0.000000000E0
7.334434503E2,0.000000000E0
7.339434503E2,0.000000000E0
7.344434503E2,0.000000000E0
7.349434503E2,0.000000000E0
7.354434503E2,0.000000000E0
7.359434503E2,0.000000000E0
7.364434503E2,0.000000000E0
7.369434503E2,0.000000000E0
7.374434503E2,0.000000000E0
7.379434503E2,0.000000000E0
7.384434503E2,0.000000000E0
7.389434503E2,0.000000000E0
7.394434503E2,0.000000000E0
7.399434503E2,0.000000000E0
7.404434503E2,0.000000000E0
7.409434503E2,0.000000000E0
7.414434503E2,0.000000000E0
7.419434503E2,0.000000000E0
7.424434503E2,0.000000000E0
7.429434503E2,0.000000000E0
7.434434503E2,0.000000000E0
7.439434503E2,0.000000000E0
