"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
2.705588630E-1,-2.000582218E-1,-3.740019500E-1,-9.315688163E-3
7.746773000E-1,5.039634556E-2,-8.857538924E-3,-2.834412456E-1
1.278796155E0,-7.683151960E-1,2.880227566E-1,-7.987056673E-2
1.782915269E0,4.103484154E-1,-8.649845123E-1,-2.638935745E-1
2.287034592E0,2.637408674E-1,-1.181565166E0,1.666133702E-1
2.791154227E0,-3.084867075E-2,-8.828523159E-1,4.828886092E-1
3.295274644E0,1.316413581E-1,-8.605557680E-1,1.001512766E0
3.799395790E0,-1.192713454E-1,1.922696829E-1,-1.944077164E-1
4.303517509E0,-6.352993846E-2,2.244928107E-2,-5.528326333E-2
4.807639592E0,-5.726857483E-2,1.090393662E-1,5.955931731E-3
5.311761884E0,1.782197952E-1,-3.784307241E-1,-2.811505198E-1
5.815883967E0,-4.581485875E-3,-2.214384824E-2,1.608101577E-1
6.320005634E0,-6.368265301E-2,1.069013379E-3,-7.819069177E-2
6.824126571E0,-9.010255337E-3,3.359756246E-2,1.597411335E-1
7.328246675E0,-3.115410358E-2,2.168569900E-2,9.758564830E-2
7.832366050E0,5.115992576E-2,2.443459118E-3,-1.295033395E-1
8.336484592E0,-2.718348242E-2,-6.505709887E-2,-4.856374860E-2
8.840602457E0,1.740964688E-2,1.435532235E-2,-3.649916872E-2
9.344719488E0,3.817904973E-3,3.313941509E-2,4.871646687E-2
9.848835790E0,-1.649334840E-2,-9.010255337E-3,1.481347065E-2
1.035295136E1,7.024944760E-3,4.886918236E-3,-3.634645417E-2
1.085706642E1,1.863137633E-2,-5.650499370E-3,-9.468403645E-3
1.136118183E1,-2.748891478E-3,-1.237001177E-2,-7.788525894E-3
1.186529824E1,1.359174121E-2,6.261364091E-3,-2.443459118E-3
1.236941563E1,9.773836471E-3,7.635809947E-3,-1.985310577E-2
1.287353360E1,-1.511890348E-2,-7.330377586E-3,1.985310577E-3
1.337765194E1,2.321286127E-2,5.192350596E-3,-1.924224012E-2
1.388177032E1,-3.207040019E-3,-5.497782957E-3,7.635809598E-4
1.438588839E1,7.483093534E-3,-8.552107029E-3,-2.321286127E-2
1.489000574E1,-7.177661173E-3,-7.635809947E-3,3.940077871E-2
1.539412209E1,3.817904973E-3,2.412915789E-2,-1.527161949E-4
1.589823746E1,-2.046396956E-2,6.108647678E-3,4.123337101E-3
1.640235199E1,-1.588248461E-2,-1.374445739E-3,3.069595434E-2
1.690646584E1,2.107483521E-2,-1.267544460E-2,1.603520103E-2
1.741057902E1,-1.313359290E-2,6.108647794E-4,2.962694131E-2
1.791469162E1,1.343902480E-2,1.221729559E-3,-3.878991306E-2
1.841880371E1,-2.290742937E-3,-3.817904973E-3,1.542433538E-2
1.892291506E1,6.414080039E-3,9.162971750E-3,-9.010255337E-3
1.942702579E1,2.290742937E-3,-1.221729559E-3,-1.023198478E-2
1.993113569E1,1.145371422E-2,6.108647794E-4,1.832594397E-3
2.043524496E1,-4.886918236E-3,2.901607659E-3,3.512472380E-3
2.093935397E1,-1.679878100E-3,-2.748891478E-3,4.734201822E-3
2.144346313E1,-1.832594397E-3,-1.099556591E-2,-1.114828233E-2
2.194757272E1,-5.497782957E-3,-9.621120058E-3,-5.803215317E-3
2.245168261E1,2.443459118E-3,5.345067009E-3,-7.177661173E-3
2.295579261E1,1.985310577E-3,1.985310577E-3,6.566796452E-3
2.345990266E1,4.734201822E-3,2.596175298E-3,-3.359756200E-3
2.396401267E1,-4.123337101E-3,-5.803215317E-3,-4.886918236E-3
2.446812272E1,-2.596175298E-3,-9.926552884E-3,7.024944760E-3
2.497223241E1,9.621120058E-3,1.007926930E-2,-1.099556591E-2
2.547634142E1,1.527161920E-3,-7.941242307E-3,2.199113183E-2
2.598044970E1,-8.093958721E-3,-9.621120058E-3,-2.428187430E-2
2.648455735E1,-5.421425030E-2,-3.894263133E-2,1.496618688E-1
2.698866475E1,-1.053741761E-2,3.298669681E-2,2.748891525E-2
2.749277199E1,-1.450803876E-2,2.474002354E-2,-2.015853859E-2
2.799687918E1,3.268126398E-2,3.375028074E-2,1.069013379E-3
2.850098621E1,2.000582218E-2,-7.330377586E-3,2.703076601E-2
2.900509298E1,-1.221729559E-3,1.069013379E-3,5.024362728E-2
2.950919954E1,5.345067009E-3,2.336557768E-2,-2.855792828E-2
3.001330569E1,9.926552884E-3,1.221729536E-2,-1.863137633E-2
3.051741152E1,7.330377586E-3,-2.306014486E-2,1.221729536E-2
3.102151699E1,-1.145371422E-2,1.863137633E-2,4.932733253E-2
3.152562204E1,2.703076601E-2,-9.468403645E-3,-7.070759684E-2
3.202972688E1,1.053741761E-2,-1.282816008E-2,-5.894844979E-2
3.253383152E1,1.802051067E-2,-1.908952370E-2,-1.566868126E-1
3.303793589E1,8.704823442E-3,7.483093534E-3,5.146535859E-2
3.354203990E1,-3.054323897E-4,-5.390881747E-2,2.977965772E-2
3.404614350E1,-2.183841541E-2,-1.023198478E-2,1.206457894E-2
3.455024668E1,6.566796452E-3,1.924224012E-2,-1.983783394E-1
3.505434954E1,-2.932151034E-2,-3.176496923E-2,-3.665188700E-2
3.555845199E1,7.559451461E-2,6.536252797E-2,1.122464016E-1
3.606255402E1,3.359756200E-3,1.679878100E-3,1.653916389E-1
3.656665553E1,-7.788525894E-3,-1.542433538E-2,4.184423760E-2
3.707075657E1,-2.336557768E-2,3.649916872E-2,-1.893680729E-2
3.757485743E1,8.399390616E-3,1.679878100E-3,-2.199113183E-2
3.807895764E1,5.955931731E-3,-3.817904973E-3,-2.901607659E-3
3.858305743E1,1.985310577E-3,-6.108647678E-3,-7.177661173E-3
3.908715717E1,-1.374445739E-3,3.970621154E-3,-2.290742937E-3
3.959125686E1,2.748891478E-3,-5.192350596E-3,1.374445739E-3
4.009535660E1,-2.443459118E-3,-5.955931731E-3,-1.450803876E-2
4.059945639E1,-1.985310577E-3,-5.192350596E-3,-9.926552884E-3
4.110355634E1,-0.000000000E0,-5.039634649E-3,-3.207040206E-2
4.160765639E1,6.108647678E-3,-2.901607659E-3,-1.343902480E-2
4.211175660E1,5.345067009E-3,-3.054323897E-4,-6.566796452E-3
4.261585665E1,2.168569900E-2,1.007926930E-2,-1.252272818E-2
4.311995660E1,2.458730713E-2,-2.794706449E-2,-1.069013379E-3
4.362405624E1,4.138609022E-2,-3.970621154E-3,1.527161989E-2
4.412815577E1,3.711003438E-2,-2.168569900E-2,-1.221729559E-3
4.463225519E1,5.253437161E-2,-3.665188793E-3,-3.359756200E-3
4.513635462E1,3.756818548E-2,-2.871064469E-2,-3.069595434E-2
4.564045394E1,3.191768378E-2,-4.016435891E-2,6.108647794E-4
4.614455306E1,1.175914705E-2,1.466075517E-2,4.657844082E-2
4.664865212E1,-7.330377586E-3,-2.825249545E-2,2.901607752E-2
4.715275155E1,-2.871064469E-2,-1.908952370E-2,2.061668597E-2
4.765685155E1,-3.268126398E-2,7.177661173E-3,-2.138026757E-3
4.816095207E1,-3.573558852E-2,-1.435532235E-2,7.177661173E-3
4.866505295E1,-5.192350596E-2,-1.359174121E-2,-1.740964688E-2
4.916915410E1,-6.139190868E-2,-1.847865991E-2,2.748891525E-2
4.967325556E1,-1.098029464E-1,-4.948004708E-2,-2.138026757E-3
5.017735728E1,-1.316413581E-1,4.138609022E-2,1.374445762E-2
5.068145952E1,-2.076940238E-1,-1.354592592E-1,5.024362728E-2
5.118556223E1,-1.533270627E-1,-9.514218569E-2,1.446222365E-1
5.168966530E1,-2.623664141E-1,3.344484791E-2,2.626718581E-2
5.219376853E1,-2.315177470E-1,1.052214578E-1,9.880737960E-2
5.269787181E1,-2.037234008E-1,2.006690800E-1,3.023780696E-2
5.320197504E1,-1.513417512E-1,2.208276242E-1,1.423314959E-1
5.370607811E1,-6.230820715E-2,-2.031125315E-2,3.772090003E-2
5.421018108E1,2.397644334E-2,-1.679878100E-3,-3.787361458E-2
5.471428389E1,1.252272818E-2,1.985310577E-2,-6.414080039E-3
5.521838660E1,1.175914705E-2,-5.803215504E-2,-3.543015569E-2
5.572248920E1,9.162971750E-3,-4.444041103E-2,-1.050687432E-1
5.622659170E1,2.535088919E-2,3.543015569E-2,9.498947114E-2
5.673069420E1,1.832594350E-2,-8.399390616E-3,-3.680460155E-2
5.723479655E1,2.076940238E-2,-5.803215317E-3,2.916879393E-2
5.773889863E1,2.076940238E-2,-1.832594397E-3,1.359174121E-2
5.824300056E1,2.122755162E-2,2.000582218E-2,5.543597788E-2
5.874710228E1,2.229656465E-2,-3.069595434E-2,-6.597339362E-2
5.925120374E1,-2.855792828E-2,1.148425788E-1,-6.261364091E-3
5.975530488E1,4.764745384E-2,-9.972367436E-2,2.565632015E-2
6.025940566E1,2.122755162E-2,1.024725661E-1,-9.285144508E-2
6.076350634E1,3.359756200E-3,-6.536252797E-2,5.329795182E-2
6.126760691E1,1.603520103E-2,-3.344484791E-2,-6.200277433E-2
6.177170759E1,-3.161225095E-2,1.976147592E-1,-2.550360374E-2
6.227580832E1,5.375609919E-2,-2.547306120E-1,4.612028971E-2
6.277990894E1,5.986474827E-2,-2.214384824E-2,-1.188132018E-1
6.328400967E1,-1.756236330E-2,1.351538301E-1,2.244928107E-2
6.378811056E1,4.398226365E-2,-1.359174103E-1,-2.962694131E-2
6.429221160E1,2.382372692E-2,9.926552884E-3,-5.039634649E-3
6.479631264E1,1.496618707E-2,-9.773836471E-3,-2.901607659E-3
6.530041358E1,1.282816008E-2,-3.665188793E-3,-1.221729536E-2
6.580451446E1,1.832594397E-3,-1.404988952E-2,1.221729559E-3
6.630861535E1,2.138026757E-3,-4.535670951E-2,-4.886918236E-3
6.681271650E1,1.175914705E-2,-3.359756200E-3,2.031125315E-2
6.731681811E1,-2.764163166E-2,5.803215504E-2,-8.552107029E-3
6.782092014E1,-2.886336111E-2,-3.665188700E-2,6.475166976E-2
6.832502238E1,-4.153880477E-2,5.131264031E-2,3.054323839E-3
6.882912524E1,1.679878100E-3,1.443168074E-1,2.428187430E-2
6.933322639E1,-1.527161920E-3,-7.330377586E-3,-3.100138716E-2
6.983732811E1,1.603520066E-1,2.528980076E-1,-7.666353136E-2
7.034142972E1,1.496618688E-1,-5.259546041E-1,1.192713454E-1
7.084553129E1,7.696896046E-2,-1.053741723E-1,-1.863137633E-2
7.134963327E1,-1.130099818E-1,7.055488229E-2,3.436114267E-2
7.185373624E1,-1.221729536E-2,6.918043643E-2,-1.007926930E-2
7.235784040E1,-1.029307172E-1,1.766926348E-1,-1.450803876E-2
7.286194561E1,-4.886918236E-3,5.222893879E-2,-8.552107029E-3
7.336605160E1,1.053741761E-2,-5.039634556E-2,-5.803215317E-3
7.387015816E1,1.374445762E-2,7.177661173E-3,-2.596175298E-2
7.437426509E1,-2.061668597E-2,-1.939495653E-2,4.886918142E-2
7.487837243E1,-1.191186346E-2,-2.977965772E-2,-3.588830680E-2
7.538248009E1,-8.093958721E-3,1.359174121E-2,-3.054323897E-4
7.588658806E1,-5.345067009E-3,-2.443459071E-2,1.756236330E-2
7.639069603E1,-1.191186346E-2,-2.428187430E-2,-1.099556591E-2
7.689480400E1,-7.024944760E-3,1.725693047E-2,-6.108647678E-3
7.739891207E1,-7.177661173E-3,-5.482511222E-2,1.710421406E-2
7.790302009E1,4.581485991E-4,4.703658819E-2,-5.345067009E-3
7.840712780E1,-1.527161920E-3,-3.512472659E-2,6.719512399E-3
7.891123504E1,1.832594397E-3,6.352993846E-2,6.261364091E-3
7.941534196E1,-8.399390616E-3,-7.055488229E-2,1.710421406E-2
7.991944894E1,2.138026757E-3,4.062250629E-2,-1.298087649E-2
8.042355613E1,-2.901607659E-3,-8.246674202E-3,2.031125315E-2
8.092766358E1,1.374445739E-3,-1.618791744E-2,-9.162971750E-3
8.143177134E1,3.359756200E-3,2.916879393E-2,-5.192350596E-3
8.193587920E1,-1.527161920E-3,1.511890348E-2,1.267544460E-2
8.243998707E1,-4.886918236E-3,-2.626718581E-2,1.985310577E-2
8.294409472E1,-6.719512399E-3,-4.612028971E-2,-1.970038936E-2
8.344820196E1,-1.374445739E-3,3.069595434E-2,1.710421406E-2
8.395230889E1,-2.031125315E-2,-3.191768378E-2,-1.527161949E-4
8.445641561E1,-4.535670951E-2,-4.276053607E-2,3.130681813E-2
8.496052228E1,-8.307760954E-2,-3.634645417E-2,-6.414080039E-3
