"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
4.287837070E-1,6.699903607E-1,7.164111137E0,6.671189308E0
9.287837070E-1,8.997012973E-1,7.743174076E0,6.857829571E0
1.428783707E0,-6.173482537E-1,5.431707382E0,8.618947029E0
1.928783707E0,1.497906923E0,5.455635548E0,2.254039049E0
2.428783707E0,4.364508629E0,6.379265308E0,5.312066078E0
2.928783707E0,5.623133183E0,3.235096216E0,2.306680918E0
3.428783707E0,9.126225471E0,-2.368894339E0,-7.657032609E-1
3.928783707E0,9.006584167E0,-8.135596663E-2,7.417750359E-1
4.428783707E0,1.008814049E1,3.732803464E-1,9.571290761E-2
4.928783707E0,9.221938133E0,-8.374879360E-1,8.566305041E-1
5.428783707E0,9.475577354E0,6.412764788E-1,-2.474178553E0
5.928783707E0,8.087740898E0,7.609176040E-1,-1.344766378E0
6.428783707E0,8.738588333E0,1.770688742E-1,-1.095912814E0
6.928783707E0,9.379864693E0,1.196411327E-1,-9.284151793E-1
7.428783707E0,8.695517540E0,-4.977070987E-1,-1.454836130E0
7.928783707E0,1.189711380E1,2.809173822E0,-1.584048629E0
8.428783707E0,9.714859962E0,-2.344966233E-1,-2.545963287E0
8.928783707E0,9.217152596E0,-8.135596663E-2,-1.435693622E0
9.428783707E0,1.024128056E1,-4.307080805E-1,-1.402194023E0
9.928783707E0,9.757930756E0,-6.556333899E-1,-7.848458290E-1
1.042878371E1,1.038485050E1,4.307080805E-1,-1.086341500E0
1.092878371E1,8.762516975E0,-8.231309652E-1,2.105683982E-1
1.142878371E1,9.958928108E0,2.967100143E-1,-5.838487148E-1
1.192878371E1,9.499505997E0,-2.775674164E-1,-7.130611539E-1
1.242878371E1,9.480362892E0,-4.019941986E-1,-1.339980721E0
1.292878371E1,8.934800148E0,-6.652047038E-1,-1.234696507E0
1.342878371E1,1.010249710E1,1.914258115E-2,-5.647061467E-1
1.392878371E1,9.676574707E0,4.785645381E-2,-1.674975902E-1
1.442878371E1,1.105484104E1,1.004985496E-1,-1.330409408E0
