"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (m)"
0.000000000E0,5.250212340E1,4.980708500E0,-1.122215367E0,NaN,NaN,1.281299973E1,1.000000000E0
2.323348905E0,5.250138090E1,4.980775340E0,1.476282621E1,9.140000343E0,2.123000031E2,7.573982716E0,9.912788391E0
3.322868384E0,5.250130895E1,4.980703420E0,1.198269670E1,9.350000381E0,2.118000031E2,7.581665039E0,9.370905876E0
4.322863071E0,5.250122001E1,4.980595640E0,1.053198544E1,1.127999973E1,2.156999969E2,4.791437149E0,5.272657394E0
5.323138331E0,5.250113433E1,4.980526670E0,1.117950860E1,1.135999966E1,2.101000061E2,3.790092468E0,3.496014118E0
6.323325518E0,5.250103706E1,4.980447060E0,9.436747582E0,1.210999966E1,2.108000031E2,3.790092468E0,2.965087891E0
7.323228174E0,5.250094128E1,4.980354790E0,8.407116090E0,1.255000019E1,2.111999969E2,3.790092468E0,2.870415211E0
8.323160153E0,5.250084901E1,4.980268560E0,5.967826033E0,1.285999966E1,2.106999969E2,3.790092468E0,2.639083147E0
9.323121976E0,5.250074090E1,4.980168000E0,7.037656665E0,1.298999977E1,2.121000061E2,3.790092468E0,2.552114010E0
1.032306802E1,5.250063650E1,4.980063180E0,7.209053285E0,1.314999962E1,2.105000000E2,3.790092468E0,2.501135588E0
1.132321979E1,5.250053930E1,4.979961270E0,6.793427312E0,1.293000031E1,2.116000061E2,3.790092468E0,2.559605360E0
1.232274885E1,5.250043776E1,4.979866260E0,6.859304774E0,1.318000031E1,2.105000000E2,3.790092468E0,2.521841288E0
1.332319843E1,5.250033940E1,4.979765730E0,6.997083508E0,1.305000019E1,2.111999969E2,3.790092468E0,2.500000000E0
1.432264775E1,5.250024058E1,4.979665630E0,6.121495054E0,1.323999977E1,2.105000000E2,3.790092468E0,2.500000000E0
1.532262130E1,5.250013810E1,4.979571480E0,6.374078052E0,1.318999958E1,2.106000061E2,3.790092468E0,2.500000000E0
1.632331494E1,5.250003409E1,4.979467540E0,5.901921173E0,1.350000000E1,2.110000000E2,3.790092468E0,2.500000000E0
1.732256260E1,5.249993559E1,4.979361470E0,6.029821857E0,1.368000031E1,2.108000031E2,3.790092468E0,2.500000000E0
1.832238598E1,5.249982823E1,4.979251000E0,5.783324558E0,1.376000023E1,2.106999969E2,3.790092468E0,2.500000000E0
1.932287171E1,5.249972342E1,4.979152500E0,5.559726347E0,1.360999966E1,2.105000000E2,3.790092468E0,2.500000000E0
2.032318671E1,5.249962068E1,4.979055380E0,5.538097267E0,1.330000019E1,2.101999969E2,3.790092468E0,2.500000000E0
2.132263958E1,5.249951554E1,4.978956330E0,5.513655974E0,1.293999958E1,2.103999939E2,3.790092468E0,2.500000000E0
2.232251317E1,5.249942536E1,4.978864700E0,5.663007659E0,1.253999996E1,2.106999969E2,3.790092468E0,2.500000000E0
2.332282869E1,5.249933069E1,4.978768300E0,5.822481874E0,1.234000015E1,2.105000000E2,3.790092468E0,2.500000000E0
2.432286598E1,5.249924171E1,4.978684660E0,5.962623813E0,1.206999969E1,2.103999939E2,3.790092468E0,2.500000000E0
