"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.717671542961046E9,"2024-06-06 12:59:02.961 UTC+02:00"
"PAUSE",7.444737240833347E2,1.717672287439236E9,"2024-06-06 13:11:27.439 UTC+02:00"
