"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.717774992425225E9,"2024-06-07 17:43:12.425 UTC+02:00"
"PAUSE",2.222377440125012E3,1.717777214820946E9,"2024-06-07 18:20:14.821 UTC+02:00"
