"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.717863380541903E9,"2024-06-08 18:16:20.542 UTC+02:00"
"PAUSE",1.408564603749983E2,1.717863521396891E9,"2024-06-08 18:18:41.397 UTC+02:00"
"START",1.408564603749983E2,1.717866412806132E9,"2024-06-08 19:06:52.806 UTC+02:00"
"PAUSE",1.410561708333262E2,1.717866413005839E9,"2024-06-08 19:06:53.006 UTC+02:00"
"START",1.410561708333262E2,1.717866414751295E9,"2024-06-08 19:06:54.751 UTC+02:00"
