"Time (s)","X (hPa)"
-5.278066250E-1,1.018090134E3
5.104133750E-1,1.018089905E3
1.548694375E0,1.018089676E3
2.587006375E0,1.018088226E3
3.625284375E0,1.018088226E3
4.663585375E0,1.018088379E3
5.175397375E0,1.018090286E3
6.213745375E0,1.018090286E3
7.252100375E0,1.018088913E3
8.290412375E0,1.018088074E3
9.328699375E0,1.018087921E3
1.036704737E1,1.018087006E3
1.140535237E1,1.018085403E3
1.244366637E1,1.018085403E3
1.348200537E1,1.018086090E3
1.452039237E1,1.018086090E3
1.555877637E1,1.018081741E3
1.659714737E1,1.018074722E3
1.763554337E1,1.018065872E3
1.867391837E1,1.018056107E3
1.971229637E1,1.018047943E3
2.075070937E1,1.018040695E3
2.178910337E1,1.018035126E3
2.282739537E1,1.018029022E3
2.386572137E1,1.018025131E3
2.490407237E1,1.018020401E3
2.594242037E1,1.018020401E3
2.698084137E1,1.018023300E3
2.801924737E1,1.018034286E3
2.905763737E1,1.018049164E3
3.009590837E1,1.018063049E3
3.113422637E1,1.018073578E3
3.217251437E1,1.018082657E3
3.321080337E1,1.018087463E3
3.424909037E1,1.018087463E3
3.528736137E1,1.018087616E3
3.632569337E1,1.018089218E3
3.736402237E1,1.018089905E3
3.840232637E1,1.018089905E3
3.944069937E1,1.018089676E3
4.047907337E1,1.018088074E3
4.151738237E1,1.018087006E3
4.255574237E1,1.018085632E3
4.359408937E1,1.018084030E3
4.463247137E1,1.018083572E3
4.567080637E1,1.018082886E3
4.670907837E1,1.018081589E3
4.774737937E1,1.018079605E3
4.878564537E1,1.018078308E3
4.982396037E1,1.018076859E3
5.086223237E1,1.018075638E3
5.190046037E1,1.018075333E3
5.293876637E1,1.018074951E3
5.397706837E1,1.018074951E3
5.501534137E1,1.018074875E3
5.605364037E1,1.018074417E3
5.709196337E1,1.018074417E3
5.813025537E1,1.018074722E3
5.916859737E1,1.018075104E3
6.020691037E1,1.018076019E3
6.124518437E1,1.018076553E3
6.228345937E1,1.018077698E3
6.332183537E1,1.018077698E3
6.436019337E1,1.018074646E3
6.539854637E1,1.018070450E3
6.643688537E1,1.018065720E3
6.747521537E1,1.018059845E3
6.851350937E1,1.018055725E3
6.955185137E1,1.018050156E3
7.059017437E1,1.018045883E3
7.162846437E1,1.018044510E3
7.266678737E1,1.018044128E3
7.370509037E1,1.018042221E3
7.474340037E1,1.018038788E3
7.578166237E1,1.018031769E3
