"Time (s)","Distance (cm)"
1.330023461E2,5.000000000E0
1.335023461E2,5.000000000E0
1.340023461E2,5.000000000E0
1.345023461E2,5.000000000E0
1.350023461E2,5.000000000E0
1.355023461E2,5.000000000E0
1.360023461E2,5.000000000E0
1.365023461E2,5.000000000E0
1.370023461E2,5.000000000E0
1.375023461E2,5.000000000E0
1.380023461E2,5.000000000E0
1.385023461E2,5.000000000E0
1.390023461E2,5.000000000E0
1.395023461E2,5.000000000E0
1.400023461E2,5.000000000E0
1.405023461E2,5.000000000E0
1.410023461E2,5.000000000E0
1.415023461E2,5.000000000E0
1.420023461E2,5.000000000E0
1.425023461E2,5.000000000E0
1.430023461E2,5.000000000E0
1.435023461E2,5.000000000E0
1.440023461E2,5.000000000E0
1.445023461E2,5.000000000E0
1.450023461E2,5.000000000E0
1.455023461E2,5.000000000E0
1.460023461E2,5.000000000E0
1.465023461E2,5.000000000E0
1.470023461E2,5.000000000E0
1.475023461E2,5.000000000E0
1.480023461E2,5.000000000E0
1.485023461E2,5.000000000E0
1.490023461E2,5.000000000E0
1.495023461E2,5.000000000E0
1.500023461E2,5.000000000E0
1.505023461E2,5.000000000E0
1.510023461E2,5.000000000E0
1.515023461E2,5.000000000E0
1.520023461E2,5.000000000E0
1.525023461E2,5.000000000E0
1.530023461E2,5.000000000E0
1.535023461E2,5.000000000E0
1.540023461E2,5.000000000E0
1.545023461E2,5.000000000E0
1.550023461E2,5.000000000E0
1.555023461E2,5.000000000E0
1.560023461E2,5.000000000E0
1.565023461E2,5.000000000E0
1.570023461E2,5.000000000E0
1.575023461E2,5.000000000E0
1.580023461E2,5.000000000E0
1.585023461E2,5.000000000E0
1.590023461E2,5.000000000E0
1.595023461E2,5.000000000E0
1.600023461E2,5.000000000E0
1.605023461E2,5.000000000E0
1.610023461E2,5.000000000E0
1.615023461E2,5.000000000E0
1.620023461E2,5.000000000E0
1.625023461E2,5.000000000E0
1.630023461E2,5.000000000E0
1.635023461E2,5.000000000E0
1.640023461E2,5.000000000E0
1.645023461E2,5.000000000E0
1.650023461E2,5.000000000E0
1.655023461E2,5.000000000E0
1.660023461E2,5.000000000E0
1.665023461E2,5.000000000E0
1.670023461E2,5.000000000E0
1.675023461E2,5.000000000E0
1.680023461E2,5.000000000E0
1.685023461E2,5.000000000E0
1.690023461E2,5.000000000E0
1.695023461E2,5.000000000E0
1.700023461E2,5.000000000E0
1.705023461E2,5.000000000E0
1.710023461E2,5.000000000E0
1.715023461E2,5.000000000E0
1.720023461E2,5.000000000E0
1.725023461E2,5.000000000E0
1.730023461E2,5.000000000E0
1.735023461E2,5.000000000E0
1.740023461E2,5.000000000E0
1.745023461E2,5.000000000E0
1.750023461E2,5.000000000E0
1.755023461E2,5.000000000E0
1.760023461E2,5.000000000E0
1.765023461E2,5.000000000E0
1.770023461E2,5.000000000E0
1.775023461E2,5.000000000E0
1.780023461E2,5.000000000E0
1.785023461E2,5.000000000E0
1.790023461E2,5.000000000E0
1.795023461E2,5.000000000E0
1.800023461E2,5.000000000E0
1.805023461E2,5.000000000E0
1.810023461E2,5.000000000E0
1.815023461E2,5.000000000E0
1.820023461E2,5.000000000E0
1.825023461E2,5.000000000E0
1.830023461E2,5.000000000E0
1.835023461E2,5.000000000E0
1.840023461E2,5.000000000E0
1.845023461E2,5.000000000E0
1.850023461E2,5.000000000E0
1.855023461E2,5.000000000E0
1.860023461E2,5.000000000E0
1.865023461E2,5.000000000E0
1.870023461E2,5.000000000E0
1.875023461E2,5.000000000E0
1.880023461E2,5.000000000E0
1.885023461E2,5.000000000E0
1.890023461E2,5.000000000E0
1.895023461E2,5.000000000E0
1.900023461E2,5.000000000E0
1.905023461E2,5.000000000E0
1.910023461E2,5.000000000E0
1.915023461E2,5.000000000E0
1.920023461E2,5.000000000E0
1.925023461E2,5.000000000E0
1.930023461E2,5.000000000E0
1.935023461E2,5.000000000E0
1.940023461E2,5.000000000E0
1.945023461E2,5.000000000E0
1.950023461E2,5.000000000E0
1.955023461E2,5.000000000E0
1.960023461E2,5.000000000E0
1.965023461E2,5.000000000E0
1.970023461E2,5.000000000E0
1.975023461E2,5.000000000E0
1.980023461E2,5.000000000E0
1.985023461E2,5.000000000E0
1.990023461E2,5.000000000E0
1.995023461E2,5.000000000E0
2.000023461E2,5.000000000E0
2.005023461E2,5.000000000E0
2.010023461E2,5.000000000E0
2.015023461E2,5.000000000E0
2.020023461E2,5.000000000E0
2.025023461E2,5.000000000E0
2.030023461E2,5.000000000E0
2.035023461E2,5.000000000E0
2.040023461E2,5.000000000E0
2.045023461E2,5.000000000E0
2.050023461E2,5.000000000E0
2.055023461E2,5.000000000E0
2.060023461E2,5.000000000E0
2.065023461E2,5.000000000E0
2.070023461E2,5.000000000E0
2.075023461E2,5.000000000E0
2.080023461E2,5.000000000E0
2.085023461E2,5.000000000E0
2.090023461E2,5.000000000E0
2.095023461E2,5.000000000E0
2.100023461E2,5.000000000E0
2.105023461E2,5.000000000E0
2.110023461E2,5.000000000E0
2.115023461E2,5.000000000E0
2.120023461E2,5.000000000E0
2.125023461E2,5.000000000E0
2.130023461E2,5.000000000E0
2.135023461E2,5.000000000E0
2.140023461E2,5.000000000E0
2.145023461E2,5.000000000E0
2.150023461E2,5.000000000E0
2.155023461E2,5.000000000E0
2.160023461E2,5.000000000E0
2.165023461E2,5.000000000E0
2.170023461E2,5.000000000E0
2.175023461E2,5.000000000E0
2.180023461E2,5.000000000E0
2.185023461E2,5.000000000E0
2.190023461E2,5.000000000E0
2.195023461E2,5.000000000E0
2.200023461E2,5.000000000E0
2.205023461E2,5.000000000E0
2.210023461E2,5.000000000E0
2.215023461E2,5.000000000E0
2.220023461E2,5.000000000E0
2.225023461E2,5.000000000E0
2.230023461E2,5.000000000E0
2.235023461E2,5.000000000E0
2.240023461E2,5.000000000E0
2.245023461E2,5.000000000E0
2.250023461E2,5.000000000E0
2.255023461E2,5.000000000E0
2.260023461E2,5.000000000E0
2.265023461E2,5.000000000E0
2.270023461E2,5.000000000E0
2.275023461E2,5.000000000E0
2.280023461E2,5.000000000E0
2.285023461E2,5.000000000E0
2.290023461E2,5.000000000E0
2.295023461E2,5.000000000E0
2.300023461E2,5.000000000E0
2.305023461E2,5.000000000E0
2.310023461E2,5.000000000E0
2.315023461E2,5.000000000E0
2.320023461E2,5.000000000E0
2.325023461E2,5.000000000E0
2.330023461E2,5.000000000E0
2.335023461E2,5.000000000E0
2.340023461E2,5.000000000E0
2.345023461E2,5.000000000E0
2.350023461E2,5.000000000E0
2.355023461E2,5.000000000E0
2.360023461E2,5.000000000E0
2.365023461E2,5.000000000E0
2.370023461E2,5.000000000E0
2.375023461E2,5.000000000E0
2.380023461E2,5.000000000E0
2.385023461E2,5.000000000E0
2.390023461E2,5.000000000E0
2.395023461E2,5.000000000E0
2.400023461E2,5.000000000E0
2.405023461E2,5.000000000E0
2.410023461E2,5.000000000E0
2.415023461E2,5.000000000E0
2.420023461E2,5.000000000E0
2.425023461E2,5.000000000E0
2.430023461E2,5.000000000E0
2.435023461E2,5.000000000E0
2.440023461E2,5.000000000E0
2.445023461E2,5.000000000E0
2.450023461E2,5.000000000E0
2.455023461E2,5.000000000E0
2.460023461E2,5.000000000E0
2.465023461E2,5.000000000E0
2.470023461E2,5.000000000E0
2.475023461E2,5.000000000E0
2.480023461E2,5.000000000E0
2.485023461E2,5.000000000E0
2.490023461E2,5.000000000E0
2.495023461E2,5.000000000E0
2.500023461E2,5.000000000E0
2.505023461E2,5.000000000E0
2.510023461E2,5.000000000E0
2.515023461E2,5.000000000E0
2.520023461E2,5.000000000E0
2.525023461E2,5.000000000E0
2.530023461E2,5.000000000E0
2.535023461E2,5.000000000E0
2.540023461E2,5.000000000E0
2.545023461E2,5.000000000E0
2.550023461E2,5.000000000E0
2.555023461E2,5.000000000E0
2.560023461E2,5.000000000E0
2.565023461E2,5.000000000E0
2.570023461E2,5.000000000E0
2.575023461E2,5.000000000E0
2.580023461E2,5.000000000E0
2.585023461E2,5.000000000E0
2.590023461E2,5.000000000E0
2.595023461E2,5.000000000E0
2.600023461E2,5.000000000E0
2.605023461E2,5.000000000E0
2.610023461E2,5.000000000E0
2.615023461E2,5.000000000E0
2.620023461E2,5.000000000E0
2.625023461E2,5.000000000E0
2.630023461E2,5.000000000E0
2.635023461E2,5.000000000E0
2.640023461E2,5.000000000E0
2.645023461E2,5.000000000E0
2.650023461E2,5.000000000E0
2.655023461E2,5.000000000E0
2.660023461E2,5.000000000E0
2.665023461E2,5.000000000E0
2.670023461E2,5.000000000E0
2.675023461E2,5.000000000E0
2.680023461E2,5.000000000E0
2.685023461E2,5.000000000E0
2.690023461E2,5.000000000E0
2.695023461E2,5.000000000E0
2.700023461E2,5.000000000E0
2.705023461E2,5.000000000E0
2.710023461E2,5.000000000E0
2.715023461E2,5.000000000E0
2.720023461E2,5.000000000E0
2.725023461E2,5.000000000E0
2.730023461E2,5.000000000E0
2.735023461E2,5.000000000E0
2.740023461E2,5.000000000E0
2.745023461E2,5.000000000E0
2.750023461E2,5.000000000E0
2.755023461E2,5.000000000E0
2.760023461E2,5.000000000E0
2.765023461E2,5.000000000E0
2.770023461E2,5.000000000E0
2.775023461E2,5.000000000E0
2.780023461E2,5.000000000E0
2.785023461E2,5.000000000E0
2.790023461E2,5.000000000E0
2.795023461E2,5.000000000E0
2.800023461E2,5.000000000E0
2.805023461E2,5.000000000E0
2.810023461E2,5.000000000E0
2.815023461E2,5.000000000E0
2.820023461E2,5.000000000E0
2.825023461E2,5.000000000E0
2.830023461E2,5.000000000E0
2.835023461E2,5.000000000E0
2.840023461E2,5.000000000E0
2.845023461E2,5.000000000E0
2.850023461E2,5.000000000E0
2.855023461E2,5.000000000E0
2.860023461E2,5.000000000E0
2.865023461E2,5.000000000E0
2.870023461E2,5.000000000E0
2.875023461E2,5.000000000E0
2.880023461E2,5.000000000E0
2.885023461E2,5.000000000E0
2.890023461E2,5.000000000E0
2.895023461E2,5.000000000E0
2.900023461E2,5.000000000E0
2.905023461E2,5.000000000E0
2.910023461E2,5.000000000E0
2.915023461E2,5.000000000E0
2.920023461E2,5.000000000E0
2.925023461E2,5.000000000E0
2.930023461E2,5.000000000E0
2.935023461E2,5.000000000E0
2.940023461E2,5.000000000E0
2.945023461E2,5.000000000E0
2.950023461E2,5.000000000E0
2.955023461E2,5.000000000E0
2.960023461E2,5.000000000E0
2.965023461E2,5.000000000E0
2.970023461E2,5.000000000E0
2.975023461E2,5.000000000E0
2.980023461E2,5.000000000E0
2.985023461E2,5.000000000E0
2.990023461E2,5.000000000E0
2.995023461E2,5.000000000E0
3.000023461E2,5.000000000E0
3.005023461E2,5.000000000E0
3.010023461E2,5.000000000E0
3.015023461E2,5.000000000E0
3.020023461E2,5.000000000E0
3.025023461E2,5.000000000E0
3.030023461E2,5.000000000E0
3.035023461E2,5.000000000E0
3.040023461E2,5.000000000E0
3.045023461E2,5.000000000E0
3.050023461E2,5.000000000E0
3.055023461E2,5.000000000E0
3.060023461E2,5.000000000E0
3.065023461E2,5.000000000E0
3.070023461E2,5.000000000E0
3.075023461E2,5.000000000E0
3.080023461E2,5.000000000E0
3.085023461E2,5.000000000E0
3.090023461E2,5.000000000E0
3.095023461E2,5.000000000E0
3.100023461E2,5.000000000E0
3.105023461E2,5.000000000E0
3.110023461E2,5.000000000E0
3.115023461E2,5.000000000E0
3.120023461E2,5.000000000E0
3.125023461E2,5.000000000E0
3.130023461E2,5.000000000E0
3.135023461E2,5.000000000E0
3.140023461E2,5.000000000E0
3.145023461E2,5.000000000E0
3.150023461E2,5.000000000E0
3.155023461E2,5.000000000E0
3.160023461E2,5.000000000E0
3.165023461E2,5.000000000E0
3.170023461E2,5.000000000E0
3.175023461E2,5.000000000E0
3.180023461E2,5.000000000E0
3.185023461E2,5.000000000E0
3.190023461E2,5.000000000E0
3.195023461E2,5.000000000E0
3.200023461E2,5.000000000E0
3.205023461E2,5.000000000E0
3.210023461E2,5.000000000E0
3.215023461E2,5.000000000E0
3.220023461E2,5.000000000E0
3.225023461E2,5.000000000E0
3.230023461E2,5.000000000E0
3.235023461E2,5.000000000E0
3.240023461E2,5.000000000E0
3.245023461E2,5.000000000E0
3.250023461E2,5.000000000E0
3.255023461E2,5.000000000E0
3.260023461E2,5.000000000E0
3.265023461E2,5.000000000E0
3.270023461E2,5.000000000E0
3.275023461E2,5.000000000E0
3.280023461E2,5.000000000E0
3.285023461E2,5.000000000E0
3.290023461E2,5.000000000E0
3.295023461E2,5.000000000E0
3.300023461E2,5.000000000E0
3.305023461E2,5.000000000E0
3.310023461E2,5.000000000E0
3.315023461E2,5.000000000E0
3.320023461E2,5.000000000E0
3.325023461E2,5.000000000E0
3.330023461E2,5.000000000E0
3.335023461E2,5.000000000E0
3.340023461E2,5.000000000E0
3.345023461E2,5.000000000E0
3.350023461E2,5.000000000E0
3.355023461E2,5.000000000E0
3.360023461E2,5.000000000E0
3.365023461E2,5.000000000E0
3.370023461E2,5.000000000E0
3.375023461E2,5.000000000E0
3.380023461E2,5.000000000E0
3.385023461E2,5.000000000E0
3.390023461E2,5.000000000E0
3.395023461E2,5.000000000E0
3.400023461E2,5.000000000E0
3.405023461E2,5.000000000E0
3.410023461E2,5.000000000E0
3.415023461E2,5.000000000E0
3.420023461E2,5.000000000E0
3.425023461E2,5.000000000E0
3.430023461E2,5.000000000E0
3.435023461E2,5.000000000E0
3.440023461E2,5.000000000E0
3.445023461E2,5.000000000E0
3.450023461E2,5.000000000E0
3.455023461E2,5.000000000E0
3.460023461E2,5.000000000E0
3.465023461E2,5.000000000E0
3.470023461E2,5.000000000E0
3.475023461E2,5.000000000E0
3.480023461E2,5.000000000E0
3.485023461E2,5.000000000E0
3.490023461E2,5.000000000E0
3.495023461E2,5.000000000E0
3.500023461E2,5.000000000E0
3.505023461E2,5.000000000E0
3.510023461E2,5.000000000E0
3.515023461E2,5.000000000E0
3.520023461E2,5.000000000E0
3.525023461E2,5.000000000E0
3.530023461E2,5.000000000E0
3.535023461E2,5.000000000E0
3.540023461E2,5.000000000E0
3.545023461E2,5.000000000E0
3.550023461E2,5.000000000E0
3.555023461E2,5.000000000E0
3.560023461E2,5.000000000E0
3.565023461E2,5.000000000E0
3.570023461E2,5.000000000E0
3.575023461E2,5.000000000E0
3.580023461E2,5.000000000E0
3.585023461E2,5.000000000E0
3.590023461E2,5.000000000E0
3.595023461E2,5.000000000E0
3.600023461E2,5.000000000E0
3.605023461E2,5.000000000E0
3.610023461E2,5.000000000E0
3.615023461E2,5.000000000E0
3.620023461E2,5.000000000E0
3.625023461E2,5.000000000E0
3.630023461E2,5.000000000E0
3.635023461E2,5.000000000E0
3.640023461E2,5.000000000E0
3.645023461E2,5.000000000E0
3.650023461E2,5.000000000E0
3.655023461E2,5.000000000E0
3.660023461E2,5.000000000E0
3.665023461E2,5.000000000E0
3.670023461E2,5.000000000E0
3.675023461E2,5.000000000E0
3.680023461E2,5.000000000E0
3.685023461E2,5.000000000E0
3.690023461E2,5.000000000E0
3.695023461E2,5.000000000E0
3.700023461E2,5.000000000E0
3.705023461E2,5.000000000E0
3.710023461E2,5.000000000E0
3.715023461E2,5.000000000E0
3.720023461E2,5.000000000E0
3.725023461E2,5.000000000E0
3.730023461E2,5.000000000E0
3.735023461E2,5.000000000E0
3.740023461E2,5.000000000E0
3.745023461E2,5.000000000E0
3.750023461E2,5.000000000E0
3.755023461E2,5.000000000E0
3.760023461E2,5.000000000E0
3.765023461E2,5.000000000E0
3.770023461E2,5.000000000E0
3.775023461E2,5.000000000E0
3.780023461E2,5.000000000E0
3.785023461E2,5.000000000E0
3.790023461E2,5.000000000E0
3.795023461E2,5.000000000E0
3.800023461E2,5.000000000E0
3.805023461E2,5.000000000E0
3.810023461E2,5.000000000E0
3.815023461E2,5.000000000E0
3.820023461E2,5.000000000E0
3.825023461E2,5.000000000E0
3.830023461E2,5.000000000E0
3.835023461E2,5.000000000E0
3.840023461E2,5.000000000E0
3.845023461E2,5.000000000E0
3.850023461E2,5.000000000E0
3.855023461E2,5.000000000E0
3.860023461E2,5.000000000E0
3.865023461E2,5.000000000E0
3.870023461E2,5.000000000E0
3.875023461E2,5.000000000E0
3.880023461E2,5.000000000E0
3.885023461E2,5.000000000E0
3.890023461E2,5.000000000E0
3.895023461E2,5.000000000E0
3.900023461E2,5.000000000E0
3.905023461E2,5.000000000E0
3.910023461E2,5.000000000E0
3.915023461E2,5.000000000E0
3.920023461E2,5.000000000E0
3.925023461E2,5.000000000E0
3.930023461E2,5.000000000E0
3.935023461E2,5.000000000E0
3.940023461E2,5.000000000E0
3.945023461E2,5.000000000E0
3.950023461E2,5.000000000E0
3.955023461E2,5.000000000E0
3.960023461E2,5.000000000E0
3.965023461E2,5.000000000E0
3.970023461E2,5.000000000E0
3.975023461E2,5.000000000E0
3.980023461E2,5.000000000E0
3.985023461E2,5.000000000E0
3.990023461E2,5.000000000E0
3.995023461E2,5.000000000E0
4.000023461E2,5.000000000E0
4.005023461E2,5.000000000E0
4.010023461E2,5.000000000E0
4.015023461E2,5.000000000E0
4.020023461E2,5.000000000E0
4.025023461E2,5.000000000E0
4.030023461E2,5.000000000E0
4.035023461E2,5.000000000E0
4.040023461E2,5.000000000E0
4.045023461E2,5.000000000E0
4.050023461E2,5.000000000E0
4.055023461E2,5.000000000E0
4.060023461E2,5.000000000E0
4.065023461E2,5.000000000E0
4.070023461E2,5.000000000E0
4.075023461E2,5.000000000E0
4.080023461E2,5.000000000E0
4.085023461E2,5.000000000E0
4.090023461E2,5.000000000E0
4.095023461E2,5.000000000E0
4.100023461E2,5.000000000E0
4.105023461E2,5.000000000E0
4.110023461E2,5.000000000E0
4.115023461E2,5.000000000E0
4.120023461E2,5.000000000E0
4.125023461E2,5.000000000E0
4.130023461E2,5.000000000E0
4.135023461E2,5.000000000E0
4.140023461E2,5.000000000E0
4.145023461E2,5.000000000E0
4.150023461E2,5.000000000E0
4.155023461E2,5.000000000E0
4.160023461E2,5.000000000E0
4.165023461E2,5.000000000E0
4.170023461E2,5.000000000E0
4.175023461E2,5.000000000E0
4.180023461E2,5.000000000E0
4.185023461E2,5.000000000E0
4.190023461E2,5.000000000E0
4.195023461E2,5.000000000E0
4.200023461E2,5.000000000E0
4.205023461E2,5.000000000E0
4.210023461E2,5.000000000E0
4.215023461E2,5.000000000E0
4.220023461E2,5.000000000E0
4.225023461E2,5.000000000E0
4.230023461E2,5.000000000E0
4.235023461E2,5.000000000E0
4.240023461E2,5.000000000E0
4.245023461E2,5.000000000E0
4.250023461E2,5.000000000E0
4.255023461E2,5.000000000E0
4.260023461E2,5.000000000E0
4.265023461E2,5.000000000E0
4.270023461E2,5.000000000E0
4.275023461E2,5.000000000E0
4.280023461E2,5.000000000E0
4.285023461E2,5.000000000E0
4.290023461E2,5.000000000E0
4.295023461E2,5.000000000E0
4.300023461E2,5.000000000E0
4.305023461E2,5.000000000E0
4.310023461E2,5.000000000E0
4.315023461E2,5.000000000E0
4.320023461E2,5.000000000E0
4.325023461E2,5.000000000E0
4.330023461E2,5.000000000E0
4.335023461E2,5.000000000E0
4.340023461E2,5.000000000E0
4.345023461E2,5.000000000E0
4.350023461E2,5.000000000E0
4.355023461E2,5.000000000E0
4.360023461E2,5.000000000E0
