"Time (s)","X (µT)","Y (µT)","Z (µT)"
1.015950000E-2,-5.645310211E1,-5.633782959E1,-1.139467773E2
5.077492083E-1,-5.460575867E1,-5.654864502E1,-1.143400269E2
1.005338208E0,-5.696103668E1,-5.616035461E1,-1.127816772E2
1.502926708E0,-5.580213928E1,-5.622663879E1,-1.130614624E2
2.000515708E0,-5.625042725E1,-5.656115723E1,-1.127924805E2
2.498106125E0,-5.644831848E1,-5.643148804E1,-1.128220825E2
2.995695125E0,-5.554673767E1,-5.675074768E1,-1.142020264E2
3.493284833E0,-5.504006577E1,-5.684046936E1,-1.138004761E2
3.990873833E0,-5.624847412E1,-5.634020996E1,-1.131245117E2
4.488463833E0,-5.610873032E1,-5.649040222E1,-1.133723145E2
4.986052833E0,-5.637326431E1,-5.643394470E1,-1.125502930E2
5.483642250E0,-5.598348999E1,-5.685159302E1,-1.140108032E2
5.981231250E0,-5.665027618E1,-5.627503967E1,-1.119417725E2
6.478819583E0,-5.771464539E1,-5.686647034E1,-1.125108032E2
6.976407583E0,-5.716886902E1,-5.654737854E1,-1.123672485E2
7.473996333E0,-5.647672272E1,-5.654750061E1,-1.131591187E2
7.971584333E0,-5.503054810E1,-5.694305420E1,-1.140523682E2
8.469171958E0,-5.538037491E1,-5.667010498E1,-1.132318115E2
8.966759958E0,-5.667346191E1,-5.664352417E1,-1.123627930E2
9.464346625E0,-5.625520325E1,-5.663560486E1,-1.118112793E2
9.961934625E0,-5.621105576E1,-5.670379639E1,-1.117770996E2
1.045952221E1,-5.595164490E1,-5.744987488E1,-1.143253784E2
1.095711021E1,-5.779713058E1,-5.350253296E1,-1.039082031E2
1.145469671E1,-5.263198853E1,-5.423876953E1,-1.045122070E2
1.195228371E1,-5.572852325E1,-5.207994080E1,-1.005268555E2
1.244987233E1,-5.424147034E1,-5.338096619E1,-1.051739502E2
1.294745933E1,-5.413089752E1,-5.389538574E1,-1.109267578E2
1.344504596E1,-5.263337326E1,-5.440032959E1,-1.121513672E2
1.394263296E1,-4.624028778E1,-5.913354492E1,-1.125546265E2
1.444021938E1,-4.632227325E1,-5.609797668E1,-1.133471680E2
1.493780537E1,-4.455602646E1,-5.775250244E1,-1.130736084E2
1.543539175E1,-4.347837067E1,-5.942655945E1,-1.120019531E2
1.593297875E1,-4.350561142E1,-5.910934448E1,-1.110259399E2
1.643056475E1,-4.380149841E1,-5.765592957E1,-1.076603394E2
1.692814975E1,-4.710590363E1,-5.513693237E1,-1.007540894E2
1.742573550E1,-4.524207687E1,-5.772396851E1,-1.077460938E2
1.792332050E1,-4.472705460E1,-5.742536926E1,-1.064219360E2
1.842090737E1,-4.760792542E1,-5.337870789E1,-9.997991943E1
1.891849237E1,-4.527277756E1,-5.448835754E1,-1.060437622E2
1.941607708E1,-5.187989807E1,-5.203472900E1,-1.083677368E2
1.991366208E1,-5.184279633E1,-5.191885376E1,-1.102572632E2
2.041124546E1,-5.127217484E1,-5.286468506E1,-1.122805176E2
2.090883046E1,-5.065006256E1,-5.371630859E1,-1.118532104E2
2.140641633E1,-5.084583664E1,-5.369256592E1,-1.140827637E2
2.190400133E1,-5.002541351E1,-5.457281494E1,-1.135744629E2
2.240158546E1,-5.169657898E1,-5.495327759E1,-1.132745361E2
2.289917046E1,-5.045544815E1,-5.527005005E1,-1.143929443E2
2.339675583E1,-5.148994064E1,-5.522383118E1,-1.140064697E2
2.389434183E1,-4.946998596E1,-5.851710510E1,-1.123765259E2
2.439192825E1,-5.026726151E1,-5.784693909E1,-1.128464966E2
2.488951425E1,-5.106421661E1,-5.811358643E1,-1.126213379E2
2.538710025E1,-4.964521790E1,-5.880291748E1,-1.128893433E2
2.588468608E1,-4.979545593E1,-5.870600891E1,-1.118298950E2
2.638227108E1,-4.901293564E1,-5.933493042E1,-1.130432129E2
2.687985650E1,-4.887744141E1,-5.908807373E1,-1.126649780E2
2.737744250E1,-4.994393921E1,-5.751568604E1,-1.084569092E2
2.787502788E1,-5.042720032E1,-5.412863159E1,-9.978979492E1
2.837261288E1,-4.895067596E1,-5.630305481E1,-1.041792603E2
2.887019821E1,-4.742947388E1,-5.375959778E1,-9.623138428E1
2.936778321E1,-4.843956757E1,-5.506234741E1,-9.953814697E1
2.986536783E1,-5.023207855E1,-5.570558167E1,-1.079191895E2
3.036295283E1,-4.976002502E1,-5.489421082E1,-1.090670166E2
3.086053808E1,-4.887041473E1,-5.748019409E1,-1.128120728E2
3.135812308E1,-4.404933167E1,-5.912614441E1,-1.108697510E2
3.185570783E1,-4.074930573E1,-6.450500488E1,-1.056552734E2
3.235329183E1,-4.096848297E1,-6.293611145E1,-1.085196533E2
3.285087700E1,-3.944259644E1,-6.350788879E1,-1.076963501E2
3.334846200E1,-3.845060730E1,-6.466632080E1,-1.062506104E2
3.384604708E1,-3.818975449E1,-6.395928955E1,-1.084956665E2
3.434363208E1,-3.690969467E1,-6.525975037E1,-1.054129028E2
3.484121683E1,-3.359100342E1,-6.804528809E1,-9.919030762E1
3.533880283E1,-3.112235069E1,-6.460380554E1,-9.165313721E1
3.583638908E1,-2.317094421E1,-6.994992065E1,-8.831542969E1
3.633397508E1,-2.554486084E1,-6.564149475E1,-8.952484131E1
3.683156046E1,-2.398177338E1,-6.799015808E1,-9.360723877E1
3.732914746E1,-2.396723938E1,-6.851004028E1,-9.307653809E1
3.782673421E1,-1.844565964E1,-6.999322510E1,-8.952478027E1
3.832432121E1,-1.572078991E1,-7.113870239E1,-8.860931396E1
3.882190833E1,-1.319602966E1,-7.249044800E1,-8.794799805E1
3.931949633E1,-1.258586311E1,-7.302954102E1,-8.628125000E1
3.981708275E1,-9.793530464E0,-7.129164124E1,-8.475341797E1
4.031466975E1,-9.893081665E0,-7.203012085E1,-8.135473633E1
4.081225775E1,-7.783224106E0,-7.383522034E1,-8.166540527E1
4.130984475E1,-6.694288254E0,-7.354681396E1,-8.122235107E1
4.180743238E1,-5.457965851E0,-7.431889343E1,-8.163708496E1
4.230502038E1,-3.535062790E0,-7.475524902E1,-8.085424805E1
4.280260896E1,-3.019935608E0,-7.439674377E1,-8.049749756E1
4.330019696E1,-2.614048004E0,-7.531921387E1,-8.057910156E1
4.379778458E1,-1.455022812E0,-7.617872620E1,-8.069421387E1
4.429537258E1,-1.397264481E0,-7.262588501E1,-7.281140137E1
4.479296125E1,1.315294266E0,-7.278599548E1,-7.354962158E1
4.529054925E1,4.806242943E0,-6.975755310E1,-7.078631592E1
4.578813808E1,7.860426903E0,-6.802552795E1,-7.006646729E1
4.628572608E1,9.235079765E0,-6.675578308E1,-7.100360107E1
4.678331508E1,1.004872513E1,-6.026243591E1,-6.459448242E1
