"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (°)"
5.089030266E-1,5.200211169E1,4.383895194E0,-7.843154698E-1,2.765358090E-1,NaN,8.348926681E0,2.400000095E0
1.508910298E0,5.200210724E1,4.383910154E0,-8.819916073E-1,1.006835476E-1,NaN,6.110823037E0,2.400000095E0
2.508841276E0,5.200211157E1,4.383918864E0,-9.118860773E-1,5.772706121E-2,NaN,4.478345366E0,2.400000095E0
3.508842349E0,5.200210976E1,4.383922743E0,-9.427799737E-1,2.192456722E-1,NaN,3.904637323E0,2.400000095E0
4.508847356E0,5.200210912E1,4.383924131E0,-9.496049382E-1,2.150020748E-2,NaN,3.587139076E0,2.400000095E0
5.508848786E0,5.200210808E1,4.383928250E0,-9.786006879E-1,6.923162937E-2,NaN,3.365767136E0,2.400000095E0
6.508851051E0,5.200210582E1,4.383931492E0,-9.460078016E-1,1.141823977E-1,NaN,3.232686057E0,2.400000095E0
7.508857846E0,5.200210295E1,4.383936211E0,-9.498544011E-1,9.130436927E-2,NaN,3.164086502E0,2.400000095E0
8.508857846E0,5.200210295E1,4.383936211E0,-9.498543330E-1,9.130436927E-2,NaN,4.710984904E0,3.410448397E0
9.508856773E0,5.200210016E1,4.383940420E0,-9.245641958E-1,9.142585099E-2,NaN,4.708936283E0,3.413276448E0
1.050885880E1,5.200209940E1,4.383944737E0,-9.436233714E-1,7.698101550E-2,NaN,4.735200806E0,3.376745528E0
1.150885642E1,5.200209940E1,4.383944737E0,-9.436233714E-1,0.000000000E0,3.599999977E2,4.757556912E0,3.345174026E0
1.250885284E1,5.200209940E1,4.383944737E0,-9.436233714E-1,0.000000000E0,NaN,4.773133600E0,3.322910271E0
1.350885952E1,5.200209784E1,4.383946371E0,-9.958482338E-1,1.339542270E-1,NaN,4.779127111E0,3.314284401E0
1.450886047E1,5.200209773E1,4.383941199E0,-9.633408841E-1,2.145548463E-1,NaN,4.772224060E0,3.324216382E0
1.550885904E1,5.200209793E1,4.383944615E0,-9.517154191E-1,1.052664965E-1,NaN,4.777642125E0,3.316424695E0
1.650886238E1,5.200210057E1,4.383946384E0,-9.853090793E-1,8.552213758E-2,NaN,4.777668712E0,3.316386393E0
1.750886822E1,5.200210073E1,4.383950221E0,-9.626095612E-1,1.310829669E-1,NaN,4.754137597E0,3.350031753E0
