"Time (s)","X (µT)","Y (µT)","Z (µT)"
1.161520832E-2,-4.903430939E0,-4.505136108E1,-5.976440430E0
5.092542083E-1,-3.860395432E0,-3.918661499E1,-1.225952148E0
1.006892125E0,-5.982439041E0,-2.745562744E1,-1.782354736E1
1.504530125E0,-6.395666122E0,-4.156741333E1,-2.395233154E1
2.002168083E0,-9.703161240E0,-4.404193115E1,-2.871533203E1
2.499806083E0,-1.078179550E1,-4.765637207E1,-2.752008057E1
2.997444625E0,-1.188972092E1,-4.744216919E1,-2.726757812E1
3.495082625E0,-1.273687363E1,-4.870599365E1,-2.989294434E1
3.992721583E0,-1.340982246E1,-4.793899536E1,-3.082916260E1
4.490359583E0,-1.330970192E1,-4.875479126E1,-3.171295166E1
4.987996958E0,-1.327559662E1,-5.009149170E1,-3.182562256E1
5.485635958E0,-1.337750244E1,-5.056021118E1,-3.150500488E1
5.983273833E0,-1.339861870E1,-4.965853882E1,-3.159283447E1
6.480911833E0,-1.341172409E1,-4.938873291E1,-3.126318359E1
6.978549333E0,-1.352878571E1,-4.924740601E1,-3.121392822E1
7.476186333E0,-1.346819115E1,-4.920257568E1,-3.130578613E1
7.973822833E0,-1.342790222E1,-4.925643921E1,-3.139562988E1
8.471459833E0,-1.341404915E1,-4.923956299E1,-3.127465820E1
8.969095125E0,-1.338317680E1,-4.883804321E1,-3.097119141E1
9.466730125E0,-1.339933395E1,-4.891864014E1,-3.120776367E1
9.964366208E0,-1.333071518E1,-4.896923828E1,-3.120294189E1
1.046200121E1,-1.322773743E1,-4.911856079E1,-3.093444824E1
1.095963533E1,-1.350034142E1,-4.885522461E1,-3.136474609E1
1.145726933E1,-1.329906273E1,-4.874624634E1,-3.120404053E1
1.195490363E1,-1.316152954E1,-4.879833984E1,-3.154516602E1
1.245253763E1,-1.326585197E1,-4.876983643E1,-3.137243652E1
1.295017008E1,-1.306811523E1,-4.872558594E1,-3.154321289E1
1.344780208E1,-1.325369835E1,-4.891790771E1,-3.128613281E1
1.394543421E1,-1.311648178E1,-4.900952148E1,-3.145111084E1
1.444306621E1,-1.293473625E1,-4.872766113E1,-3.081024170E1
1.494069783E1,-1.298159981E1,-4.859951782E1,-3.019567871E1
1.543832883E1,-1.295865250E1,-4.857141113E1,-3.040521240E1
1.593595875E1,-1.298367500E1,-4.842053223E1,-3.024963379E1
1.643358875E1,-1.295258522E1,-4.854052734E1,-2.996002197E1
1.693121875E1,-1.292019653E1,-4.863482666E1,-2.998162842E1
1.742884775E1,-1.297417068E1,-4.843609619E1,-3.029223633E1
1.792647625E1,-1.274939728E1,-4.844378662E1,-3.028143311E1
1.842410525E1,-1.269575310E1,-4.845651245E1,-3.045770264E1
1.892173408E1,-1.274361610E1,-4.810525513E1,-2.973468018E1
1.941936208E1,-1.241313934E1,-4.816549683E1,-2.975799561E1
1.991698908E1,-1.281408691E1,-4.802926636E1,-2.952166748E1
2.041461708E1,-1.287523651E1,-4.796881104E1,-2.939489746E1
