"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
1.161520832E-2,3.677138090E-1,-1.024026796E-2,-1.065427735E-1
5.092542083E-1,-5.356059596E-2,8.880507201E-2,-5.662070587E-2
1.006892125E0,6.521251798E-2,4.393418133E-2,-4.920626804E-2
1.504530125E0,1.504285261E-2,1.515202504E-2,-2.179778181E-2
2.002168083E0,-7.245054096E-2,5.522778258E-2,-1.321922429E-2
2.499806083E0,1.505269762E-2,8.790681139E-3,-1.768027805E-2
2.997444625E0,-2.328327857E-3,-5.409411155E-3,3.608326241E-2
3.495082625E0,8.819573559E-3,-6.434685551E-3,-2.671895549E-3
3.992721583E0,2.173451707E-3,3.299992904E-2,-2.790438756E-2
4.490359583E0,-7.922461256E-3,2.409369126E-2,-1.064424310E-2
4.987996958E0,-1.767958631E-3,7.242148276E-3,-4.800096154E-3
5.485635958E0,-4.711141065E-2,-1.558234822E-2,-2.347322181E-2
5.983273833E0,-1.658118702E-2,3.441525158E-3,6.560056005E-3
6.480911833E0,-4.903450608E-3,-3.848798573E-3,1.080980618E-2
6.978549333E0,-8.939638734E-3,1.172071695E-2,-2.311401535E-3
7.476186333E0,8.595912717E-3,-1.962295733E-3,-9.966032580E-3
7.973822833E0,2.268603072E-3,1.296680700E-2,-9.853085503E-4
8.471459833E0,4.259381443E-3,-6.561568007E-3,3.639032599E-3
8.969095125E0,-1.325980853E-2,6.751538720E-3,4.473264795E-3
9.466730125E0,-2.315880032E-3,-2.310452517E-3,6.343044341E-3
9.964366208E0,-6.135288160E-3,2.388795838E-5,6.105263252E-3
1.046200121E1,-1.065259799E-2,1.053760387E-2,-6.615301128E-3
1.095963533E1,-3.273852635E-3,-8.657336235E-3,7.708872668E-3
1.145726933E1,-5.188284907E-3,-8.408259600E-3,4.205349833E-3
1.195490363E1,-1.520173857E-3,1.304445509E-2,-8.886260912E-3
1.245253763E1,-3.581112716E-3,6.744260900E-3,-1.443406567E-3
1.295017008E1,-6.568551995E-3,-1.221744437E-2,4.325105343E-3
1.344780208E1,1.613512635E-2,-5.821658298E-3,-4.531355575E-3
1.394543421E1,3.565000370E-3,7.289321627E-3,-4.165553022E-3
1.444306621E1,2.590487711E-3,-5.638786592E-3,-2.101620194E-3
1.494069783E1,-1.018853672E-2,1.147347037E-3,-1.265662722E-3
1.543832883E1,-1.322590397E-3,1.110092830E-2,-3.259697463E-3
1.593595875E1,9.624021128E-3,-6.889924407E-6,-3.668640507E-3
1.643358875E1,-4.712367954E-4,-1.564176381E-2,9.311523288E-3
1.693121875E1,9.202273563E-3,-4.429495893E-3,-3.474942409E-3
1.742884775E1,7.514934987E-3,9.440574795E-3,-7.242119871E-3
1.792647625E1,-1.205435372E-3,-4.328610376E-3,6.067822687E-4
1.842410525E1,3.620130476E-3,-3.791777417E-3,7.064513396E-3
1.892173408E1,-5.982007366E-3,1.063050330E-2,-5.240479484E-3
1.941936208E1,-5.935163237E-3,8.046161383E-3,2.110692672E-3
1.991698908E1,8.132632822E-3,-1.422297675E-2,5.872762762E-3
2.041461708E1,-1.032854617E-2,-2.442331053E-3,9.489189833E-4
2.091224321E1,8.497399278E-3,1.306934096E-2,-4.482756555E-2
2.140987021E1,-1.074837707E-2,-4.442710429E-3,7.732335012E-3
2.190749658E1,1.661331276E-3,-1.598312519E-4,1.254593488E-3
2.240512258E1,-4.585439805E-3,-9.798618965E-3,3.790030628E-2
2.290274787E1,-6.143243983E-3,1.897333190E-2,4.642871208E-3
2.340037387E1,3.714889288E-2,1.573662460E-2,-2.973262221E-2
2.389799796E1,7.292346098E-3,5.333058070E-3,-1.362613868E-3
2.439562196E1,5.928177014E-2,4.708891734E-2,-4.632053524E-2
2.489324646E1,3.407798649E-4,1.122442819E-2,3.751874901E-3
2.539087046E1,8.276137523E-3,2.407763898E-2,4.057149217E-2
2.588849471E1,-1.034693886E-2,1.214371435E-2,-5.037424155E-3
2.638611871E1,-2.608104050E-2,1.690258458E-2,1.258650608E-2
2.688374171E1,-4.223285615E-2,9.114836343E-3,-9.464304894E-4
2.738136471E1,-6.118160114E-2,2.040494233E-2,6.710674148E-3
2.787898658E1,-2.913034335E-2,-7.325286046E-3,-1.149884332E-2
