"Time (s)","X (hPa)"
-5.527102917E-1,1.016955872E3
4.481467083E-1,1.016958160E3
1.448994708E0,1.016959610E3
2.449871708E0,1.016959610E3
3.450725708E0,1.016956940E3
3.807899708E0,1.016956940E3
4.875523708E0,1.016959305E3
5.943145708E0,1.016959686E3
7.010743708E0,1.016960831E3
8.078355708E0,1.016963272E3
9.146007708E0,1.016965637E3
1.021360771E1,1.016965637E3
1.128119871E1,1.016965637E3
1.234879371E1,1.016966629E3
1.341639171E1,1.016967697E3
1.448395871E1,1.016968155E3
1.555156271E1,1.016969604E3
1.661915371E1,1.016970825E3
1.768676271E1,1.016971359E3
1.875436971E1,1.016971512E3
1.982201171E1,1.016972351E3
2.088963271E1,1.016977005E3
2.195724071E1,1.016983109E3
2.302480971E1,1.016983109E3
2.409235271E1,1.016974411E3
2.515990871E1,1.016951981E3
2.622747171E1,1.016927032E3
2.729505871E1,1.016912384E3
2.836262571E1,1.016912384E3
2.943019071E1,1.016952744E3
3.049779071E1,1.017003937E3
3.156538571E1,1.017033386E3
3.263295071E1,1.017040939E3
3.370051871E1,1.017040939E3
3.476810271E1,1.017015305E3
3.583571471E1,1.016991501E3
3.690333971E1,1.016984177E3
3.797093871E1,1.016982727E3
3.903847271E1,1.016979065E3
4.010605871E1,1.016977158E3
4.117366871E1,1.016961365E3
4.224125171E1,1.016949387E3
4.330882071E1,1.016948090E3
4.437640171E1,1.016948090E3
4.569134771E1,1.016949387E3
4.702138371E1,1.016957169E3
4.835144471E1,1.016957169E3
4.968152271E1,1.016957169E3
5.101162571E1,1.016957779E3
5.234171771E1,1.016964111E3
5.367176471E1,1.016964417E3
5.500186271E1,1.016975098E3
5.633204171E1,1.016981888E3
5.766212271E1,1.016985855E3
5.899225171E1,1.016985855E3
6.032237671E1,1.016981888E3
6.165246171E1,1.016977158E3
6.298257671E1,1.016975098E3
6.431263871E1,1.016975098E3
6.564275071E1,1.016975098E3
6.697282571E1,1.016969986E3
6.830293671E1,1.016961441E3
6.963303571E1,1.016944199E3
7.096311971E1,1.016928940E3
7.229322271E1,1.016911240E3
7.362330471E1,1.016902466E3
7.495339071E1,1.016896286E3
7.628345071E1,1.016896286E3
7.761355071E1,1.016896362E3
7.894368071E1,1.016898499E3
8.027389771E1,1.016904755E3
8.160401571E1,1.016916351E3
8.293414171E1,1.016927948E3
8.426412471E1,1.016927948E3
8.559414471E1,1.016913834E3
8.692417071E1,1.016895676E3
8.825423471E1,1.016877670E3
8.958426171E1,1.016861420E3
9.091421971E1,1.016861420E3
9.224436371E1,1.016867676E3
9.357452071E1,1.016879349E3
9.490476271E1,1.016885147E3
9.623494571E1,1.016885147E3
9.756511271E1,1.016874619E3
9.889529371E1,1.016855698E3
1.002254117E2,1.016842041E3
1.015555507E2,1.016818085E3
1.028856527E2,1.016805649E3
1.042157597E2,1.016802292E3
1.055458607E2,1.016802292E3
1.068760027E2,1.016808624E3
1.082061727E2,1.016827927E3
1.095362547E2,1.016844940E3
1.108663337E2,1.016871262E3
1.121964097E2,1.016900101E3
1.135264527E2,1.016941681E3
1.148565777E2,1.016988831E3
1.161867117E2,1.017026215E3
1.175167287E2,1.017057419E3
1.188467497E2,1.017077179E3
1.201769137E2,1.017077179E3
1.215069957E2,1.017072296E3
1.228370757E2,1.017064819E3
1.241671527E2,1.017061005E3
1.254972457E2,1.017061005E3
1.268273157E2,1.017071075E3
1.281573707E2,1.017080536E3
1.294873837E2,1.017095108E3
1.308174277E2,1.017107315E3
1.321474867E2,1.017113342E3
1.334775517E2,1.017117767E3
1.348076247E2,1.017119293E3
1.361376067E2,1.017119293E3
1.374677177E2,1.017105408E3
1.387977757E2,1.017091293E3
1.401278077E2,1.017077789E3
1.414578927E2,1.017063141E3
1.427879527E2,1.017055893E3
1.441179867E2,1.017055893E3
1.454480527E2,1.017058029E3
1.467781507E2,1.017060394E3
1.481081957E2,1.017066650E3
1.494382567E2,1.017085648E3
1.507683807E2,1.017104950E3
1.520984797E2,1.017123566E3
1.534286087E2,1.017141876E3
1.547587067E2,1.017157364E3
1.560888267E2,1.017157364E3
1.574189297E2,1.017156754E3
1.587491077E2,1.017155685E3
1.600792987E2,1.017154236E3
1.614094207E2,1.017152100E3
1.627396297E2,1.017150192E3
1.640697737E2,1.017148285E3
1.653998277E2,1.017147064E3
1.667299137E2,1.017145767E3
1.680598987E2,1.017145767E3
1.693899237E2,1.017147675E3
1.707199627E2,1.017149429E3
1.720500937E2,1.017150803E3
1.733801697E2,1.017152100E3
1.747102057E2,1.017152100E3
1.760401757E2,1.017149963E3
1.773700887E2,1.017146072E3
1.787000147E2,1.017142487E3
1.800299377E2,1.017137604E3
1.813598607E2,1.017131653E3
1.826898237E2,1.017122498E3
1.840197957E2,1.017114029E3
1.853497297E2,1.017100754E3
1.866796597E2,1.017079544E3
1.880095727E2,1.017050247E3
1.893395277E2,1.017015686E3
1.906695477E2,1.016976318E3
1.919994947E2,1.016927719E3
1.933296037E2,1.016885986E3
1.946597477E2,1.016841049E3
1.959898267E2,1.016800995E3
1.973199347E2,1.016749039E3
1.986500107E2,1.016704025E3
1.999800187E2,1.016650314E3
2.013101137E2,1.016603546E3
2.026402107E2,1.016553879E3
2.039702887E2,1.016529388E3
2.053003357E2,1.016526031E3
2.066304297E2,1.016526031E3
2.079605517E2,1.016552200E3
2.092907017E2,1.016610031E3
2.106207897E2,1.016675491E3
2.119509207E2,1.016749039E3
2.132810467E2,1.016831131E3
2.146112277E2,1.016908798E3
2.159413947E2,1.016966476E3
2.172716187E2,1.017012177E3
2.186018237E2,1.017044144E3
2.199320847E2,1.017071762E3
2.212623107E2,1.017100143E3
2.225925097E2,1.017130814E3
2.239226527E2,1.017159729E3
2.252528027E2,1.017185669E3
2.265829347E2,1.017207260E3
2.279130307E2,1.017215881E3
2.292430937E2,1.017215881E3
2.305731797E2,1.017213821E3
2.319033207E2,1.017212906E3
2.332334477E2,1.017206802E3
2.345636177E2,1.017203445E3
2.358937687E2,1.017193604E3
2.372239307E2,1.017176514E3
2.385540307E2,1.017160339E3
2.398840277E2,1.017152557E3
2.412141037E2,1.017149811E3
2.425440947E2,1.017149811E3
2.438740997E2,1.017162018E3
2.452042037E2,1.017179031E3
2.465343417E2,1.017188339E3
2.478644187E2,1.017198410E3
2.491945327E2,1.017203445E3
2.505245677E2,1.017203445E3
2.518546387E2,1.017186890E3
2.531847157E2,1.017167892E3
2.545147547E2,1.017148972E3
2.558448797E2,1.017130203E3
2.571750017E2,1.017121811E3
2.585050317E2,1.017121811E3
2.598350897E2,1.017122803E3
2.611652127E2,1.017125626E3
