"event","experiment time","system time","system time text"
"START",0.000000000E0,1717742534.137,"2024-06-07 08:42:14.137 UTC+02:00"
"PAUSE",6.159514890E2,1717743150.088,"2024-06-07 08:52:30.088 UTC+02:00"
