"Time (s)","Magnetic field x (µT)","Magnetic field y (µT)","Magnetic field z (µT)"
2.844822430E-1,-1.025625038E1,-3.665625000E1,-3.472500229E1
7.844822430E-1,-2.623125076E1,-1.882500076E1,-2.158125114E1
1.284482243E0,-3.108750153E1,-9.037500381E0,-1.588125038E1
1.784482243E0,-3.395625305E1,-4.668750286E0,-1.260000038E1
2.284482243E0,-3.566250229E1,-1.837500095E0,-9.562500000E0
2.784482243E0,-3.656250000E1,-3.750000149E-2,-9.600000381E0
3.284482243E0,-3.678750229E1,1.762500048E0,-8.868750572E0
3.784482243E0,-3.663750076E1,3.656250238E0,-8.287500381E0
4.284482243E0,-4.003125000E1,1.003125000E1,-3.525000095E0
4.784482243E0,-3.886875153E1,1.256250095E1,-2.643750191E0
5.284482243E0,-3.853125000E1,1.276875019E1,-2.006250143E0
5.784482243E0,-3.725625229E1,1.404375076E1,-2.156250000E0
6.284482243E0,-3.648750305E1,1.449375057E1,-2.250000000E0
6.784482243E0,-3.586875153E1,1.531875038E1,-1.293750048E0
7.284482243E0,-3.616875076E1,1.494375038E1,-2.437500060E-1
7.784482243E0,-3.609375000E1,1.492500019E1,3.375000060E-1
8.284482243E0,-3.654375076E1,1.432500076E1,4.875000119E-1
8.784482243E0,-3.650625229E1,1.436250019E1,6.562500000E-1
9.284482243E0,-3.675000000E1,1.421250057E1,9.750000238E-1
9.784482243E0,-3.643125153E1,1.458750057E1,1.575000048E0
1.028448224E1,-3.729375076E1,1.376250076E1,1.593750119E0
1.078448224E1,-3.643125153E1,1.458750057E1,1.912500024E0
1.128448224E1,-3.671250153E1,1.434375095E1,1.762500048E0
1.178448224E1,-3.611250305E1,1.490625095E1,1.931250095E0
1.228448224E1,-3.615000153E1,1.498125076E1,2.062500000E0
1.278448224E1,-3.637500000E1,1.475625038E1,2.381250143E0
1.328448224E1,-3.622500229E1,1.503750038E1,2.456250191E0
1.378448224E1,-3.744375229E1,1.385625076E1,3.243750095E0
1.428448224E1,-3.618750000E1,1.539375019E1,3.581250191E0
1.478448224E1,-3.714375305E1,1.441875076E1,4.200000286E0
1.528448224E1,-3.637500000E1,1.539375019E1,4.106250286E0
1.578448224E1,-3.746250153E1,1.419375038E1,4.368750095E0
1.628448224E1,-3.708750153E1,1.460625076E1,3.787500143E0
1.678448224E1,-3.768750000E1,1.387500095E1,3.937500238E0
1.728448224E1,-3.735000229E1,1.404375076E1,3.525000095E0
1.778448224E1,-3.708750153E1,1.411875057E1,2.925000191E0
1.828448224E1,-3.690000153E1,1.391250038E1,2.100000143E0
1.878448224E1,-3.675000000E1,1.378125095E1,1.575000048E0
1.928448224E1,-3.553125000E1,1.443750095E1,1.575000048E0
1.978448224E1,-3.491250229E1,1.488750076E1,2.062500000E0
2.028448224E1,-3.343125153E1,1.586250019E1,2.306250095E0
2.078448224E1,-3.303750229E1,1.588125038E1,2.681250095E0
2.128448224E1,-3.204375076E1,1.651875114E1,2.737500191E0
2.178448224E1,-3.191250038E1,1.623750114E1,2.775000095E0
2.228448224E1,-3.133125114E1,1.653750038E1,3.093750238E0
2.278448224E1,-3.140625191E1,1.612500000E1,2.625000000E0
2.328448224E1,-3.138750076E1,1.595625019E1,1.950000048E0
2.378448224E1,-3.200625229E1,1.509375095E1,9.187500477E-1
2.428448224E1,-3.213750076E1,1.488750076E1,1.875000000E-1
2.478448224E1,-3.196875191E1,1.500000095E1,-1.256250024E0
2.528448224E1,-3.168750191E1,1.550625038E1,-1.218750000E0
2.578448224E1,-3.195000076E1,1.629375076E1,-9.562500119E-1
2.628448224E1,-3.183750153E1,1.670625114E1,-3.937500119E-1
2.678448224E1,-3.112500191E1,1.824375153E1,-5.625000224E-2
2.728448224E1,-3.071250153E1,1.957500076E1,7.875000238E-1
2.778448224E1,-3.028125191E1,2.176875114E1,9.187500477E-1
2.828448224E1,-3.063750076E1,2.285625076E1,1.912500024E0
2.878448224E1,-3.121875191E1,2.398125076E1,2.925000191E0
2.928448224E1,-3.241875076E1,2.415000153E1,3.562500238E0
2.978448224E1,-3.223125076E1,2.478750038E1,2.962500095E0
3.028448224E1,-3.367500305E1,2.437500191E1,2.793750048E0
3.078448224E1,-3.433125305E1,2.398125076E1,2.793750048E0
3.128448224E1,-3.592500305E1,2.223750114E1,2.437500000E0
3.178448224E1,-3.534375000E1,2.128125000E1,1.743750095E0
3.228448224E1,-3.571875000E1,1.970625114E1,9.375000596E-1
3.278448224E1,-3.388125229E1,1.936875153E1,-5.625000000E-1
3.328448224E1,-3.305625153E1,1.876875114E1,-1.687500119E0
3.378448224E1,-3.153750038E1,1.856250000E1,-2.681250095E0
3.428448224E1,-3.065625191E1,1.837500000E1,-3.412500143E0
3.478448224E1,-2.881875038E1,1.882500076E1,-4.181250095E0
3.528448224E1,-2.793750191E1,1.935000038E1,-4.256250381E0
3.578448224E1,-2.653125191E1,2.034375000E1,-3.825000048E0
3.628448224E1,-2.615625191E1,2.088750076E1,-3.581250191E0
3.678448224E1,-2.591250038E1,2.150625038E1,-2.587500095E0
3.728448224E1,-2.596875191E1,2.137500000E1,-2.400000095E0
3.778448224E1,-2.557500076E1,2.193750000E1,-1.725000024E0
3.828448224E1,-2.475000191E1,2.272500038E1,-2.006250143E0
3.878448224E1,-2.473125076E1,2.334375000E1,-1.462500095E0
3.928448224E1,-2.377500153E1,2.416875076E1,-3.600000143E0
3.978448224E1,-2.430000114E1,2.445000076E1,-5.587500095E0
4.028448224E1,-2.386875153E1,2.576250076E1,-7.556250095E0
4.078448224E1,-2.533125114E1,2.634375191E1,-8.025000572E0
4.128448224E1,-2.471250153E1,2.782500076E1,-9.468750000E0
4.178448224E1,-2.621250153E1,2.799375153E1,-1.023750019E1
4.228448224E1,-2.593125153E1,2.859375191E1,-1.156875038E1
4.278448224E1,-2.778750038E1,2.771250153E1,-1.258125019E1
4.328448224E1,-2.735625076E1,2.788125038E1,-1.220625019E1
4.378448224E1,-2.872500038E1,2.643750191E1,-1.190625000E1
4.428448224E1,-2.801250076E1,2.602500153E1,-1.136250019E1
4.478448224E1,-2.898750114E1,2.381250000E1,-1.048125076E1
4.528448224E1,-2.231250000E1,3.511875153E1,-1.511250019E1
4.578448224E1,-2.315625000E1,3.286875153E1,-1.518750095E1
4.628448224E1,-2.317500114E1,3.180000114E1,-1.466250038E1
4.678448224E1,-2.281875038E1,3.028125191E1,-1.500000095E1
4.728448224E1,-2.235000038E1,2.911875153E1,-1.470000076E1
4.778448224E1,-2.100000000E1,2.851875114E1,-1.456875038E1
4.828448224E1,-1.995000076E1,2.763750076E1,-1.453125095E1
4.878448224E1,-1.775625038E1,2.872500038E1,-1.633125114E1
4.928448224E1,-1.691250038E1,2.850000191E1,-1.681875038E1
