"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
2.739877110E-1,-5.112938285E-1,-1.046105981E0,2.330449075E-1
7.781165660E-1,-8.797979951E-1,-1.618486285E0,1.829081893E0
1.282245889E0,2.510654330E-1,-4.204276800E-1,-5.225948095E-1
1.786375628E0,-3.411679864E-1,4.010327160E-1,6.805033684E-1
2.290505784E0,5.299251899E-2,-2.289215773E-1,-6.020072699E-1
2.794636305E0,-3.089448512E-1,2.727511227E-1,8.840740323E-1
3.298767034E0,-3.121519089E-1,-3.173442483E-1,-7.814487815E-1
3.802898128E0,9.880737960E-2,2.275471389E-2,1.120478749E0
4.307029482E0,-6.899717450E-1,-3.466657549E-2,-1.204167247E0
4.811161149E0,1.724165827E-1,7.589995116E-2,1.320536971E0
5.315292972E0,-3.587303460E-1,-2.200640440E-1,-1.406821609E0
5.819425107E0,8.933897316E-2,-6.765327603E-2,1.562439442E0
6.323557555E0,-4.291325212E-1,-6.352993846E-2,-1.767537236E0
6.827690211E0,9.544762224E-2,-1.687513888E-1,1.373987556E0
7.331823232E0,-1.724165827E-1,-5.543597788E-2,-1.212261200E0
7.835956253E0,-7.544180006E-2,-2.890917659E-1,9.786053896E-1
8.340089430E0,1.182023361E-1,-5.925388262E-2,-7.822123766E-1
8.844222659E0,-5.780308247E-1,-5.543597788E-2,4.842630625E-1
9.348355784E0,4.550942779E-2,6.579013467E-1,-2.637408674E-1
9.852488597E0,-1.516471803E-1,-7.209731340E-1,-3.631591201E-1
1.035662104E1,-1.023198478E-2,3.556760252E-1,2.893971801E-1
1.086075297E1,-3.627009690E-1,-4.699077308E-1,-5.503891706E-1
1.136488464E1,-1.331685185E-1,5.306887627E-1,6.282744408E-1
1.186901589E1,-1.194240674E-1,-6.597339511E-1,-7.469348907E-1
1.237314683E1,-7.070759684E-2,2.049451321E-1,8.116865754E-1
1.287727735E1,-2.212857604E-1,-3.894263133E-2,-7.403681278E-1
1.338140750E1,4.990765154E-1,-2.083048970E-1,2.234237939E-1
1.388553714E1,-6.976075768E-1,5.677987933E-1,3.633118272E-1
1.438966630E1,3.002400398E-1,-2.457203567E-1,3.291034102E-1
1.489379495E1,-3.376555145E-1,-1.591302752E-1,-3.440696001E-1
1.539792313E1,2.273944169E-1,-2.958112657E-1,1.676823795E-1
1.590205084E1,-1.191186346E-2,2.089157552E-1,-4.520399272E-1
1.640617792E1,-8.994983882E-2,-1.890626550E-1,1.217148080E-1
1.691030448E1,9.178243577E-2,1.753181964E-1,2.993237413E-2
1.741443058E1,-1.548542231E-1,-1.553123742E-1,-1.317940801E-1
1.791855615E1,-3.222311661E-2,3.886627257E-1,2.851211429E-1
1.842268125E1,-1.435532272E-1,-1.017089859E-1,-2.128863782E-1
1.892680584E1,-3.312414289E-1,1.291978955E-1,4.402807951E-1
1.943092990E1,-1.102610901E-1,-7.605266571E-1,-4.886918366E-1
1.993505339E1,-3.069595434E-2,5.112938285E-1,5.983420610E-1
2.043917636E1,7.192932814E-2,-6.438514590E-1,-7.570141554E-1
2.094329870E1,4.123337194E-2,4.618137777E-1,6.830995679E-1
2.144742052E1,-1.296560466E-1,-4.969384968E-1,-8.442151546E-1
2.195154188E1,-2.964221239E-1,3.985892832E-1,1.079398036E0
2.245566318E1,-9.850194305E-2,-4.028653204E-1,-1.149952888E0
2.295978453E1,1.572976820E-2,2.205221802E-1,1.102152824E0
2.346390573E1,-9.376774728E-2,-4.352411628E-1,-1.368337154E0
2.396802657E1,-1.626427472E-1,2.006690800E-1,1.377194643E0
2.447214709E1,-2.997818887E-1,-1.756236330E-2,-1.252272844E0
2.497626735E1,-2.180787325E-1,1.307250559E-1,1.333975911E0
2.548038750E1,-4.314232469E-1,-4.156934917E-1,-1.174540281E0
2.598450756E1,2.645044625E-1,-3.512472380E-3,1.153770804E0
2.648862745E1,-3.901898861E-1,-1.832594350E-2,-1.069929719E0
2.699274724E1,4.123337101E-3,-3.817904973E-3,9.132428169E-1
2.749686693E1,3.191768378E-2,-8.842267841E-2,-8.646790981E-1
2.800098630E1,-5.085449293E-2,-4.360047281E-1,4.489856064E-1
2.850510542E1,-7.880155742E-2,2.768744528E-1,-5.285507441E-1
2.900922412E1,-1.331685185E-1,-2.629773021E-1,3.451386094E-1
2.951334250E1,2.599229515E-1,3.442223072E-1,6.352993846E-2
3.001746042E1,-4.337139800E-2,-6.078104377E-1,-1.785252392E-1
3.052157792E1,-1.177441850E-1,3.937023580E-1,2.863428593E-1
3.102569500E1,-2.342666388E-1,-2.006690800E-1,-4.269944727E-1
3.152981172E1,-2.733619809E-1,6.641627550E-1,8.475748450E-2
3.203392792E1,-2.147189677E-1,-5.109884143E-1,-2.134972364E-1
3.253804370E1,-1.414151937E-1,4.523453712E-1,2.666424811E-1
3.304215907E1,-9.605848789E-2,-6.548470259E-1,-8.750637621E-2
3.354627401E1,-1.789833754E-1,5.325213671E-1,1.186604798E-1
3.405038834E1,-3.718639314E-1,-3.109301627E-1,-3.210094273E-1
3.455450203E1,7.208204269E-2,2.290742993E-1,6.947059631E-1
3.505861500E1,-4.242455959E-1,-2.918406427E-1,-6.704241037E-1
3.556272735E1,4.063777924E-1,-1.893680729E-2,1.090851784E0
3.606683912E1,-6.466003656E-1,-1.740964651E-1,-9.382883310E-1
3.657095032E1,4.471530318E-1,-5.001455545E-1,5.681042671E-1
3.707506099E1,-9.300415963E-2,1.828012913E-1,-2.385426909E-1
3.757917110E1,-3.422369957E-1,-2.614501119E-1,8.093958721E-3
3.808328063E1,2.159406990E-1,4.114174247E-1,1.786779463E-1
3.858738953E1,-5.149590373E-1,-5.685623884E-1,-3.410152495E-1
3.909149787E1,3.817904890E-1,6.024653912E-1,3.358229101E-1
3.959560568E1,-4.914407134E-1,-6.050615907E-1,-6.236929297E-1
4.009971339E1,1.345429718E-1,5.900954008E-1,4.842630625E-1
4.060382146E1,-2.336557806E-1,-4.451677203E-1,-6.110175252E-1
4.110792990E1,-1.116355360E-1,7.463240623E-1,7.382301092E-1
4.161203865E1,-1.311832070E-1,-4.254673123E-1,-7.405208349E-1
4.211614771E1,-3.020726442E-1,6.504182816E-1,9.111047983E-1
4.262025677E1,-2.886336111E-2,-5.644390583E-1,-1.266628146E0
4.312436573E1,-3.956876695E-1,5.522217751E-1,1.499367595E0
4.362847453E1,1.455385387E-1,-2.278525680E-1,-1.700953007E0
4.413258318E1,2.351829410E-2,-3.995055556E-1,1.603520036E0
4.463669167E1,-1.011439323E0,-4.966330528E-1,-1.479361773E0
4.514079980E1,-3.315468729E-1,2.289215773E-1,1.799607635E0
4.564490756E1,-2.612974048E-1,-1.221729536E-2,-1.623678565E0
4.614901474E1,-4.963276163E-2,-4.841103405E-2,1.272278666E0
4.665312136E1,-3.144426346E-1,-3.405570984E-2,-1.154076338E0
4.715722730E1,-1.203403622E-1,-2.032652497E-1,8.596394658E-1
4.766133256E1,3.481929377E-2,-9.926552884E-3,-8.072578311E-1
4.816543730E1,-3.501782417E-1,-2.076940238E-1,4.903717041E-1
4.866954151E1,1.493564397E-1,3.100138903E-1,-1.985310465E-1
4.917364521E1,-5.022835732E-1,-4.187478125E-1,-2.466366589E-1
4.967774839E1,-4.337139800E-2,6.809614897E-1,2.141081095E-1
5.018185115E1,-2.199113220E-1,-5.995637774E-1,-5.447386503E-1
