"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
0.000000000E0,2.762620449E-1,7.683677673E-1,1.259872437E0
7.950000300E-2,2.833917141E-1,1.134900928E0,3.438763618E0
5.795000030E-1,-1.108584404E-1,-1.051784396E0,-1.800568104E-1
1.079500003E0,3.308901787E0,5.479593277E-1,1.392766476E0
1.579500003E0,1.838576794E0,-4.569960594E0,1.551266193E0
2.079500003E0,2.388541460E0,1.153968334E0,8.044397235E-1
2.579500003E0,-8.041005135E-1,-3.964745998E0,2.454077959E0
3.079500003E0,1.194192886E0,-6.350016594E-1,-4.601097107E-2
3.579500003E0,-1.244723558E0,-4.715597153E0,1.567249417E0
4.079500003E0,1.374010563E0,-1.843587875E0,1.937531233E0
4.579500003E0,-2.455429316E0,-5.952482224E0,1.967393637E0
5.079500003E0,1.587411165E0,-2.926399231E0,2.631257057E0
5.579500003E0,-1.760325909E0,-4.788194656E0,2.472307205E0
6.079500003E0,4.776072979E0,-2.915347099E0,3.023323536E0
6.579500003E0,-1.773624420E0,-4.079095840E0,1.620359182E0
7.079500003E0,6.778768539E0,-1.845863342E0,3.053250790E0
7.579500003E0,-2.976408005E-1,-1.929944515E0,-9.984731674E-2
8.079500003E0,7.846129417E0,-1.768792152E0,2.346371889E0
8.579500003E0,2.311253548E-1,-5.006752014E-1,-1.341443658E0
9.079500003E0,7.293498516E0,-9.742822647E-1,2.517560244E0
9.579500003E0,6.128911972E-1,1.548334599E0,-1.866019130E0
1.007950000E1,3.290914536E0,-1.033059120E0,2.889692783E-1
1.057950000E1,8.098411560E-1,2.203029156E0,-1.553057909E0
1.107950000E1,-2.649664879E-1,-1.185982704E0,2.128820181E0
1.157950000E1,1.793159485E0,6.478528976E-1,3.270198107E-1
1.207950000E1,-2.945142508E0,-1.676624775E0,3.401167870E0
1.257950000E1,-3.226406574E-1,9.252734184E-1,-2.696832657E0
1.307950000E1,-3.856032372E0,-1.285830498E0,3.198614120E-1
