"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (m)"
1.467343678E2,5.233752853E1,4.870825380E0,2.769845107E1,1.330000043E0,2.623999939E2,4.007524014E0,1.035245895E1
1.477338092E2,5.233752429E1,4.870803210E0,2.756995340E1,1.309999943E0,2.567000122E2,3.922642708E0,1.018168449E1
1.487342652E2,5.233752191E1,4.870781640E0,2.771068476E1,1.350000024E0,2.675000000E2,3.940180540E0,1.053258133E1
1.497343046E2,5.233752026E1,4.870760670E0,2.776474758E1,1.320000052E0,2.637000122E2,4.006661892E0,1.130484200E1
1.507337138E2,5.233751880E1,4.870739210E0,2.668447200E1,1.309999943E0,2.673999939E2,3.935197353E0,1.153889942E1
1.517343897E2,5.233751655E1,4.870717830E0,2.823639750E1,1.289999962E0,2.606000061E2,3.883854151E0,9.872425079E0
1.527343614E2,5.233751512E1,4.870696310E0,2.951146861E1,1.330000043E0,2.756000061E2,3.893221378E0,9.727816582E0
1.537339476E2,5.233751352E1,4.870676310E0,3.001462873E1,1.279999971E0,2.671000061E2,3.857409000E0,9.119155884E0
1.547335789E2,5.233751282E1,4.870657640E0,3.233956822E1,1.289999962E0,2.837999878E2,3.790092468E0,8.307330132E0
1.557337445E2,5.233751243E1,4.870638740E0,3.253370968E1,1.299999952E0,2.697000122E2,3.790092468E0,8.895393372E0
1.567336568E2,5.233750853E1,4.870620730E0,3.277777346E1,1.259999990E0,2.592000122E2,3.790092468E0,8.874771118E0
1.577336007E2,5.233750288E1,4.870604220E0,3.238536103E1,1.220000029E0,2.523999939E2,3.826270342E0,9.495952606E0
1.587336149E2,5.233749570E1,4.870589460E0,3.064382635E1,1.230000019E0,2.436999969E2,3.815258265E0,9.035703659E0
1.597343595E2,5.233749035E1,4.870573990E0,3.091407363E1,1.279999971E0,2.608999939E2,3.790092468E0,9.147334099E0
1.607334654E2,5.233748528E1,4.870558060E0,2.915880835E1,1.299999952E0,2.486999969E2,3.790092468E0,9.014735222E0
1.617343582E2,5.233748202E1,4.870541420E0,2.771689970E1,1.350000024E0,2.632999878E2,3.790092468E0,8.532205582E0
1.627335503E2,5.233748073E1,4.870524260E0,2.762087975E1,1.309999943E0,2.660000000E2,3.790092468E0,8.384364128E0
