"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
9.516041668E-3,-1.062408537E-1,-3.575066328E-1,5.663385987E-2
5.105465833E-1,1.145283431E-1,1.866524816E-1,7.813349366E-2
1.011578583E0,9.909212589E-2,1.112750173E-1,-1.089900918E-2
1.512610583E0,1.572847962E-1,-3.147723377E-1,-7.387344539E-2
2.013643583E0,1.811382174E-1,1.445597649E0,-5.349883065E-2
2.514678667E0,-3.118246496E-1,-4.116123021E-1,2.122464031E-2
3.015713667E0,-1.731059700E-1,1.392892376E-2,9.432379901E-2
3.516749417E0,-1.492603868E-1,-9.093342721E-2,-4.678718001E-2
4.017787417E0,-2.837190926E-1,4.425448179E-1,1.026746184E-1
4.518824958E0,-2.101691514E-1,-1.479116976E-1,8.448158205E-2
5.019862958E0,2.812056802E-3,1.708455011E-2,-5.364183336E-2
5.520898542E0,-3.638378903E-2,-2.258766443E-2,8.411020041E-2
6.021934542E0,3.791701794E-2,5.360823125E-3,1.371498313E-2
6.522970833E0,-5.744360760E-2,1.283723563E-1,-2.263918892E-2
7.024005833E0,-4.151036032E-3,1.043716371E-1,2.558195591E-2
7.525040458E0,-1.291915774E-1,-2.780222297E-1,8.960313164E-3
8.026076458E0,2.306533605E-1,4.511142671E-1,-9.421168268E-2
8.527112167E0,-1.031522825E-1,-3.273095936E-2,6.260913797E-3
9.028147167E0,2.072569914E-2,2.646291815E-2,-1.111724693E-2
9.529182583E0,1.498099864E-1,4.500135183E-1,-1.553961784E-1
1.003021758E1,-5.271109939E-1,7.837959528E-1,3.950037658E-1
1.053125279E1,1.105711013E-1,1.367799044E-1,2.183312923E-1
1.103228879E1,-1.768284887E-1,6.254013777E-1,1.472275406E-1
1.153332471E1,-9.218254089E-1,6.679035425E-1,2.984023094E-1
1.203436171E1,9.845762700E-2,2.678536996E-2,-1.301793605E-1
1.253539733E1,1.665455103E-1,-1.419721246E-1,1.222222000E-1
1.303643433E1,-3.391711712E-1,-2.338949889E-1,8.335202001E-3
1.353747058E1,5.071445107E-1,1.802159250E-1,9.581495076E-2
1.403850658E1,2.965330482E-1,-6.900933385E-2,-8.727287501E-2
1.453954379E1,-5.542783141E-1,-3.030571043E-1,8.097048104E-2
1.504057979E1,-6.520430557E-3,8.067511022E-2,-1.805718094E-1
1.554161692E1,2.347488254E-1,8.534160256E-2,-1.839670353E-3
1.604265392E1,-7.051515579E-2,-3.771589324E-2,-1.315883733E-2
1.654369079E1,-2.462416589E-1,-1.140382886E0,5.372140408E-1
1.704472779E1,4.104384482E-1,-2.570385218E0,2.021381378E0
1.754576483E1,1.084451914E0,9.246848822E-1,1.083423257E0
