"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.717587050044222E9,"2024-06-05 13:30:50.044 UTC+02:00"
"PAUSE",1.373947661500002E3,1.717588424004509E9,"2024-06-05 13:53:44.005 UTC+02:00"
