"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
5.920431000E-3,5.994618893E0,3.946960926E0,5.821139336E0
2.692678600E-2,5.382654667E0,3.922434568E0,5.481358528E0
5.269267860E-1,5.071587563E0,-2.324028969E0,6.645466805E0
1.026926786E0,7.033103943E0,-6.492326260E0,-1.942971945E0
1.526926786E0,-1.196411322E-3,-7.637889862E0,-1.292124242E-1
2.026926786E0,4.618147850E0,-4.509872437E0,-8.195417523E-1
2.526926786E0,1.711466432E0,-6.138786316E0,-6.460621357E-1
3.026926786E0,3.574877024E0,-5.742774487E0,-1.566102386E0
3.526926786E0,2.453839540E0,-5.500501156E0,-1.916052699E0
4.026926786E0,4.956732273E0,-4.095315933E0,-3.104089260E0
4.526926786E0,5.852844238E0,-3.836292982E0,-4.434498787E0
5.026926786E0,5.439484119E0,-5.011766911E0,-3.874577999E0
5.526926786E0,7.181458950E0,-5.191228867E0,-3.619144201E0
6.026926786E0,5.648257732E0,-6.570691109E0,-2.620140910E-1
6.526926786E0,4.016951084E0,-9.087940216E0,-1.543370634E-1
7.026926786E0,3.521038532E0,-1.195454216E1,-5.383851007E-2
7.526926786E0,3.195016384E0,-9.803992271E0,-3.821935892E0
8.026926786E0,3.988237143E0,-1.187438202E1,-2.920439959E0
8.526926786E0,2.443670034E0,-9.384650230E0,-3.324826956E0
9.026926786E0,9.231510162E0,-8.581858635E0,-9.637092948E-1
9.526926786E0,6.149554253E0,-1.092383385E1,-1.384247899E0
1.002692679E1,1.230748367E1,-1.423908901E1,-8.099704385E-1
1.052692679E1,4.217947960E0,-1.409970760E1,2.135594189E-1
1.102692679E1,9.175876617E0,-8.783453941E0,-4.212564468E0
1.152692679E1,5.340780258E0,-1.068156052E1,-1.256231871E-2
1.202692679E1,5.064409256E0,-9.424132347E0,-7.142575383E-1
1.252692679E1,4.593023300E0,-8.030312538E0,-3.544368505E0
1.302692679E1,1.001994491E0,-8.199007034E0,1.491326690E0
1.352692679E1,3.943371773E0,-3.962514400E0,-2.172683001E0
1.402692679E1,3.397808075E0,-7.083951473E0,8.757730722E-1
1.452692679E1,-1.141974568E0,-7.585247993E0,-2.243271112E0
1.502692679E1,3.890729666E0,-5.443073273E0,2.450250387E0
1.552692679E1,2.514258385E0,-4.200001717E0,-3.086741209E0
1.602692679E1,3.689732552E0,-5.598008633E0,5.371887088E-1
1.652692679E1,2.365305185E0,-4.204787731E0,-3.377469063E0
1.702692679E1,1.802393675E0,-7.315456867E0,2.632105052E-1
1.752692679E1,2.056032896E0,-6.564708710E0,-1.754537225E0
1.802692679E1,2.997608662E0,-7.554739475E0,-6.281159520E-1
1.852692679E1,2.882753134E0,-7.995018482E0,-9.798609018E-1
1.902692679E1,4.118646145E0,-8.935996056E0,-2.991028309E0
1.952692679E1,3.782454491E0,-1.140419292E1,-1.491924882E0
2.002692679E1,3.226721287E0,-1.061157036E1,-3.267399311E0
2.052692679E1,3.402593851E0,-1.286022568E1,-1.136590727E-2
2.102692679E1,3.360719442E0,-1.104885864E1,-2.441875458E0
2.152692679E1,6.262615204E0,-1.200838089E1,-1.528415442E0
2.202692679E1,3.165106058E0,-1.247139168E1,-2.145763636E0
2.252692679E1,8.992227554E0,-1.210469151E1,-3.025724173E0
2.302692679E1,3.069393158E0,-1.313360500E1,-1.710269928E0
2.352692679E1,6.870990276E0,-1.143470097E1,-4.031906128E-1
2.402692679E1,2.579462767E0,-1.333400440E1,-1.730608940E0
2.452692679E1,8.703293800E0,-9.995418549E0,-1.526620865E0
2.502692679E1,2.442473650E0,-1.189831066E1,-1.271785259E0
2.552692679E1,1.063669491E1,-1.058704376E1,-1.532602906E0
2.602692679E1,4.069592953E0,-1.299661636E1,-1.802393675E0
2.652692679E1,9.681360245E0,-9.550353050E0,-3.621536970E0
