"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (m)"
1.740968050E-1,5.250648740E1,4.988819300E0,-1.110156536E0,NaN,NaN,2.151600075E1,1.000000000E0
1.149245156E0,5.250647898E1,4.989082410E0,-1.423606348E1,6.999999881E-1,2.805000000E2,7.042646885E0,1.067451859E1
2.008775988E0,5.250648662E1,4.989062370E0,-1.211417593E1,1.289999962E0,2.735000000E2,4.784555435E0,7.100503445E0
3.008913333E0,5.250648624E1,4.989048510E0,-1.250255167E1,1.279999971E0,2.791000061E2,3.959025621E0,4.917629242E0
4.008067602E0,5.250648841E1,4.989035340E0,-1.118529537E1,1.470000029E0,2.792000122E2,3.790092468E0,3.983008146E0
5.008372966E0,5.250649140E1,4.989022300E0,-9.804439014E0,1.250000000E0,2.862000122E2,3.790092468E0,3.890191317E0
6.008594165E0,5.250649625E1,4.989007880E0,-1.047643690E1,1.250000000E0,2.885000000E2,3.790092468E0,3.931580305E0
7.008772081E0,5.250649980E1,4.988992550E0,-1.041943356E1,1.210000038E0,2.857000122E2,3.790092468E0,3.365586758E0
8.008080622E0,5.250650435E1,4.988975980E0,-9.451296522E0,1.200000048E0,2.887000122E2,3.790092468E0,3.089695215E0
9.008849318E0,5.250651042E1,4.988960200E0,-8.652345971E0,1.210000038E0,2.940000000E2,3.790092468E0,3.190973043E0
1.000847161E1,5.250651773E1,4.988944730E0,-7.712279922E0,1.230000019E0,2.972000122E2,3.790092468E0,2.613682508E0
1.100888125E1,5.250652551E1,4.988928410E0,-8.088131588E0,1.299999952E0,2.988999939E2,3.790092468E0,2.500000000E0
1.200809046E1,5.250653375E1,4.988910940E0,-7.878900191E0,1.360000014E0,2.990000000E2,3.790092468E0,2.537436724E0
1.300846552E1,5.250654163E1,4.988893660E0,-7.550223468E0,1.279999971E0,3.001000061E2,3.790092468E0,2.500000000E0
1.400892713E1,5.250655064E1,4.988876770E0,-7.622301495E0,1.289999962E0,2.981000061E2,3.790092468E0,2.500000000E0
1.500809890E1,5.250655767E1,4.988861040E0,-7.965195046E0,1.299999952E0,3.002000122E2,3.790092468E0,2.558043480E0
1.600893697E1,5.250656476E1,4.988844450E0,-8.185225252E0,1.330000043E0,3.000000000E2,3.790092468E0,2.500000000E0
1.700824588E1,5.250657164E1,4.988827940E0,-8.412946182E0,1.299999952E0,3.003999939E2,3.790092468E0,2.500000000E0
1.800898760E1,5.250657779E1,4.988812540E0,-8.611248688E0,1.220000029E0,2.980000000E2,3.790092468E0,2.500000000E0
1.900882921E1,5.250658509E1,4.988797390E0,-8.271097012E0,1.289999962E0,3.027999878E2,3.790092468E0,2.500000000E0
2.000869525E1,5.250659219E1,4.988782490E0,-8.132239456E0,1.210000038E0,3.082000122E2,3.790092468E0,2.500000000E0
2.100874473E1,5.250659891E1,4.988767950E0,-8.069371074E0,1.149999976E0,3.007999878E2,3.790092468E0,2.500000000E0
2.200887869E1,5.250660497E1,4.988752070E0,-8.053196479E0,1.259999990E0,2.988999939E2,3.790092468E0,2.500000000E0
2.300805088E1,5.250661071E1,4.988736200E0,-8.012181094E0,1.210000038E0,2.998999939E2,3.790092468E0,2.500000000E0
2.400845046E1,5.250661653E1,4.988719870E0,-7.978734216E0,1.210000038E0,2.985000000E2,3.790092468E0,2.500000000E0
2.500826499E1,5.250662264E1,4.988704490E0,-8.148838533E0,1.210000038E0,3.008999939E2,3.790092468E0,2.500000000E0
2.600807655E1,5.250662900E1,4.988688700E0,-7.677646303E0,1.210000038E0,2.985000000E2,3.790092468E0,2.500000000E0
