"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
2.697429310E-1,-9.905172586E-1,4.214967042E-2,-1.840230078E-1
7.738949110E-1,-2.407418013E0,-3.017672062E0,9.098830819E-1
1.278047359E0,2.220493406E-1,5.694786906E-1,-8.115338683E-1
1.782200327E0,2.504545636E-2,5.158752799E-1,2.373209596E-1
2.286353817E0,1.841757298E-1,-4.709767401E-1,-2.125809491E-1
2.790507879E0,5.115992576E-2,-6.583595276E-1,1.435532272E-1
3.294662463E0,3.949240744E-1,-1.197294950E0,-9.170607328E-1
3.798817463E0,-5.192350596E-2,-8.353576064E-2,-3.889681399E-1
4.302972723E0,5.994110703E-1,-4.036289155E-1,-2.009745091E-1
4.807128088E0,-1.149952933E-1,2.580903657E-2,6.505709887E-2
5.311283556E0,-9.605848789E-2,5.329795480E-1,2.328922004E-1
5.815438973E0,-1.191949844E0,1.115286350E0,5.708531141E-1
6.319594234E0,-3.567450345E-1,5.326740742E-1,9.679152369E-1
6.823749442E0,7.391463965E-2,-2.127336562E-1,-3.515526950E-1
7.327904494E0,-4.948004782E-1,-3.436114267E-2,5.635227636E-2
7.832059442E0,1.516471803E-1,1.754709035E-1,3.118464649E-1
8.336214181E0,-2.681696415E-1,-1.073594838E-1,-6.763800383E-1
8.840368765E0,-2.719875574E-1,1.889099330E-1,7.962622643E-1
9.344523192E0,-2.724456787E-1,-3.191768378E-2,-8.865175247E-1
9.848677411E0,1.505781710E-1,-1.586721241E-1,1.345735073E0
1.035283158E1,-2.183841616E-1,-2.032652497E-1,-9.929606915E-1
1.085698569E1,1.160643101E-1,-2.394589931E-1,5.120574236E-1
1.136113975E1,-2.321286127E-2,5.623010397E-1,8.277218044E-2
1.186529376E1,-2.021962404E-1,-2.273944169E-1,-1.456912458E-1
1.236944752E1,2.631300092E-1,9.300415963E-2,-1.237001177E-2
1.287360090E1,-3.265072107E-1,-2.026543915E-1,-3.344484568E-1
1.337775392E1,3.367392123E-1,-3.993528485E-1,2.881754637E-1
1.388190621E1,-9.285144508E-2,-2.299905866E-1,-3.521635532E-1
1.438605746E1,3.430005610E-1,-1.372918636E-1,1.288924664E-1
1.489020752E1,-3.171915412E-1,-1.027780026E-1,2.907716334E-1
1.539435626E1,-4.705185890E-1,7.458658814E-1,-3.857611120E-1
1.589850377E1,1.624900252E-1,-4.880809486E-1,3.900371492E-1
1.640264996E1,-1.261435747E-1,5.920807123E-1,7.941242307E-3
1.690679502E1,-7.131846249E-2,-6.589703560E-1,1.343902480E-2
1.741093892E1,-6.719512492E-2,8.408553600E-1,-3.785834610E-1
1.791508173E1,5.024362728E-2,-2.984074354E-1,1.966984570E-1
1.841922350E1,-4.141663313E-1,4.367683083E-2,2.568686306E-1
1.892336429E1,-3.414734006E-1,-1.466075517E-2,-5.913171172E-1
1.942750429E1,4.729620516E-1,-9.514218569E-2,9.752455950E-1
1.993164413E1,-5.757400393E-1,-1.496618707E-2,-5.227475166E-1
2.043578413E1,2.217439115E-1,7.254019380E-2,7.493783832E-1
2.093992426E1,-4.702131748E-1,-6.322450191E-2,-8.930842876E-1
2.144406489E1,1.962403059E-1,-1.550069451E-1,8.736893535E-1
2.194820598E1,-2.283107042E-1,-7.895427197E-2,-5.969675779E-1
2.245234754E1,6.032289565E-2,-4.922043085E-1,1.075121984E-1
2.295648952E1,1.685986817E-1,1.750127524E-1,2.336557768E-2
2.346063192E1,-3.330740333E-1,-4.825831577E-2,2.838993967E-1
2.396477447E1,1.015562713E-1,5.007563829E-1,-1.736383140E-1
2.446891702E1,-4.356993139E-1,-1.957821548E-1,-1.722638607E-1
2.497305958E1,4.625773430E-1,1.540906429E-1,-7.681624591E-2
2.547720213E1,-5.896372199E-1,-6.314814687E-1,-1.773035079E-1
2.598134468E1,-4.153880477E-2,8.159626126E-1,1.252272725E-1
2.648548723E1,-2.451094985E-1,-5.123628378E-1,-5.039634705E-1
2.698962968E1,-3.901898861E-1,5.086976290E-1,5.902481079E-1
2.749377213E1,-1.847866029E-1,-5.838339925E-1,-7.460185885E-1
2.799791463E1,-1.070540547E-1,5.958985686E-1,7.052434087E-1
2.850205713E1,-2.113592178E-1,-6.081159115E-1,-8.930842876E-1
2.900619963E1,-2.226602137E-1,5.387827158E-1,8.704823256E-1
2.951034208E1,-1.032361463E-1,-4.868592322E-1,-1.349094868E0
3.001448437E1,-1.985310465E-1,2.855792828E-2,1.465770006E0
3.051862655E1,1.901316643E-1,-7.864884287E-2,-1.161712050E0
3.102276864E1,-2.194531709E-1,8.979712427E-2,9.779945016E-1
3.152691056E1,-4.382954910E-2,-8.445205539E-2,-9.786053896E-1
3.203105239E1,-8.994983882E-2,-1.803578287E-1,9.523382187E-1
3.253519447E1,3.649916872E-2,5.955931731E-3,-1.030528903E0
3.303933702E1,-1.487455666E-1,8.628465235E-2,8.512400985E-1
3.354348004E1,-2.003636509E-1,-5.192350596E-2,-7.545707226E-1
3.404762327E1,-1.675296724E-1,-3.634645417E-2,7.990111113E-1
3.455176661E1,-3.344484791E-2,-7.391463965E-2,-7.874047160E-1
3.505590994E1,1.882990748E-1,-3.196350038E-1,6.412553191E-1
3.556005307E1,-4.654789567E-1,2.025016695E-1,-5.772672296E-1
3.606419593E1,2.133445293E-1,-2.050978541E-1,7.046325207E-1
3.656833838E1,-3.098611534E-1,5.268708616E-2,-6.426297426E-1
3.707248025E1,1.374445762E-2,-1.902843714E-1,5.308414698E-1
3.757662161E1,-7.376192510E-2,1.791360974E-1,-5.028944016E-1
3.808076234E1,-1.514944583E-1,-2.761108875E-1,3.565923274E-1
3.858490244E1,-5.054906011E-2,3.144426346E-1,-2.681696415E-1
3.908904218E1,-1.145371497E-1,-3.947713673E-1,9.728021920E-2
3.959318150E1,-1.298087649E-2,4.315759540E-1,-1.896735132E-1
4.009732051E1,-1.088866442E-1,-6.432406306E-1,-6.963858753E-2
4.060145926E1,-1.576031148E-1,4.257727563E-1,-4.535670951E-2
4.110559791E1,-1.148425788E-1,-5.340485573E-1,-1.937968582E-1
4.160973640E1,2.261726856E-1,3.332267404E-1,6.811141968E-2
4.211387463E1,-2.599229515E-1,-2.939786613E-1,-8.032871783E-2
4.261801270E1,-2.904661894E-1,3.735437989E-1,8.017600328E-2
4.312215067E1,2.458730713E-2,-3.286452591E-1,-1.548542231E-1
4.362628859E1,-3.119991720E-1,2.981020212E-1,3.378082216E-1
4.413042645E1,1.259908676E-1,-6.275108457E-1,-4.696022868E-1
4.463456416E1,-3.752236962E-1,4.022544622E-1,2.582430840E-1
4.513870161E1,2.107483521E-2,-1.818849891E-1,-2.683223486E-1
4.564283874E1,2.901607752E-2,-3.695731983E-2,7.121156454E-1
4.614697546E1,-4.016436040E-1,1.895207912E-1,-9.120211005E-1
4.665111176E1,2.203694731E-1,-2.800815105E-1,1.010370374E0
4.715524775E1,-3.646862805E-1,4.566214234E-2,-7.988584042E-1
4.765938348E1,2.635881603E-1,-2.220493406E-1,9.069814682E-1
4.816351905E1,-2.307541668E-1,3.604102135E-2,-5.184714794E-1
4.866765442E1,2.470948100E-1,-4.292852283E-1,5.395463109E-1
4.917178963E1,-2.428187430E-1,2.267835438E-1,-5.908589363E-1
4.967592468E1,-7.620538026E-2,-3.069595397E-1,4.440986812E-1
5.018005958E1,-1.579085439E-1,4.937314689E-1,-4.341721535E-1
5.068419426E1,-3.416261375E-1,-2.593120933E-1,1.522580534E-1
5.118832879E1,2.506072819E-1,1.430950761E-1,-7.589995116E-2
5.169246322E1,-1.838703007E-1,-2.565632164E-1,-7.589995116E-2
5.219659734E1,-1.970038936E-2,4.587594569E-1,-1.081230640E-1
5.270073140E1,-1.586721241E-1,-3.025307953E-1,-2.906189263E-1
5.320486520E1,-2.121227980E-1,2.380845547E-1,6.690496206E-1
5.370899879E1,3.081812859E-1,-5.308414698E-1,-4.894554019E-1
5.421313228E1,-5.421425030E-2,-2.703076601E-1,-1.404988952E-2
5.471726562E1,-1.166751757E-1,-2.150243968E-1,-1.713475734E-1
5.522139890E1,1.350011230E-1,4.549415410E-1,-4.086685479E-1
5.572553218E1,-2.441931963E-1,-1.779143661E-1,3.746128380E-1
5.622966525E1,-5.345067009E-3,1.889099330E-1,1.765399277E-1
5.673379806E1,-6.261363626E-2,-2.173151523E-1,-2.167042792E-1
5.723793051E1,-4.425715208E-1,2.469420880E-1,4.674642682E-1
5.774206254E1,-1.061377525E-1,-1.450803876E-1,-3.378082216E-1
5.824619421E1,2.310595959E-1,-2.290742844E-2,4.150826037E-1
5.875032567E1,-2.029598206E-1,-2.443459118E-3,-4.531089365E-1
5.925445676E1,6.719512492E-2,8.720094711E-2,7.754928470E-1
5.975858749E1,-4.440986812E-1,2.373209596E-1,-6.154462695E-1
6.026271796E1,1.912006736E-1,-3.262017965E-1,8.503237963E-1
6.076684817E1,-1.244636998E-1,-1.806632578E-1,-9.967786074E-1
6.127097817E1,1.594357044E-1,-3.335321844E-1,7.380773425E-1
6.177510786E1,-4.153880477E-1,1.769980639E-1,-5.549706817E-1
6.227923744E1,1.632536054E-1,-5.178605914E-1,2.382372618E-1
6.278336687E1,6.001746282E-2,3.761399984E-1,-6.273581386E-1
6.328749619E1,-1.030834317E-1,-3.755291104E-1,4.474584386E-2
6.379162541E1,4.170679152E-1,1.566868126E-1,-2.681696415E-1
6.429575437E1,-5.123628378E-1,-2.350302190E-1,3.133736253E-1
6.479988317E1,-9.789107740E-2,2.209803313E-1,1.482874304E-1
6.530401176E1,-1.395826042E-1,-2.874118686E-1,-1.744018942E-1
6.580814010E1,-3.086394370E-1,2.469420880E-1,2.530507445E-1
6.631226817E1,-7.254019380E-2,-2.267835438E-1,-2.112064958E-1
6.681639598E1,-3.039052188E-1,1.038470119E-1,5.499309897E-1
6.732052364E1,1.817322709E-2,-2.562577724E-1,-7.768672705E-1
6.782465103E1,-3.124573231E-1,1.027780026E-1,9.943351150E-1
6.832877807E1,-7.024945319E-2,-1.214093715E-1,-8.999565244E-1
6.883290468E1,4.978547990E-2,3.558287397E-2,9.082031846E-1
6.933703093E1,-8.979712427E-2,-1.327103674E-1,-7.524327040E-1
6.984115692E1,2.926042378E-1,-1.840230078E-1,4.149298966E-1
7.034528338E1,-5.316050649E-1,1.554650813E-1,-4.781544209E-1
7.084941062E1,2.350302190E-1,-1.270598769E-1,5.561923981E-1
7.135353843E1,-1.892153621E-1,1.447749585E-1,-4.356993139E-1
7.185766682E1,3.588830680E-2,-4.415025115E-1,4.025598764E-1
7.236179562E1,5.039634649E-3,3.695731983E-2,-1.084285006E-1
7.286592452E1,2.443459071E-2,-3.068068326E-1,1.934914142E-1
7.337005338E1,1.802051067E-2,2.118173689E-1,-5.604684353E-2
7.387418213E1,-2.348775119E-1,-5.076286197E-1,-9.758564830E-2
7.437831082E1,1.563813835E-1,1.704312712E-1,-4.306596518E-2
7.488243947E1,-3.683514595E-1,-2.335030586E-1,3.711003438E-2
7.538656812E1,1.033888608E-1,3.543015718E-1,1.580612659E-1
7.589069682E1,-2.887863219E-1,-2.640463114E-1,-1.806632578E-1
7.639482556E1,1.685986817E-1,2.434296161E-1,1.841757298E-1
7.689895421E1,-2.440404743E-1,-2.574795187E-1,-2.547306120E-1
7.740308291E1,9.896009415E-2,1.646280587E-1,1.569922417E-1
7.790721140E1,-3.084867075E-2,-3.607156575E-1,-4.245510325E-2
7.841133973E1,-4.013381600E-1,5.745183229E-1,-7.681624591E-2
7.891546791E1,2.535088956E-1,-5.575668216E-1,3.833176568E-2
7.941959593E1,-1.392771751E-1,3.069595397E-1,8.582650125E-2
7.992372400E1,-5.253437161E-2,-4.505127668E-1,-4.428769462E-3
8.042785239E1,-2.458730787E-1,2.825249732E-1,-1.537852138E-1
8.093198153E1,7.834340632E-2,-3.240637779E-1,8.826996386E-2
8.143611039E1,-1.145371422E-2,1.481347084E-1,3.119991720E-1
8.194023940E1,3.339903057E-1,-5.467239618E-1,-9.987638891E-2
8.244436851E1,-4.182896614E-1,5.528326035E-1,1.870773435E-1
8.294849757E1,-1.298087686E-1,-1.681405306E-1,-4.283689260E-1
8.345262664E1,-6.108647957E-2,3.940077871E-2,5.409207344E-1
8.395675559E1,-1.424842030E-1,-8.307760954E-2,-7.858775258E-1
8.446088440E1,2.620609999E-1,3.069595434E-2,9.631810188E-1
8.496501299E1,-4.440986812E-1,-3.489564955E-1,-8.698714375E-1
8.546914132E1,1.820377111E-1,1.689041108E-1,9.120211005E-1
8.597326945E1,-5.994110703E-1,1.023198515E-1,-9.280562997E-1
8.647739726E1,5.317577720E-1,-5.378664136E-1,7.278453708E-1
8.698152466E1,-3.185659945E-1,3.161225319E-1,-8.162680864E-1
8.748565158E1,-8.017600328E-2,-8.115338683E-1,5.994110703E-1
8.798977815E1,1.319467872E-1,3.448331654E-1,-2.875646055E-1
8.849390450E1,-3.969093859E-1,-5.519163013E-1,2.057087123E-1
8.899803070E1,5.093085170E-1,2.109010667E-1,-2.115119249E-1
8.950215674E1,-3.546070158E-1,-4.630354941E-1,3.700313270E-1
9.000628273E1,-1.756236330E-2,8.552107029E-3,-1.343902480E-2
9.051040862E1,-2.432768941E-1,-1.062904745E-1,-1.099556610E-1
9.101453445E1,-6.032289565E-2,1.259908676E-1,1.970038861E-1
9.151866023E1,-1.391244531E-1,-2.878700197E-1,4.902189970E-2
9.202278580E1,-2.467893660E-1,1.417206228E-1,-2.764163166E-2
9.252691106E1,-2.183841616E-1,-3.856084049E-1,7.437278330E-2
9.303103596E1,2.394589931E-1,2.150243968E-1,6.855430007E-1
9.353516039E1,-5.383245945E-1,-7.299833745E-2,-4.453204274E-1
9.403928429E1,5.442805290E-1,-2.000582218E-2,5.829176903E-1
9.454340778E1,-4.028653204E-1,6.093376130E-2,-2.927569449E-1
9.504753086E1,1.547015011E-1,-2.420551628E-1,1.429423541E-1
9.555165346E1,1.250745654E-1,4.092794061E-1,6.536252797E-2
9.605577554E1,-2.009745091E-1,-3.068068326E-1,7.849612087E-2
9.655989716E1,1.829539984E-1,3.527744114E-2,-1.925751269E-1
9.706401851E1,-1.794415265E-1,-3.277289569E-1,9.651663154E-2
9.756813955E1,-1.579085439E-1,2.464839369E-1,2.133445293E-1
9.807226023E1,1.356119812E-1,-6.977602839E-1,-4.456258714E-1
9.857638049E1,-3.582721949E-1,5.687150955E-1,3.263545036E-1
9.908050039E1,2.974911332E-1,-5.085449219E-1,-3.897317350E-1
9.958461997E1,-7.428115606E-1,3.969093859E-1,1.432477981E-1
1.000887392E2,1.469129771E-1,-2.452622056E-1,-7.376192510E-2
1.005928580E2,-3.375028074E-2,-8.414662629E-2,1.481347084E-1
1.010969764E2,-2.075413018E-1,-5.543597788E-2,-4.024071693E-1
1.016010943E2,3.729329407E-1,1.637117565E-1,9.137009978E-1
1.021052118E2,-5.595521331E-1,1.171333194E-1,-2.855792940E-1
1.026093291E2,-2.076940238E-2,2.115119249E-1,5.745183229E-1
1.031134462E2,-1.530216336E-1,-2.634354234E-1,-5.031998754E-1
1.036175631E2,1.565341055E-1,2.290742937E-3,5.224421024E-1
1.041216796E2,5.100720748E-2,-1.252272818E-2,-4.619664848E-1
