"Time (s)","Magnetic field x (µT)","Magnetic field y (µT)","Magnetic field z (µT)"
2.800904840E-1,1.158750057E1,-2.360625076E1,-6.174375153E1
7.800904840E-1,1.818750024E0,-2.868750095E0,-5.002500153E1
1.280090484E0,-2.400000095E0,1.126875019E1,-4.123125076E1
1.780090484E0,-5.212500095E0,1.779375076E1,-3.635625076E1
2.280090484E0,-7.087500095E0,2.171250153E1,-3.322500229E1
2.780090484E0,-8.362500191E0,2.430000114E1,-3.061875153E1
3.280090484E0,-1.093125057E1,2.535000038E1,-2.771250153E1
3.780090484E0,-1.455000019E1,2.418750191E1,-2.426250076E1
4.280090484E0,-2.124375153E1,2.876250076E1,-1.625625038E1
4.780090484E0,-2.555625153E1,2.801250076E1,-1.089375019E1
5.280090484E0,-2.938125038E1,2.480625153E1,-7.856250286E0
5.780090484E0,-3.264375305E1,2.255625153E1,-5.775000095E0
6.280090484E0,-3.315000153E1,2.238750076E1,-5.400000095E0
6.780090484E0,-3.277500153E1,2.266875076E1,-5.700000286E0
7.280090484E0,-3.153750038E1,2.358750153E1,-6.468750477E0
7.780090484E0,-2.831250191E1,2.662500191E1,-7.575000286E0
8.280090484E0,-2.529375076E1,2.970000076E1,-9.525000572E0
8.780090484E0,-2.276250076E1,3.283125305E1,-1.149375057E1
9.280090484E0,-2.015625000E1,3.560625076E1,-1.327500057E1
9.780090484E0,-1.745625114E1,3.772500229E1,-1.473750019E1
1.028009048E1,-1.708125114E1,3.795000076E1,-1.440000057E1
1.078009048E1,-1.700625038E1,3.802500153E1,-1.348125076E1
1.128009048E1,-1.683750153E1,3.810000229E1,-1.312500095E1
1.178009048E1,-1.531875038E1,3.841875076E1,-1.357500076E1
1.228009048E1,-1.460625076E1,3.892500305E1,-1.329375076E1
1.278009048E1,-1.203750038E1,3.963750076E1,-1.383750057E1
1.328009048E1,-1.083750057E1,4.051875305E1,-1.385625076E1
1.378009048E1,-9.093750000E0,4.149375153E1,-1.383750057E1
1.428009048E1,-8.531250000E0,4.207500076E1,-1.381875038E1
1.478009048E1,-8.475000381E0,4.233750153E1,-1.456875038E1
1.528009048E1,-7.706250191E0,4.284375000E1,-1.451250076E1
1.578009048E1,-8.437500000E0,4.293750000E1,-1.451250076E1
1.628009048E1,-7.800000191E0,4.331250000E1,-1.470000076E1
1.678009048E1,-7.762500286E0,4.355625153E1,-1.481250095E1
1.728009048E1,-8.287500381E0,4.335000229E1,-1.485000038E1
1.778009048E1,-9.450000763E0,4.293750000E1,-1.524375057E1
1.828009048E1,-9.562500000E0,4.282500076E1,-1.584375095E1
1.878009048E1,-9.675000191E0,4.291875076E1,-1.524375057E1
1.928009048E1,-1.044375038E1,4.231875229E1,-1.614375114E1
1.978009048E1,-1.055625057E1,4.196250153E1,-1.659375000E1
2.028009048E1,-1.083750057E1,4.166250229E1,-1.680000114E1
2.078009067E1,-1.151250076E1,4.126875305E1,-1.633125114E1
2.128009036E1,-1.149375057E1,4.098750305E1,-1.580625057E1
2.178009036E1,-1.085625076E1,4.095000076E1,-1.485000038E1
2.228009036E1,-1.042500019E1,4.083750153E1,-1.413750076E1
2.278009036E1,-1.051875019E1,4.044375229E1,-1.376250076E1
2.328009036E1,-9.843750000E0,4.074375153E1,-1.280625057E1
2.378009036E1,-9.525000572E0,4.089375305E1,-1.231875038E1
2.428009036E1,-8.700000763E0,4.095000076E1,-1.200000000E1
2.478009036E1,-9.150000572E0,4.078125000E1,-1.188750076E1
2.528009036E1,-8.025000572E0,4.102500153E1,-1.260000038E1
2.578009036E1,-8.456250191E0,4.102500153E1,-1.258125019E1
2.628009036E1,-7.856250286E0,4.130625153E1,-1.230000019E1
2.678009036E1,-8.287500381E0,4.119375229E1,-1.201875019E1
2.728009036E1,-6.825000286E0,4.128750229E1,-1.138125038E1
2.778009036E1,-7.800000191E0,4.095000076E1,-1.053750038E1
2.828009036E1,-7.162500381E0,4.096875000E1,-1.018125057E1
2.878009036E1,-8.025000572E0,4.081875229E1,-9.487500191E0
2.928009036E1,-7.181250095E0,4.096875000E1,-8.718750000E0
2.978009036E1,-8.643750191E0,4.021875000E1,-8.587500572E0
3.028009036E1,-8.287500381E0,4.012500000E1,-8.362500191E0
3.078009036E1,-8.793750763E0,3.999375153E1,-8.906250000E0
3.128009036E1,-9.431250572E0,3.999375153E1,-9.843750000E0
