"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (m)"
0.000000000E0,5.240486740E1,4.935193200E0,NaN,NaN,NaN,8.000000000E2,0.000000000E0
8.252921200E-2,5.240486740E1,4.935193200E0,NaN,NaN,NaN,8.000000000E2,0.000000000E0
2.834069947E0,5.240165822E1,4.931691940E0,7.863622719E-1,1.379999995E0,2.216999969E2,7.071566105E0,1.050562191E1
3.833078958E0,5.240163092E1,4.931646420E0,3.827323794E-1,2.089999914E0,2.296000061E2,6.333187103E0,8.506211281E0
4.833076457E0,5.240162787E1,4.931632870E0,5.565825578E0,2.440000057E0,2.266000061E2,6.300497532E0,7.320120811E0
5.833073904E0,5.240161088E1,4.931585510E0,4.183327412E0,3.640000105E0,2.381999969E2,6.141170979E0,6.708789825E0
6.832784060E0,5.240157350E1,4.931530610E0,4.725905738E0,4.710000038E0,2.300000000E2,7.215419769E0,6.674743176E0
7.832879372E0,5.240147096E1,4.931440600E0,4.627196649E0,7.570000172E0,2.165000000E2,5.420975685E0,6.111680984E0
8.832621091E0,5.240142869E1,4.931373480E0,5.045676402E0,6.949999809E0,2.218999939E2,6.512987137E0,6.420588493E0
9.832601872E0,5.240136466E1,4.931292890E0,4.632757501E0,9.270000458E0,2.210000000E2,5.580286026E0,5.712641239E0
1.083319250E1,5.240127272E1,4.931202430E0,5.758550514E0,1.159000015E1,2.168000031E2,4.419640064E0,5.009964943E0
1.183321083E1,5.240117997E1,4.931105460E0,7.196106143E0,1.181000042E1,2.178000031E2,3.887396097E0,4.475073338E0
1.283257098E1,5.240108789E1,4.931003420E0,6.845207610E0,1.272999954E1,2.178000031E2,3.804699659E0,4.461581230E0
1.383283099E1,5.240099383E1,4.930897410E0,7.765727283E0,1.336999989E1,2.181999969E2,3.790092468E0,4.342372894E0
1.483260275E1,5.240090838E1,4.930770820E0,6.312528868E0,1.377999973E1,2.181999969E2,3.790092468E0,4.207059860E0
1.583315718E1,5.240080477E1,4.930634980E0,6.382919860E0,1.460000038E1,2.171999969E2,3.790092468E0,4.009223461E0
1.683294770E1,5.240069837E1,4.930494380E0,6.523799714E0,1.532999992E1,2.171999969E2,3.790092468E0,3.882815838E0
1.783266109E1,5.240057934E1,4.930352290E0,6.443774539E0,1.607999992E1,2.163000031E2,3.790092468E0,3.704287529E0
1.883248291E1,5.240045972E1,4.930207190E0,6.239296086E0,1.679999924E1,2.168999939E2,3.790092468E0,3.586094856E0
1.983340130E1,5.240033059E1,4.930055110E0,6.560556887E0,1.751000023E1,2.161000061E2,3.790092468E0,3.466876030E0
2.083332182E1,5.240019768E1,4.929897140E0,6.461215618E0,1.811000061E1,2.156000061E2,3.790092468E0,3.506896496E0
2.183330640E1,5.240006152E1,4.929734140E0,5.992115822E0,1.877000046E1,2.151000061E2,3.790092468E0,3.431655407E0
2.283318635E1,5.239991723E1,4.929564160E0,5.083120035E0,1.937999916E1,2.158999939E2,3.790092468E0,3.336500406E0
2.383315895E1,5.239976686E1,4.929375320E0,4.036775481E0,2.075000000E1,2.175000000E2,3.790092468E0,3.461352825E0
2.483332379E1,5.239961810E1,4.929199070E0,3.910911788E0,2.056999969E1,2.170000000E2,3.790092468E0,3.403028965E0
2.583271812E1,5.239946808E1,4.929006510E0,3.767824854E0,2.082999992E1,2.178000031E2,3.790092468E0,3.453133345E0
2.683291853E1,5.239931833E1,4.928823980E0,4.600208053E0,2.089999962E1,2.178999939E2,3.790092468E0,3.312783241E0
2.783246739E1,5.239917342E1,4.928644500E0,5.222516912E0,2.085000038E1,2.171999969E2,3.790092468E0,3.139342785E0
2.883257520E1,5.239902711E1,4.928460820E0,5.938205125E0,2.081999969E1,2.173000031E2,3.790092468E0,2.974858999E0
2.983233619E1,5.239887991E1,4.928278900E0,6.147667529E0,2.073999977E1,2.156000061E2,3.790092468E0,2.725370884E0
3.083287811E1,5.239873274E1,4.928093270E0,6.166331918E0,2.070000076E1,2.158999939E2,3.790092468E0,2.591803312E0
3.183331754E1,5.239858826E1,4.927908090E0,6.264590242E0,2.070000076E1,2.161999969E2,3.790092468E0,2.538510561E0
3.283332660E1,5.239844065E1,4.927726470E0,6.112602078E0,2.067000008E1,2.166999969E2,3.790092468E0,2.500000000E0
3.383288639E1,5.239829286E1,4.927544140E0,6.282085422E0,2.061000061E1,2.158000031E2,3.790092468E0,2.500000000E0
3.483243087E1,5.239814370E1,4.927360130E0,6.718411552E0,2.053000069E1,2.158000031E2,3.790092468E0,2.500000000E0
