"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
1.226068500E-2,7.298108935E-2,4.980062008E0,8.349156380E0
3.326729900E-2,1.232303679E-1,4.967499733E0,8.539385796E0
5.332672990E-1,3.218346536E-1,4.733003139E0,8.840283394E0
1.033267299E0,2.322234392E0,6.744768620E0,8.373085022E0
1.533267299E0,9.698708534E0,2.452044964E0,3.540181160E0
2.033267299E0,1.095075321E1,-8.865407705E-1,4.307080805E-1
2.533267299E0,9.299705505E0,-1.770688772E0,2.013560295E0
3.033267299E0,8.478966713E0,-2.981456995E0,4.462614357E-1
3.533267299E0,1.302832127E1,-3.224328458E-1,1.772483349E0
4.033267299E0,9.740582466E0,-1.460818172E0,5.186443329E-1
4.533267299E0,9.921838760E0,-8.650053740E-1,4.055834413E-1
5.033267299E0,9.228518486E0,2.650051117E-1,-5.838487148E-1
5.533267299E0,9.890133858E0,-5.252245665E-1,-7.884350419E-1
6.033267299E0,9.896714211E0,-1.089332461E0,4.534398913E-1
6.533267299E0,1.024307537E1,-1.601396561E0,7.674978375E-1
7.033267299E0,1.004626560E1,-2.739782035E-1,1.249053478E0
7.533267299E0,9.379864693E0,-1.065404296E0,-1.281356573E0
8.033267299E0,9.534799576E0,3.121437073E0,6.855437160E-1
8.533267299E0,9.309874535E0,3.820739508E0,9.361918569E-1
9.033267299E0,9.729216576E0,1.888535261E0,3.272185028E-1
9.533267299E0,1.078983593E1,-1.466202021E0,-1.204187989E0
1.003326730E1,9.582057953E0,-1.324427366E0,-8.117650747E-1
1.053326730E1,9.820143700E0,-6.257231236E-1,-4.941178858E-1
1.103326730E1,9.773484230E0,-1.049252748E0,-8.440681696E-1
1.153326730E1,9.703494072E0,-1.042074203E0,-5.282155871E-1
1.203326730E1,9.674779892E0,-1.070189953E0,-6.161518097E-1
1.253326730E1,9.641879082E0,-1.192822099E0,-6.813562512E-1
1.303326730E1,9.834501266E0,-1.261615753E0,-7.561319470E-1
1.353326730E1,9.579067230E0,-1.494317770E0,-7.686942816E-1
1.403326730E1,9.884152412E0,-1.021137118E0,-4.229314029E-1
1.453326730E1,9.344570160E0,-1.470987678E0,-7.668996453E-1
1.503326730E1,9.673583984E0,-8.889335990E-1,-9.272187948E-1
1.553326730E1,9.477372169E0,-1.556531072E0,-9.439685345E-1
1.603326730E1,9.912267685E0,-5.946164131E-1,-9.200403094E-1
1.653326730E1,9.778269768E0,-1.336989641E0,-8.356932998E-1
1.703326730E1,9.335597992E0,-4.959124923E-1,-7.914260626E-1
1.753326730E1,9.602995872E0,-1.369890928E0,-1.074975610E0
1.803326730E1,1.047936630E1,-1.007976532E0,-1.450050473E0
1.853326730E1,9.865009308E0,-1.301695466E0,-1.175474167E0
1.903326730E1,9.657432556E0,-1.395613790E0,-1.014556766E0
1.953326730E1,9.524630547E0,-1.405783296E0,-9.966106415E-1
2.003326730E1,9.605986595E0,-1.601396561E0,-1.104287624E0
2.053326730E1,9.771091461E0,-1.542174220E0,-1.207179070E0
2.103326730E1,9.687940598E0,-1.580459356E0,-9.888339639E-1
2.153326730E1,9.704092026E0,-1.338186026E0,-1.253839016E0
2.203326730E1,9.866206169E0,-1.212562919E0,-1.360917926E0
2.253326730E1,9.850054741E0,-1.233500123E0,-1.065404296E0
2.303326730E1,9.768698692E0,-7.166503668E-1,-6.999006271E-1
2.353326730E1,9.871589661E0,-5.886343718E-1,-7.740781307E-1
2.403326730E1,9.783055305E0,-6.556333899E-1,-1.123430252E0
2.453326730E1,9.820143700E0,-5.994020700E-1,-9.032905698E-1
2.503326730E1,9.587442398E0,-5.084748268E-1,-1.319043517E0
2.553326730E1,9.291928291E0,-8.021938205E-1,-2.137987137E0
2.603326730E1,9.608379364E0,-8.913264275E-1,-1.678565025E0
2.653326730E1,9.081359863E0,-1.359123230E0,-1.877767563E0
2.703326730E1,9.148957253E0,-1.042074203E0,-1.917249203E0
2.753326730E1,9.466006279E0,-1.430907965E0,-2.145763636E0
2.803326730E1,9.684351921E0,-1.223330617E0,-1.712064624E0
2.853326730E1,9.673583984E0,-1.316052437E0,-1.953739643E0
2.903326730E1,9.510871887E0,-1.092323542E0,-1.911267042E0
2.953326730E1,8.997013092E0,-1.635494232E0,-1.791027784E0
3.003326730E1,9.235098839E0,-1.256830096E0,-1.847259045E0
3.053326730E1,9.342776299E0,-1.592423439E0,-2.027318954E0
3.103326730E1,9.320642471E0,-1.182054400E0,-1.984846354E0
3.153326730E1,9.317651749E0,-1.479960799E0,-2.038684845E0
3.203326730E1,9.486345291E0,-1.265205026E0,-2.131406784E0
3.253326730E1,9.404989243E0,-1.451845169E0,-2.354537487E0
3.303326730E1,9.550353050E0,-1.555334687E0,-2.086541414E0
3.353326730E1,9.357730865E0,-1.957328916E0,-2.286342144E0
3.403326730E1,9.330213547E0,-1.751546144E0,-2.254039049E0
3.453326730E1,9.239286423E0,-1.757528186E0,-2.285743713E0
3.503326730E1,9.440881729E0,-1.764108539E0,-2.233700037E0
3.553326730E1,9.454640388E0,-1.823330879E0,-2.321038008E0
3.603326730E1,9.402596474E0,-1.786840320E0,-2.209771633E0
3.653326730E1,9.457631111E0,-1.792822361E0,-2.252244234E0
3.703326730E1,9.416953087E0,-1.826321840E0,-2.196611166E0
3.753326730E1,9.426525116E0,-1.798206210E0,-2.121835470E0
3.803326730E1,9.157930374E0,-1.944766641E0,-2.188236237E0
3.853326730E1,9.397810936E0,-1.513460279E0,-2.247458696E0
3.903326730E1,9.291928291E0,-1.691127419E0,-2.220539331E0
3.953326730E1,9.314660072E0,-1.701895118E0,-2.265404940E0
4.003326730E1,9.309276581E0,-1.624128342E0,-2.251047850E0
4.053326730E1,9.212367058E0,-1.726421595E0,-2.312663078E0
4.103326730E1,9.254241943E0,-1.558923960E0,-2.328814745E0
4.153326730E1,9.134600639E0,-1.657029629E0,-2.399402857E0
4.203326730E1,9.412167549E0,-1.639681697E0,-2.410768747E0
4.253326730E1,9.220144272E0,-1.733600020E0,-2.422732830E0
4.303326730E1,9.150154114E0,-1.677966833E0,-2.378465652E0
4.353326730E1,9.227920532E0,-1.680957913E0,-2.374876499E0
4.403326730E1,9.268000603E0,-1.759322882E0,-2.404188633E0
4.453326730E1,9.234500885E0,-1.785045743E0,-2.381456852E0
4.503326730E1,9.164510727E0,-1.599601984E0,-2.351546526E0
4.553326730E1,9.427721024E0,-1.647458434E0,-2.383251429E0
4.603326730E1,9.338588715E0,-1.783849239E0,-2.413759947E0
4.653326730E1,9.285946846E0,-1.730608940E0,-2.297109842E0
4.703326730E1,9.337990761E0,-1.869392633E0,-2.410768747E0
4.753326730E1,9.390632629E0,-1.740778446E0,-2.358126640E0
4.803326730E1,9.354740143E0,-1.746760488E0,-2.386840582E0
4.853326730E1,9.582057953E0,-1.692921996E0,-2.373680115E0
4.903326730E1,9.279366493E0,-1.687538147E0,-2.290529490E0
4.953326730E1,9.570094109E0,-1.475175142E0,-2.130808592E0
5.003326730E1,9.573084831E0,-1.627119422E0,-2.354537487E0
5.053326730E1,9.728020668E0,-1.630110383E0,-2.532802820E0
5.103326730E1,1.007497978E1,-1.287338614E0,-2.635694027E0
5.153326730E1,9.588638306E0,-1.796411633E0,-2.770888567E0
5.203326730E1,9.231510162E0,-1.767697692E0,-3.108874798E0
5.253326730E1,9.325428009E0,-1.444068432E0,-2.872583628E0
5.303326730E1,9.667003632E0,-1.872981906E0,-3.037090063E0
5.353326730E1,8.634500504E0,-1.917249203E0,-2.834298372E0
5.403326730E1,8.918647766E0,-1.729412556E0,-2.840878725E0
5.453326730E1,9.258428574E0,-1.645065546E0,-2.863610506E0
5.503326730E1,9.355937004E0,-1.615753531E0,-2.991028309E0
5.553326730E1,9.496515274E0,-1.731207132E0,-2.552543640E0
5.603326730E1,9.811769485E0,-1.744965911E0,-2.332403898E0
5.653326730E1,9.596415520E0,-1.520638824E0,-2.394019127E0
5.703326730E1,9.405587196E0,-1.966900229E0,-2.472383976E0
5.753326730E1,9.196813583E0,-1.477568030E0,-2.319841623E0
5.803326730E1,9.185447693E0,-1.411765337E0,-2.223530531E0
5.853326730E1,9.347561836E0,-1.570888042E0,-2.386840582E0
5.903326730E1,9.333204269E0,-1.409970760E0,-2.386840582E0
5.953326730E1,9.148359299E0,-1.978266120E0,-2.494517565E0
6.003326730E1,9.167501450E0,-1.365105271E0,-2.352742910E0
6.053326730E1,9.673583984E0,-1.765903115E0,-2.568096876E0
6.103326730E1,9.961918831E0,-1.494915962E0,-2.209771633E0
6.153326730E1,9.030512810E0,-1.847259045E0,-1.074975610E0
6.203326730E1,9.285946846E0,-8.243274093E-1,-1.734198213E0
6.253326730E1,9.783653259E0,-8.039883971E-1,-1.673181176E0
6.303326730E1,9.742377281E0,-6.873382926E-1,-7.399803996E-1
6.353326730E1,1.050449181E1,-9.272187948E-2,-8.105686903E-1
6.403326730E1,9.842277527E0,-8.823533654E-1,-9.379864931E-1
6.453326730E1,9.767501831E0,-1.104287624E0,-5.820540786E-1
6.503326730E1,9.891928673E0,-6.305087805E-1,-5.072783828E-1
6.553326730E1,9.727422714E0,-1.296909928E0,-5.090730190E-1
6.603326730E1,9.751350403E0,-1.325623751E0,-4.959124923E-1
6.653326730E1,9.781859398E0,-1.400997639E0,-4.354937077E-1
6.703326730E1,9.820143700E0,-1.357328653E0,-2.404786795E-1
6.753326730E1,9.692726135E0,-1.477568030E0,-1.328016520E-1
6.803326730E1,9.658628464E0,-1.493121386E0,-2.650051117E-1
6.853326730E1,9.694520950E0,-1.218544960E0,-2.901297510E-1
6.903326730E1,9.608379364E0,-1.524826288E0,-2.709871531E-1
6.953326730E1,9.670592308E0,-1.258624673E0,-2.410768867E-1
7.003326730E1,9.609575272E0,-1.416550994E0,-2.554338276E-1
7.053326730E1,9.841081619E0,-1.311266780E0,-1.328016520E-1
7.103326730E1,9.847063065E0,-1.473978758E0,-2.135594189E-1
7.153326730E1,9.885947227E0,-1.208973646E0,-2.410768867E-1
7.203326730E1,9.629914284E0,-8.793623447E-1,-7.477571070E-2
7.253326730E1,9.940981865E0,-5.617151260E-1,-1.788634956E-1
7.303326730E1,9.813564301E0,-8.883354068E-1,-4.606183469E-1
7.353326730E1,9.974481583E0,-6.879364848E-1,-4.097708762E-1
7.403326730E1,9.840482712E0,-6.430711150E-1,-5.533402562E-1
7.453326730E1,9.707083702E0,-6.711867452E-1,-5.581258535E-1
7.503326730E1,1.001755238E1,-8.949156404E-1,-7.286145091E-1
7.553326730E1,9.769296646E0,-6.879364848E-1,-5.294120312E-1
7.603326730E1,9.610772133E0,-7.896314859E-1,-6.669993401E-1
7.653326730E1,9.669994354E0,-7.046862841E-1,-4.749752879E-1
7.703326730E1,9.743574142E0,-4.899304509E-1,-9.266205430E-1
7.753326730E1,9.852447510E0,-7.196413875E-1,-7.740781307E-1
7.803326730E1,9.668199539E0,-8.985049129E-1,-1.166501045E0
7.853326730E1,9.683155060E0,-5.629115105E-1,-6.873382926E-1
7.903326730E1,9.670592308E0,-1.435693540E-2,-2.123630047E-1
7.953326730E1,9.830911636E0,9.870393574E-2,-3.415754437E-1
8.003326730E1,9.952945709E0,3.367897868E-1,-2.045863420E-1
8.053326730E1,9.703494072E0,1.226321608E-1,-3.625126183E-1
8.103326730E1,1.138624668E1,2.087737769E-1,-6.873382926E-1
8.153326730E1,9.787840843E0,-7.334001660E-1,8.973085135E-2
