"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (°)"
4.125438929E-1,5.200700307E1,4.371545997E0,2.667464772E-1,2.210574627E0,3.126645203E2,4.866213502E0,3.185043671E0
1.412539005E0,5.200702565E1,4.371574651E0,4.203078924E-1,2.226238966E0,3.300043945E2,9.105620293E0,3.329550539E0
2.412534595E0,5.200704630E1,4.371569141E0,4.313300978E-1,2.477758884E0,3.381474609E2,8.656112885E0,3.371039223E0
3.412535071E0,5.200708135E1,4.371546371E0,5.795030110E-1,2.477758884E0,3.381474609E2,4.744255969E0,3.364011346E0
4.412539363E0,5.200711469E1,4.371544884E0,6.016901378E-1,2.809852600E0,3.503561707E2,4.720478196E0,3.397296372E0
5.412543774E0,5.200715718E1,4.371539508E0,7.456085952E-1,3.528697252E0,3.550881348E2,4.780877307E0,3.311759232E0
6.412547708E0,5.200720454E1,4.371532912E0,7.148822760E-1,4.235356331E0,3.550881348E2,4.812699889E0,3.265341760E0
7.412551045E0,5.200725379E1,4.371526055E0,7.603805484E-1,4.787060738E0,3.550881348E2,4.758236453E0,3.344207363E0
8.412554979E0,5.200727241E1,4.371562383E0,7.470628768E-1,4.787060738E0,6.219232559E0,1.313850787E1,3.392688317E0
9.412557840E0,5.200728609E1,4.371538637E0,6.836919514E-1,5.071480274E0,3.030585866E2,1.687672232E1,3.430635065E0
1.041256118E1,5.200731625E1,4.371190365E0,1.154425927E0,6.377006054E0,2.892717202E2,4.685086551E0,3.445939791E0
1.141256404E1,5.200727388E1,4.371106858E0,1.419347310E0,6.392574787E0,2.808094680E2,4.714818382E0,3.405146790E0
1.241256928E1,5.200727738E1,4.370969565E0,9.083526237E-1,6.392574787E0,2.477145996E2,4.730196991E0,3.383751389E0
1.341256797E1,5.200724983E1,4.370855573E0,7.189422194E-1,6.671922207E0,2.477145996E2,4.739201490E0,3.371128338E0
1.441257083E1,5.200720384E1,4.370733777E0,5.896411669E-1,7.501099110E0,2.449420929E2,4.805279061E0,3.276252460E0
1.541257298E1,5.200711905E1,4.370578877E0,1.435156335E0,1.002259012E1,2.428182983E2,4.781724206E0,3.310536308E0
1.641257477E1,5.200707550E1,4.370456459E0,1.440045458E0,9.997335101E0,2.428182983E2,4.783898038E0,3.307394230E0
1.741257608E1,5.200703552E1,4.370329561E0,1.384573729E0,9.829875363E0,2.449119568E2,4.782338829E0,3.309648374E0
1.841257787E1,5.200699871E1,4.370204780E0,1.472320803E0,9.527361587E0,2.452396240E2,4.782908039E0,3.308825731E0
1.941257918E1,5.200696873E1,4.370107122E0,1.740149725E0,7.253100507E0,2.452396240E2,4.741063022E0,3.368509827E0
2.041258049E1,5.200695102E1,4.370037414E0,1.575953022E0,5.714603145E0,2.452396240E2,4.741130837E0,3.368414378E0
2.141258132E1,5.200693836E1,4.369986047E0,1.732518225E0,4.217930389E0,2.452396240E2,4.740852001E0,3.368806812E0
2.241258228E1,5.200693027E1,4.369955651E0,1.653638115E0,2.740419722E0,2.452396240E2,4.740997502E0,3.368602043E0
2.341258323E1,5.200692919E1,4.369947542E0,1.546577428E0,1.150885340E0,2.452396240E2,4.739820567E0,3.370257858E0
2.441258419E1,5.200693008E1,4.369948439E0,1.520745564E0,3.708167447E-1,2.452396240E2,4.737373479E0,3.373696720E0
2.541258538E1,5.200693142E1,4.369951632E0,1.699795288E0,6.998910473E-2,2.452396240E2,4.741166405E0,3.368364314E0
2.641258597E1,5.200693149E1,4.369952357E0,1.740956360E0,0.000000000E0,2.452396240E2,4.741847971E0,3.367404765E0
2.741258585E1,5.200693149E1,4.369952357E0,1.740956360E0,0.000000000E0,2.452396240E2,4.741867953E0,3.367376628E0
2.841258681E1,5.200693149E1,4.369952357E0,1.740956360E0,0.000000000E0,2.452396240E2,4.742455670E0,3.366548864E0
2.941258669E1,5.200693149E1,4.369952357E0,1.740956360E0,0.000000000E0,2.452396240E2,4.741640974E0,3.367696232E0
3.041258729E1,5.200693149E1,4.369952357E0,1.740956360E0,0.000000000E0,2.452396240E2,4.741709967E0,3.367599088E0
3.141258717E1,5.200693149E1,4.369952357E0,1.740956360E0,0.000000000E0,2.452396240E2,4.741747278E0,3.367546553E0
3.241258812E1,5.200693149E1,4.369952357E0,1.740956360E0,0.000000000E0,2.452396240E2,4.742216801E0,3.366885332E0
3.341258776E1,5.200693149E1,4.369952357E0,1.740956360E0,0.000000000E0,2.452396240E2,4.742601183E0,3.366343870E0
3.441258776E1,5.200693149E1,4.369952357E0,1.740956360E0,0.000000000E0,2.452396240E2,4.741252266E0,3.368243457E0
