"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
1.540574999E-2,1.667271703E-1,-1.479260344E-2,-6.668924540E-2
5.129909167E-1,1.780774593E-1,-5.932850242E-1,1.383360863E0
1.010576917E0,-3.714911044E-1,-4.874765575E-1,8.161823750E-1
1.508162000E0,-1.647988439E0,5.378975868E-1,2.748295665E-1
2.005747000E0,7.389006764E-2,-1.007609442E-1,5.205216631E-2
2.503331000E0,-4.484704137E-2,4.401658103E-2,-8.294894546E-2
3.000915000E0,-1.998212636E-1,4.291941822E-1,-1.820206940E-1
3.498498542E0,-9.513230994E-3,-2.512299418E-1,6.421261281E-2
3.996080542E0,-6.648746133E-2,4.757864773E-2,1.418254972E-1
4.493662375E0,1.001480371E-1,-2.941747308E-1,-2.084643245E-1
4.991244375E0,9.659679979E-2,-6.638812274E-2,-2.340836264E-2
5.488825625E0,1.356712133E-1,-6.944570690E-2,-1.276923716E-2
5.986405625E0,2.219642103E-1,-7.467139512E-2,-7.658188790E-2
6.483983875E0,2.447628826E-1,-2.525210939E-2,-8.764691651E-2
6.981562875E0,3.803192675E-1,-6.492288411E-2,-1.452439874E-1
7.479142375E0,3.311225176E-1,-1.245964170E-1,-1.092628092E-1
7.976720375E0,3.493908644E-1,-6.599844992E-2,-1.445980668E-1
8.474297000E0,3.777062595E-1,-1.615794897E-1,-1.484403759E-1
8.971874000E0,3.040083945E-1,1.392408507E-3,-1.872009039E-1
9.469449792E0,2.977396548E-1,-4.366773367E-2,-1.384351552E-1
9.967024792E0,2.665677965E-1,-4.301251844E-2,-7.482022792E-2
1.046460000E1,1.871816665E-1,-6.456639618E-2,-9.487257153E-2
1.096217500E1,1.689451635E-1,-3.511077538E-2,-8.575613797E-2
1.145974913E1,1.137172952E-1,3.188898414E-2,-6.589010358E-2
1.195732212E1,-7.271117065E-3,2.539790571E-1,-6.406737119E-2
1.245489575E1,1.549396068E-1,-4.221335351E-1,2.440544218E-2
1.295246775E1,-1.035139803E-2,6.195637956E-2,-2.559051849E-2
1.345003975E1,9.271061420E-2,-1.223880127E-1,9.998407960E-2
1.394761004E1,2.223966084E-2,-4.494007211E-3,8.919185959E-3
1.444518104E1,-1.342674531E-2,6.169983745E-2,-7.320896722E-3
1.494275162E1,-7.915741764E-3,-2.533847466E-2,3.086152487E-2
1.544032162E1,1.464662850E-1,-1.255063266E-1,1.335071772E-1
