"Time (s)","X (hPa)"
-5.246878333E-1,1.017480011E3
4.805481667E-1,1.017488556E3
1.485738167E0,1.017497025E3
2.490937167E0,1.017524796E3
3.496145167E0,1.017542801E3
3.847944167E0,1.017553558E3
4.920182167E0,1.017560577E3
5.992398167E0,1.017560272E3
7.064546167E0,1.017560272E3
8.136696167E0,1.017558441E3
9.208883167E0,1.017553787E3
1.028102117E1,1.017553787E3
1.135317917E1,1.017554398E3
1.242539417E1,1.017554626E3
1.349761317E1,1.017555008E3
1.456985417E1,1.017555695E3
1.564209717E1,1.017556534E3
1.671436917E1,1.017557526E3
1.778663917E1,1.017558594E3
1.885889017E1,1.017559738E3
1.993117017E1,1.017560577E3
2.100347717E1,1.017561569E3
2.207570417E1,1.017562027E3
2.314795017E1,1.017562485E3
2.422018117E1,1.017563324E3
2.529243217E1,1.017564087E3
2.636467417E1,1.017565002E3
2.743697317E1,1.017565994E3
2.850924517E1,1.017566605E3
2.958150117E1,1.017566910E3
3.065375717E1,1.017566910E3
3.172599217E1,1.017566910E3
3.279823217E1,1.017566376E3
3.387051717E1,1.017566223E3
3.494280217E1,1.017566071E3
3.601508717E1,1.017565994E3
3.708737717E1,1.017565994E3
3.815966117E1,1.017566681E3
3.923188917E1,1.017566910E3
4.030411317E1,1.017566910E3
4.137635017E1,1.017567215E3
4.244861117E1,1.017567215E3
4.352085017E1,1.017566681E3
4.459307417E1,1.017566376E3
4.566528817E1,1.017565842E3
4.673752917E1,1.017565384E3
4.780977417E1,1.017564774E3
4.888205217E1,1.017564545E3
4.995435217E1,1.017564087E3
5.102665817E1,1.017563705E3
5.209896017E1,1.017563095E3
5.317124217E1,1.017562485E3
5.424354617E1,1.017561569E3
5.531587417E1,1.017561111E3
5.638814217E1,1.017560501E3
5.746036617E1,1.017559662E3
5.853262917E1,1.017559662E3
5.960487317E1,1.017559662E3
6.067706117E1,1.017559891E3
6.174932017E1,1.017560806E3
6.282167617E1,1.017562408E3
6.389397717E1,1.017563934E3
6.496625417E1,1.017566376E3
6.603853117E1,1.017568512E3
6.711079817E1,1.017570648E3
6.818303817E1,1.017571945E3
6.925525717E1,1.017573166E3
7.032750317E1,1.017573166E3
