"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
2.665704167E-2,-1.404100060E-1,-2.708774805E-1,-9.994348884E-2
5.277494583E-1,-1.002691269E0,-1.843560696E0,-8.091824055E-1
1.028842458E0,5.769073963E-1,-5.362178087E-1,7.194408774E-1
1.529936583E0,-6.921899319E-1,-1.788517118E0,2.881035209E-2
2.031030583E0,-1.382201552E0,2.339371592E-1,1.016209796E-1
2.532124667E0,-1.279735006E-3,2.481620759E-4,-7.954295725E-4
3.033219667E0,-8.495626971E-4,5.931388587E-4,1.421197318E-3
3.534315583E0,2.562537091E-3,3.690989688E-4,7.376382127E-4
4.035410583E0,2.459979150E-4,3.157490864E-4,7.536066696E-4
4.536506083E0,-8.440921083E-4,4.141167738E-4,-5.127158947E-4
5.037602083E0,-1.794081181E-4,3.675115295E-4,-5.719899200E-4
5.538698042E0,8.515811060E-4,6.578164175E-4,1.018240117E-3
6.039794042E0,-1.798680518E-3,-6.474973634E-4,1.964352094E-3
6.540890667E0,-4.580679815E-4,2.497262321E-4,1.714098267E-3
7.041986667E0,6.022183225E-4,-3.882818855E-4,-1.888031140E-3
7.543083833E0,-2.203474287E-4,-1.744059846E-4,-5.747629330E-4
8.044180833E0,-1.027383143E-3,1.037396491E-3,-1.445803791E-4
8.545278917E0,2.933121286E-4,-1.409332268E-3,-4.117097706E-4
9.046376917E0,1.503531588E-3,-1.189219765E-4,1.905750483E-3
9.547473208E0,-3.872897942E-4,1.011661254E-3,6.073340774E-4
1.004857121E1,1.483933534E-3,9.475755505E-4,-5.676699802E-4
1.054966892E1,4.852241836E-4,7.347669452E-6,4.141964018E-4
1.105076692E1,-6.191718858E-4,1.656347886E-3,7.109241560E-4
1.155186646E1,-1.939785900E-3,6.520701572E-4,1.299623400E-4
1.205296546E1,-9.533832781E-5,1.054997556E-4,-1.616905909E-3
1.255406371E1,-4.931648728E-4,6.824014708E-4,8.136173710E-4
1.305516271E1,6.571994163E-5,-9.198468179E-4,4.303855821E-4
1.355626158E1,6.456772098E-4,-3.805337474E-5,-3.673778847E-4
1.405736158E1,8.876831271E-5,-1.333658583E-4,-5.890801549E-5
1.455846092E1,-3.978449386E-4,7.496764883E-4,-3.118831664E-4
1.505956092E1,3.919294104E-4,-5.693826824E-4,1.740898006E-3
1.556066029E1,8.661602624E-5,1.009020489E-3,-1.710839570E-6
1.606176029E1,-3.341797274E-4,7.564052939E-4,-4.082685336E-4
1.656286046E1,-5.920729600E-4,3.205365501E-4,1.248393208E-3
1.706396046E1,-1.197597012E-3,7.900479250E-4,-6.818557158E-4
1.756506129E1,6.586578675E-4,3.170361742E-5,-3.311904147E-4
1.806616129E1,-1.682134578E-3,-7.561803795E-4,-1.303999219E-3
1.856726204E1,-7.504313253E-4,-5.125543103E-4,2.107778564E-4
1.906836304E1,-5.010191817E-4,1.405668445E-4,-5.550580099E-4
1.956946292E1,8.650230011E-4,1.822677441E-4,1.120277680E-3
2.007056392E1,-2.219886519E-4,1.372140367E-3,-1.706283540E-3
2.057166529E1,5.812738091E-4,-8.183578029E-5,-1.018744428E-3
2.107276629E1,1.070177066E-3,-1.087742858E-4,-1.096334308E-3
2.157386667E1,-4.279597197E-4,1.642426942E-3,-2.601556480E-5
2.207496867E1,2.992096124E-4,2.149870619E-3,-1.317048445E-4
2.257606929E1,-1.133754849E-3,1.256182790E-3,-7.264814340E-4
2.307717129E1,1.476728474E-3,-2.332511358E-4,6.102127954E-4
2.357827279E1,3.089448437E-4,2.883858979E-4,-1.277655363E-3
2.407937479E1,-1.176990801E-3,-8.596209809E-4,1.197695732E-3
2.458047671E1,1.960992813E-4,7.365322672E-4,5.375025794E-4
2.508157871E1,4.242836731E-4,-3.260346130E-4,-4.121819511E-4
2.558268117E1,9.261653759E-5,1.608797349E-3,-6.308089942E-4
2.608378317E1,-9.059407748E-4,5.206116475E-4,3.911769018E-4
2.658488492E1,-9.287290741E-4,6.310669705E-4,-4.429798573E-4
2.708598692E1,-6.978721358E-4,2.819001675E-4,-6.299568340E-4
2.758708942E1,8.334317245E-4,1.041791402E-4,-1.155685633E-3
2.808819142E1,8.244300261E-6,-1.144945156E-3,8.553666994E-4
2.858929367E1,-3.641983494E-5,2.159161028E-3,-1.364899799E-4
2.909039667E1,-9.738244116E-4,7.404019125E-4,3.373697400E-4
2.959149942E1,6.514560664E-4,-3.149369732E-4,4.341397434E-4
3.009260242E1,-7.628682069E-4,1.506484114E-4,-1.194621436E-3
3.059370492E1,1.328033395E-4,2.303668298E-4,1.286529005E-3
3.109480692E1,-1.045004465E-3,-2.387501299E-4,1.615045592E-3
3.159591021E1,-1.148528652E-3,-1.581134740E-3,6.703650579E-4
