"Time (s)","X (µT)","Y (µT)","Z (µT)"
2.665704167E-2,1.566915894E1,-2.143936157E1,-7.244628906E0
5.277494583E-1,9.281036377E0,-1.771429443E1,-2.193501282E1
1.028842458E0,8.703765869E0,-2.448492432E1,-1.522154236E1
1.529936583E0,3.366729736E0,-9.682678223E0,-2.880958557E1
2.031030583E0,5.007965088E0,-3.497039795E0,-2.754336548E1
2.532124667E0,5.672058105E0,2.757263184E0,-2.569233704E1
3.033219667E0,5.928375244E0,3.057556152E0,-2.552667236E1
3.534315583E0,5.757110596E0,2.924957275E0,-2.590104675E1
4.035410583E0,5.826873779E0,2.785552979E0,-2.578575134E1
4.536506083E0,5.926055908E0,2.804962158E0,-2.567456055E1
5.037602083E0,6.012542725E0,2.865905762E0,-2.581704712E1
5.538698042E0,5.990692139E0,3.024383545E0,-2.578965759E1
6.039794042E0,5.995941162E0,2.842132568E0,-2.553042603E1
6.540890667E0,6.040283203E0,2.924621582E0,-2.563554382E1
7.041986667E0,6.025024414E0,2.791046143E0,-2.542135620E1
7.543083833E0,5.703125000E0,2.826477051E0,-2.543260193E1
8.044180833E0,5.978973389E0,2.999633789E0,-2.531788635E1
8.545278917E0,5.730560303E0,2.871124268E0,-2.548324585E1
9.046376917E0,5.845642090E0,2.748901367E0,-2.545094299E1
9.547473208E0,5.835784912E0,2.913787842E0,-2.568254089E1
1.004857121E1,5.885284424E0,2.837677002E0,-2.561953735E1
1.054966892E1,5.970001221E0,2.897644043E0,-2.561721802E1
1.105076692E1,5.837188721E0,2.584045410E0,-2.540992737E1
1.155186646E1,5.905944824E0,2.769866943E0,-2.544187927E1
1.205296546E1,5.856842041E0,2.765838623E0,-2.565260315E1
1.255406371E1,5.852386475E0,2.714294434E0,-2.552114868E1
1.305516271E1,5.849151611E0,2.545715332E0,-2.575993347E1
1.355626158E1,5.786315918E0,2.520660400E0,-2.570776367E1
1.405736158E1,5.727539062E0,2.670318604E0,-2.549501038E1
1.455846092E1,5.744262695E0,2.538391113E0,-2.562426758E1
1.505956092E1,5.921691895E0,2.625671387E0,-2.566717529E1
1.556066029E1,5.975311279E0,2.949401855E0,-2.562675476E1
1.606176029E1,5.645477295E0,2.873687744E0,-2.578799438E1
1.656286046E1,5.763793945E0,2.874664307E0,-2.578536987E1
1.706396046E1,6.022186279E0,2.926788330E0,-2.559478760E1
1.756506129E1,5.866790771E0,2.958953857E0,-2.566569519E1
1.806616129E1,6.043975830E0,2.929779053E0,-2.551739502E1
