"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
1.089232320E-1,-4.037833214E-2,7.347764969E-1,-2.826910019E-1
3.105717210E-1,7.865307331E-1,2.217729092E0,-1.903940201E0
8.105717210E-1,6.059453487E-1,3.895750642E-1,2.705821991E-1
1.310571721E0,8.221712112E-1,-3.645085394E-1,7.997589111E-1
1.810571721E0,5.233571529E-1,-1.505283952E0,-1.922540665E-1
2.310571721E0,-4.173908234E-1,-1.065846562E0,9.089145660E-1
2.810571721E0,2.298262119E-1,-3.222809732E-1,1.997184753E-2
3.310571721E0,2.481448650E-1,-8.789652586E-2,-8.673191071E-2
3.810571721E0,1.117534637E-1,-3.223502636E-2,4.088592529E-2
4.310571721E0,-1.322510242E-1,1.686138511E-1,4.809093475E-2
4.810571721E0,1.040682793E-1,6.723886728E-2,1.591587067E-2
5.310571721E0,3.684902191E-2,1.496170461E-1,-1.159267426E-1
5.810571721E0,-7.656574249E-3,1.373687536E-1,-5.013561249E-2
6.310571721E0,1.155200005E-1,3.733881712E-1,9.525394440E-2
6.810571721E0,4.689407349E-2,-2.113743126E-2,2.009057999E-1
7.310571721E0,5.157279968E-2,-3.084063530E-2,-7.808589935E-2
7.810571721E0,2.393436432E-1,-6.764143705E-2,1.257915497E-1
8.310571721E0,-4.899740219E-2,-2.094233036E-1,-8.364200592E-2
8.810571721E0,-3.996562958E-2,-6.261581182E-2,8.802509308E-2
9.310571721E0,-1.371755600E-1,6.866753101E-3,-8.362579346E-2
9.810571721E0,1.004600525E-1,-7.484287024E-2,8.994102478E-2
1.031057172E1,1.875085831E-1,-1.263860464E-1,1.896848679E-1
1.081057172E1,1.041078568E-2,1.688399911E-1,-2.607574463E-1
1.131057172E1,1.922106743E-1,-9.722375870E-2,3.958139420E-1
1.181057172E1,3.890242577E-1,-2.661573887E-2,-1.435747147E-1
1.231057172E1,-1.283292770E-1,2.978658676E-1,-6.163864136E-1
1.281057172E1,2.832922935E-1,-2.862341404E-1,6.853170395E-1
1.331057172E1,7.057714462E-2,-8.790484667E-1,3.518371582E-1
1.381057172E1,-3.856000900E-1,3.838069439E-1,-1.721408367E0
1.431057172E1,1.110887051E0,-1.345964670E0,1.898098946E0
1.481057172E1,-1.272762537E0,9.151008129E-1,-3.095100403E0
1.531057172E1,5.007576942E-1,-1.285509467E0,3.623460770E0
1.581057172E1,-7.059862614E-1,6.331233978E-1,-2.106138706E0
1.631057172E1,3.183007240E-1,-7.535719872E-1,8.442792892E-1
1.681057172E1,5.338716507E-2,8.834838867E-3,-4.249801636E-1
1.731057172E1,1.935195923E-2,-1.278097630E-1,1.657934189E-1
1.781057172E1,1.646566391E-2,8.571624756E-3,-1.293792725E-1
1.831057172E1,2.283339500E-1,-9.837698936E-2,1.214466095E-1
1.881057172E1,7.955265045E-2,4.568362236E-2,-2.370119095E-1
1.931057172E1,1.514177322E-1,-1.532354355E-1,1.915750504E-1
1.981057172E1,7.786941528E-2,3.861594200E-2,-1.287813187E-1
2.031057172E1,1.318244934E-1,-6.569147110E-2,-5.588817596E-2
2.081057172E1,-3.212809563E-1,3.085246086E-1,-1.166659832E0
2.131057172E1,6.260967255E-2,-3.997468948E-1,1.069873810E0
2.181057172E1,4.441227913E-1,-1.314866543E-1,-3.389930725E-2
2.231057172E1,-3.622968197E-1,-7.129116058E-1,3.867893219E-1
2.281057172E1,-3.732397556E-1,-5.681574345E-1,-2.239503860E-1
2.331057172E1,1.992344856E-1,-1.011530638E0,9.860553741E-1
2.381057172E1,-1.631472111E-1,-3.083777428E-1,-5.103225708E-1
2.431057172E1,-3.884544373E-1,-1.138771057E0,4.145669937E-1
