"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
2.739990130E-1,-1.001971006E0,2.099847645E-1,3.926333487E-1
7.781206800E-1,-3.712530732E-1,-4.092793912E-2,-2.444986254E-1
1.282242919E0,-5.177079141E-2,-4.001164436E-2,2.779434621E-1
1.786365680E0,-6.520981342E-2,-1.737910360E-1,-2.834412456E-1
2.290489013E0,2.214384824E-2,5.497782957E-3,-1.542433538E-2
2.794612711E0,-2.244928107E-2,-7.024944760E-3,-1.450803876E-2
3.298736774E0,-6.276635826E-2,-9.010255337E-3,1.985310577E-2
3.802860992E0,5.803215317E-3,7.024944760E-3,-1.069013402E-2
4.306985315E0,-8.552107029E-3,-2.107483521E-2,2.748891525E-2
4.811109690E0,1.114828233E-2,-7.788525894E-3,2.138026804E-2
5.315234013E0,1.191186346E-2,-7.941242307E-3,2.306014486E-2
5.819358284E0,1.175914705E-2,-1.130099874E-2,2.275471389E-2
6.323482503E0,-1.527161920E-3,-1.175914705E-2,2.916879393E-2
6.827606721E0,3.665188793E-3,-1.496618707E-2,2.122755162E-2
7.331730732E0,-1.908952370E-2,-3.069595434E-2,2.351829410E-2
7.835854742E0,-3.848448023E-2,-1.771507785E-2,-3.665188793E-3
8.339978805E0,-3.665188793E-3,7.483093534E-3,-2.825249545E-2
8.844102971E0,-3.970621154E-3,-2.748891478E-3,-3.130681813E-2
9.348227034E0,-1.069013402E-2,1.237001177E-2,-2.550360374E-2
9.852350836E0,-1.771507785E-2,6.719512399E-3,-1.313359290E-2
1.035647438E1,-1.481347065E-2,6.566796452E-3,-6.108647678E-3
1.086059761E1,-1.771507785E-2,-1.007926930E-2,-1.221729559E-3
1.136472078E1,-2.901607659E-3,1.221729559E-3,3.359756200E-3
1.186884412E1,-3.054323839E-3,1.053741761E-2,-2.641990222E-2
1.237296761E1,9.621120058E-3,-2.336557768E-2,-1.832594397E-3
1.287709125E1,7.086031139E-2,-1.527161989E-2,-4.337139800E-2
1.338121474E1,-4.444041103E-2,6.337722391E-2,-2.351829410E-2
1.388533813E1,-9.422589093E-2,9.621120058E-3,6.154462695E-2
1.438946131E1,7.437278330E-2,-9.162971750E-3,-4.291325063E-2
1.489358438E1,-1.221729591E-1,5.681042373E-2,6.047561392E-2
1.539770729E1,3.756818548E-2,-2.550360374E-2,9.010255337E-3
1.590183000E1,-5.192350596E-2,1.939495653E-2,4.108065739E-2
1.640595245E1,-5.955931731E-3,4.428769462E-3,1.985310577E-3
1.691007464E1,-2.260199748E-2,1.420260593E-2,1.114828233E-2
1.741419651E1,-4.581485875E-3,-5.955931731E-3,-1.282816008E-2
1.791831813E1,-8.246674202E-3,-4.581485875E-3,2.748891478E-3
1.842243943E1,-8.552107029E-3,9.315688163E-3,1.527161949E-4
1.892656052E1,-9.162971983E-4,9.162971983E-4,5.497782957E-3
1.943068136E1,1.007926930E-2,4.886918236E-3,-1.389717404E-2
1.993480198E1,-1.466075517E-2,1.007926930E-2,7.788525894E-3
2.043892229E1,-1.496618707E-2,1.740964688E-2,-1.527161920E-3
2.094304229E1,-1.328630932E-2,-7.635809598E-4,1.695149764E-2
2.144716209E1,7.391463965E-2,-1.893680729E-2,-4.276053607E-2
2.195128172E1,-7.589995116E-2,4.169152305E-2,3.558287397E-2
2.245540125E1,4.764745384E-2,-4.367683083E-2,-2.367101051E-2
2.295952078E1,-3.680460155E-2,-2.015853859E-2,2.046396956E-2
2.346364042E1,3.695731983E-2,-1.374445762E-2,-3.375028074E-2
2.396776016E1,-1.618791744E-2,3.298669681E-2,1.557705179E-2
2.447187995E1,2.275471389E-2,-7.635809947E-3,-1.496618707E-2
2.497599974E1,-3.817904973E-3,6.566796452E-3,1.511890348E-2
2.548011964E1,1.221729536E-2,-5.955931731E-3,4.428769462E-3
2.598423948E1,1.237001177E-2,2.046396956E-2,-7.941242307E-3
2.648835927E1,1.282816008E-2,-1.404988952E-2,-3.222311661E-2
2.699247906E1,-1.466075517E-2,3.054323897E-4,1.542433538E-2
2.749659875E1,6.566796452E-3,6.261364091E-3,-7.024944760E-3
2.800071828E1,-1.053741761E-2,-8.093958721E-3,7.024944760E-3
2.850483776E1,1.343902480E-2,-7.788525894E-3,-1.130099874E-2
2.900895714E1,-1.206457894E-2,-0.000000000E0,1.175914705E-2
2.951307646E1,-1.527161949E-4,7.330377586E-3,6.108647678E-3
3.001719568E1,4.428769462E-3,-4.581485875E-3,-3.359756200E-3
3.052131490E1,4.276053514E-3,-1.985310577E-3,-3.054323839E-3
3.102543407E1,2.397644334E-2,-2.443459118E-3,-3.100138716E-2
3.152955313E1,-1.404988952E-2,8.857538924E-3,5.192350596E-3
3.203367198E1,-1.527161949E-4,-6.108647794E-4,5.650499370E-3
3.253779068E1,-1.069013402E-2,1.572976820E-2,3.970621154E-3
3.304190922E1,-4.886918236E-3,-3.817904973E-3,3.817904973E-3
3.354602761E1,5.803215317E-3,-4.734201822E-3,-4.276053514E-3
3.405014594E1,0.000000000E0,5.192350596E-3,-9.162971983E-4
3.455426417E1,-1.527161920E-3,1.527161949E-4,1.527161920E-3
3.505838235E1,2.138026757E-3,1.069013379E-3,-2.901607659E-3
3.556250037E1,-9.162971983E-4,-1.527161920E-3,1.221729559E-3
3.606661818E1,-3.054323897E-4,2.290742937E-3,-0.000000000E0
3.657073589E1,1.221729559E-3,3.359756200E-3,-2.290742937E-3
3.707485349E1,-4.734201822E-3,-3.054323839E-3,3.512472380E-3
3.757897094E1,-6.566796452E-3,1.985310577E-3,5.039634649E-3
3.808308828E1,7.177661173E-3,3.970621154E-3,-5.803215317E-3
3.858720552E1,2.290742937E-3,-1.374445739E-3,4.581485991E-4
3.909132271E1,1.985310577E-3,0.000000000E0,-1.221729559E-3
3.959543979E1,4.581485991E-4,-1.527161949E-4,-1.374445739E-3
4.009955672E1,-3.054323897E-4,-2.443459118E-3,9.162971983E-4
4.060367349E1,6.108647794E-4,1.374445739E-3,-1.527161949E-4
4.110779011E1,-7.635809598E-4,-0.000000000E0,-4.581485991E-4
4.161190662E1,4.581485991E-4,-4.428769462E-3,1.374445739E-3
4.211602313E1,4.581485991E-4,3.817904973E-3,-2.748891478E-3
4.262013964E1,5.497782957E-3,-3.207040019E-3,-2.443459118E-3
4.312425610E1,6.872228812E-3,-1.069013379E-3,-5.650499370E-3
4.362837250E1,1.985310577E-3,-4.581485875E-3,-1.985310577E-3
4.413248880E1,6.414080039E-3,-3.207040019E-3,-5.803215317E-3
4.463660500E1,3.665188793E-3,2.138026757E-3,1.832594397E-3
4.514072110E1,-1.527161920E-3,-6.261364091E-3,-1.221729559E-3
4.564483714E1,-8.399390616E-3,-2.412915789E-2,2.748891478E-3
4.614895313E1,4.734201822E-3,-2.428187430E-2,-7.941242307E-3
4.665306907E1,-2.748891478E-3,1.466075517E-2,5.803215317E-3
4.715718495E1,1.343902480E-2,9.468403645E-3,2.138026757E-3
4.766130078E1,5.955931731E-3,-7.177661173E-3,1.847865991E-2
4.816541646E1,1.725693047E-2,-5.039634649E-3,2.412915789E-2
4.866953214E1,2.809977904E-2,-1.221729536E-2,3.619373962E-2
4.917364782E1,1.679878123E-2,-2.321286127E-2,5.787943676E-2
