"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.717602473350306E9,"2024-06-05 17:47:53.350 UTC+02:00"
"PAUSE",9.166135278333386E2,1.717603389971511E9,"2024-06-05 18:03:09.972 UTC+02:00"
