"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (°)"
2.802300453E-2,5.209087417E1,4.579415430E0,-4.198631763E0,NaN,NaN,1.621000000E3,6.360722733E1
1.609291804E1,5.209111941E1,4.579749099E0,-4.198631763E0,NaN,NaN,1.621000000E3,6.360722733E1
1.634507298E1,5.209091225E1,4.579465529E0,-4.198631763E0,NaN,NaN,1.621000000E3,6.360722733E1
8.205248982E1,5.209075619E1,4.579251886E0,-4.198631763E0,NaN,NaN,1.694830903E3,6.360722733E1
8.206075782E1,5.209075618E1,4.579251882E0,-4.198631763E0,NaN,NaN,1.694830927E3,6.360722733E1
8.324803084E1,5.209075582E1,4.579251387E0,-4.198631763E0,NaN,NaN,1.695328466E3,6.360722733E1
8.325795084E1,5.209075582E1,4.579251383E0,-4.198631763E0,NaN,NaN,1.695328502E3,6.360722733E1
8.595080787E1,5.212707880E1,4.570571089E0,-4.198631763E0,NaN,NaN,1.697905405E3,6.360722733E1
8.970939583E1,5.214793501E1,4.568062067E0,-4.198631763E0,NaN,NaN,1.649000000E3,6.360722733E1
1.198285748E2,5.218146618E1,4.559297120E0,-4.198631763E0,NaN,NaN,1.649000000E3,6.360722733E1
1.198396708E2,5.219321666E1,4.555323583E0,-4.198631763E0,NaN,NaN,1.649000048E3,6.360722733E1
1.219288659E2,5.218040916E1,4.560520147E0,-4.198631763E0,NaN,NaN,1.649000000E3,6.360722733E1
1.219603938E2,5.217388182E1,4.563132070E0,-4.198631763E0,NaN,NaN,1.649000000E3,6.360722733E1
