"Time (s)","X (hPa)"
-5.398568750E-1,1.014717865E3
4.658241250E-1,1.014714661E3
1.471505125E0,1.014711456E3
2.477197125E0,1.014666214E3
3.482909125E0,1.014531784E3
3.834162125E0,1.014354248E3
4.906949125E0,1.014316025E3
5.979733125E0,1.014113922E3
7.052465125E0,1.013907013E3
8.125240125E0,1.013718338E3
9.198002125E0,1.013560715E3
1.027073712E1,1.013433762E3
1.134342412E1,1.013342667E3
1.241619212E1,1.013272324E3
1.348892812E1,1.013221588E3
1.456168812E1,1.013178024E3
1.563446712E1,1.013132782E3
1.670725512E1,1.013132782E3
1.778004412E1,1.013226624E3
1.885277812E1,1.013436966E3
1.992555012E1,1.013785477E3
2.099833012E1,1.014236603E3
2.207107912E1,1.014657288E3
2.314381612E1,1.015010300E3
2.421657812E1,1.015265656E3
2.528938812E1,1.015379562E3
2.636218212E1,1.015379562E3
2.743490412E1,1.015311813E3
2.850762912E1,1.015165939E3
2.958033912E1,1.014951630E3
3.065308512E1,1.014709091E3
3.172584812E1,1.014489517E3
3.279858412E1,1.014314728E3
3.387134212E1,1.014191589E3
3.494404112E1,1.014134216E3
3.601676512E1,1.014122009E3
3.708944512E1,1.014096069E3
3.816216812E1,1.014051208E3
3.923489512E1,1.013997803E3
4.030768712E1,1.013918610E3
4.138048012E1,1.013798752E3
4.245325912E1,1.013671417E3
4.352602812E1,1.013539276E3
4.459876412E1,1.013395309E3
4.567155312E1,1.013251266E3
4.674432712E1,1.013118439E3
4.781712912E1,1.012996674E3
4.888992012E1,1.012889099E3
4.996264812E1,1.012813110E3
5.103538312E1,1.012767868E3
5.210812212E1,1.012753525E3
5.318085412E1,1.012753525E3
5.425362512E1,1.012845154E3
5.532640212E1,1.013033981E3
5.639917312E1,1.013345795E3
5.747193012E1,1.013782806E3
5.854470412E1,1.014258728E3
5.961748112E1,1.014661484E3
6.069026812E1,1.014930573E3
6.303062258E1,1.013664246E3
6.403630658E1,1.013788605E3
6.504200958E1,1.013912964E3
6.604769658E1,1.014241257E3
6.705340258E1,1.014641342E3
6.740463558E1,1.015062790E3
6.847742258E1,1.015066528E3
6.955018558E1,1.015344467E3
7.062297258E1,1.015548248E3
7.169575258E1,1.015622940E3
7.276857658E1,1.015634766E3
7.384133458E1,1.015658569E3
7.491407858E1,1.015746689E3
7.598680058E1,1.015872040E3
7.705955058E1,1.016063614E3
7.813225858E1,1.016319122E3
7.920491158E1,1.016558456E3
8.027761958E1,1.016781006E3
8.135034358E1,1.016997452E3
8.242307158E1,1.017202835E3
8.349581058E1,1.017403488E3
8.456855958E1,1.017605438E3
8.564133058E1,1.017809753E3
8.671407958E1,1.017980194E3
8.778686358E1,1.018112259E3
8.885960458E1,1.018235931E3
8.993234558E1,1.018399658E3
9.100500558E1,1.018525772E3
9.207767458E1,1.018608475E3
9.315035858E1,1.018629913E3
9.422304558E1,1.018629913E3
9.529579458E1,1.018503189E3
9.636851558E1,1.018350830E3
9.744124358E1,1.018215637E3
9.851398358E1,1.018101501E3
9.958667258E1,1.018012466E3
1.006594116E2,1.017944489E3
1.017321406E2,1.017892303E3
1.028049096E2,1.017847061E3
1.038776686E2,1.017803650E3
1.049504316E2,1.017759705E3
1.060232186E2,1.017713547E3
1.070959366E2,1.017668152E3
1.081686826E2,1.017626038E3
1.092414486E2,1.017591705E3
1.103142176E2,1.017563248E3
1.113869806E2,1.017537155E3
1.124597766E2,1.017514038E3
1.135325856E2,1.017490005E3
1.146053626E2,1.017468567E3
1.156781146E2,1.017449341E3
1.167509326E2,1.017432327E3
1.178237186E2,1.017419510E3
1.188964636E2,1.017409973E3
1.199692596E2,1.017404327E3
1.210420556E2,1.017403336E3
1.221148396E2,1.017403336E3
1.231875776E2,1.017404785E3
1.242603226E2,1.017410278E3
1.253330846E2,1.017417221E3
1.264058166E2,1.017425766E3
1.274785466E2,1.017433548E3
