"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
1.259287500E-2,-4.298910370E0,8.257129211E0,2.782413940E0
5.137638750E-1,-1.162482605E0,7.165149994E0,4.346212006E0
1.014934875E0,2.748284912E0,2.168241119E0,1.147947830E1
1.516108000E0,4.850363617E0,3.010090485E0,5.733527069E0
2.017279000E0,1.254241791E0,5.722599792E-1,9.590107269E0
2.518455750E0,2.764750671E-1,7.116201782E-1,1.010024643E1
3.019627750E0,5.327421570E-1,9.223818970E-1,9.958790588E0
3.520794000E0,8.496331787E-1,8.491841125E-1,9.855505371E0
4.021966000E0,4.872367859E-1,5.920188904E-1,9.690548401E0
4.523138000E0,3.315605164E-1,1.039288788E0,9.672136688E0
5.024310000E0,2.486329651E-1,7.143145752E-1,9.666448517E0
5.525481375E0,-1.347198486E-2,7.201524353E-1,9.915231171E0
6.026653375E0,7.484436035E-2,8.586145020E-1,9.815987549E0
6.527825750E0,1.059796143E-1,7.929011536E-1,9.903705139E0
7.028997750E0,-1.462458801E-1,7.815248108E-1,9.942324829E0
7.530168125E0,4.840933228E-1,7.448510742E-1,9.555080109E0
8.031340125E0,-1.576222229E-1,6.511459351E-1,9.806257782E0
8.532510792E0,1.202000427E-1,1.039288788E0,1.003617966E1
9.033682792E0,-6.346801758E-2,8.247848511E-1,1.000489471E1
9.534855042E0,4.083508301E-1,6.761439514E-1,9.827064514E0
1.003602704E1,2.894979858E-1,8.704399109E-1,9.865983582E0
1.053719842E1,5.972579956E-2,7.927514648E-1,9.747430115E0
1.103836942E1,1.588197327E-1,6.233038330E-1,9.865235138E0
1.153954067E1,3.207829285E-1,7.295828247E-1,9.839937744E0
1.204071167E1,5.535488892E-1,8.904981995E-1,9.848470001E0
1.254188354E1,2.480342102E-1,8.890013123E-1,9.883646851E0
1.304305454E1,2.436932373E-1,1.066981201E0,9.690398712E0
1.354422412E1,4.790039063E-2,7.590715027E-1,9.930349731E0
1.404539412E1,1.437011719E-2,7.177574158E-1,9.984686737E0
1.454656587E1,2.302212524E-1,8.294252014E-1,9.706714783E0
1.504773587E1,4.736151123E-1,8.337661743E-1,9.981393585E0
1.554890550E1,6.295907593E-1,8.418493652E-1,9.981393585E0
1.605007550E1,7.225474548E-1,7.170089722E-1,9.552236023E0
1.655124600E1,2.195933533E-1,7.741900635E-1,9.877659302E0
1.705241600E1,1.600172424E-1,8.740324402E-1,1.004516098E1
1.755358804E1,2.851570129E-1,7.773335266E-1,9.640252991E0
1.805475904E1,5.896238708E-1,9.201365662E-1,9.929750977E0
1.855592950E1,7.493417358E-1,1.023421783E0,1.004815475E1
1.905709950E1,7.905061340E-1,7.521858215E-1,9.842781830E0
1.955827017E1,1.902543640E-1,8.167016602E-1,9.620943146E0
2.005944117E1,7.461982727E-1,8.152047729E-1,9.790241089E0
2.056061212E1,1.959425354E-1,1.038690033E0,9.924362183E0
2.106178212E1,3.692820740E-1,6.575825500E-1,9.354796600E0
2.156295387E1,2.315684509E-1,9.975256348E-1,9.763596497E0
2.206412487E1,2.788700867E-1,7.957452393E-1,9.817334747E0
2.256529654E1,1.345701599E-1,7.973918152E-1,9.767488403E0
2.306646854E1,3.385958862E-1,8.517288208E-1,9.935888214E0
2.356763687E1,2.947370911E-1,9.196875000E-1,9.925260315E0
2.406880587E1,2.338137817E-1,8.277786255E-1,9.870025177E0
2.456997425E1,4.378395081E-1,7.623646545E-1,9.634714508E0
2.507114125E1,3.742218018E-2,8.656498718E-1,9.857451324E0
2.557230712E1,-1.092727661E-2,9.807604980E-1,9.599537659E0
2.607347312E1,2.016307068E-1,7.273374939E-1,9.927056580E0
2.657463942E1,-4.715194702E-2,1.012195129E0,1.008602600E1
2.707580342E1,-1.212478638E-2,7.464976501E-1,9.783056030E0
2.757697012E1,-2.724334717E-2,8.674461365E-1,9.956994324E0
2.807813412E1,1.440005493E-1,7.146139526E-1,9.917476501E0
2.857929875E1,3.469784546E-1,9.973759460E-1,9.874665527E0
2.908046475E1,1.315763855E-1,6.643185425E-1,9.958191833E0
2.958162912E1,6.306385803E-1,7.682025146E-1,9.638905792E0
3.008279612E1,3.632945251E-1,8.226892090E-1,1.022718246E1
3.058396400E1,6.697073364E-1,8.253836060E-1,9.496851196E0
3.108513300E1,3.799099731E-1,9.458830261E-1,9.956545258E0
3.158630237E1,8.440946960E-1,6.882687378E-1,1.018541931E1
3.208747237E1,4.064048767E-1,7.228468323E-1,9.684111786E0
3.258864312E1,1.695973206E-1,8.232879639E-1,9.883197784E0
