"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
2.386887500E-2,-2.944426835E-1,-1.381138563E-1,1.950249970E-1
5.250398750E-1,-9.712702036E-1,-9.742146730E-2,5.576042533E-1
1.026210875E0,-2.010890961E0,9.356018305E-1,-1.056728482E0
1.527384000E0,-6.850660443E-1,-1.379926324E0,-6.578037143E-2
2.028556000E0,5.966203660E-2,2.071063519E-1,-1.011502557E-2
2.529732750E0,-7.010638248E-3,-2.603260428E-2,1.194058917E-3
3.030903750E0,1.423570793E-2,1.209328696E-1,-2.473076433E-2
3.532071000E0,-1.729614800E-3,-4.514005780E-2,5.331637338E-2
4.033243000E0,1.129871234E-2,-5.566656124E-3,7.472553290E-3
4.534414000E0,1.676475815E-2,2.880888432E-2,-1.821849030E-3
5.035586000E0,-1.519597881E-2,-6.570952386E-2,4.372293130E-3
5.536758375E0,1.318349596E-2,-1.184566040E-2,1.322654076E-2
6.037929375E0,-1.142982394E-3,-3.377354937E-3,-8.382683620E-3
6.539101750E0,-1.623029262E-2,-1.133825071E-2,-1.109157037E-2
7.040273750E0,8.033768274E-3,-2.791563049E-2,7.447226904E-3
7.541445125E0,-2.390137687E-2,-8.605012298E-2,-2.218761295E-2
8.042616125E0,-1.582108438E-2,-4.357590899E-2,4.302361049E-3
8.543787792E0,5.470505916E-3,3.801980242E-2,1.906108484E-2
9.044959792E0,3.411786631E-2,3.110171482E-2,-3.490989283E-2
9.546131042E0,1.226432039E-3,7.130946033E-3,6.230880506E-3
1.004730304E1,-7.170364261E-3,-2.879251167E-2,2.629047446E-2
1.054847442E1,-6.127203815E-3,-1.120269522E-1,-1.367132366E-2
1.104964642E1,-1.976412721E-2,-3.138012439E-2,8.332137018E-3
1.155081767E1,6.726188120E-3,3.370309621E-2,-1.688866410E-3
1.205198867E1,-8.546005003E-3,-1.726243645E-2,-4.643342923E-3
1.255316054E1,-2.201544866E-2,-9.467964619E-2,-3.665506374E-3
1.305433054E1,-5.599045660E-3,-1.236648392E-2,1.104927436E-2
1.355550012E1,7.328682579E-3,7.192927413E-3,2.494400367E-3
1.405667112E1,1.793977991E-2,8.669867367E-2,-1.506903674E-2
1.455784187E1,-8.003996685E-3,-3.081588447E-2,-2.148437314E-2
1.505901187E1,1.527214795E-2,4.794127308E-3,-1.791020483E-2
1.556018150E1,-8.642566390E-3,3.600587137E-3,4.698653705E-3
1.606135250E1,-1.993398182E-4,-2.176673338E-2,-9.991656058E-3
1.656252200E1,1.306592114E-2,-2.056235913E-3,-6.924069487E-3
