"Time (s)","X (µT)","Y (µT)","Z (µT)"
2.386887500E-2,5.046728516E1,-2.328039551E1,2.189212036E1
5.250398750E-1,4.269250488E1,-3.478482056E1,7.164993286E0
1.026210875E0,1.558734131E1,-3.241751099E1,-2.779794312E1
1.527384000E0,2.062542725E1,-1.669299316E1,-4.360951233E1
2.028556000E0,1.286917114E1,-1.488476562E1,-4.719636536E1
2.529732750E0,-1.116058350E1,-9.154724121E0,-2.888339233E1
3.030903750E0,-7.593261719E0,-8.627319336E0,-2.168814087E1
3.532071000E0,-7.893951416E0,-9.409271240E0,-1.672483826E1
4.033243000E0,7.112365723E0,-9.545227051E0,-1.351779175E1
4.534414000E0,1.034255981E1,-1.000772095E1,-2.247021484E1
5.035586000E0,-3.326629639E0,-1.192800903E1,-2.835520935E1
5.536758375E0,3.108123779E0,-1.015689087E1,-2.819030762E1
6.037929375E0,-9.460327148E0,-8.908935547E0,-2.933525085E1
6.539101750E0,-1.067532349E1,-1.219702148E1,-2.658157349E1
7.040273750E0,-9.275695801E0,-1.005398560E1,-3.261050415E1
7.541445125E0,-6.335113525E0,-9.375061035E0,-2.958866882E1
8.042616125E0,-8.146514893E0,-1.224691772E1,-2.997206116E1
8.543787792E0,-1.299566650E1,-1.104046631E1,-3.142291260E1
9.044959792E0,-1.840808105E1,-9.694885254E0,-2.549346924E1
9.546131042E0,-1.916088867E1,-1.249176025E1,-2.743533325E1
1.004730304E1,-2.511993408E1,-8.780364990E0,-3.120562744E1
1.054847442E1,-3.585556030E1,-1.118041992E1,-2.809106445E1
1.104964642E1,-3.131500244E1,-1.211026001E1,-3.190438843E1
1.155081767E1,-2.638189697E1,-1.076431274E1,-2.975146484E1
1.205198867E1,-2.738067627E1,-1.096017456E1,-2.711427307E1
1.255316054E1,-2.119583130E1,-1.013262939E1,-3.293519592E1
1.305433054E1,-3.013366699E1,-1.214892578E1,-2.963775635E1
1.355550012E1,-2.463803101E1,-9.996887207E0,-2.709698486E1
1.405667112E1,-1.660327148E1,-1.069415283E1,-2.905580139E1
1.455784187E1,-1.245935059E1,-9.462768555E0,-2.985585022E1
1.505901187E1,-1.820544434E1,-1.350427246E1,-2.862319946E1
1.556018150E1,-2.025494385E1,-1.093484497E1,-3.140136719E1
1.606135250E1,-2.016186523E1,-9.308868408E0,-2.930624390E1
1.656252200E1,-2.357147217E1,-1.357275391E1,-2.709165955E1
1.706369200E1,-1.548730469E1,-1.107894897E1,-2.865605164E1
1.756486404E1,-2.412023926E1,-9.998321533E0,-2.906813049E1
1.806603504E1,-2.687799072E1,-1.308853149E1,-2.691526794E1
1.856720550E1,-2.186444092E1,-9.927246094E0,-3.225190735E1
1.906837650E1,-2.189694214E1,-9.896789551E0,-2.929121399E1
1.956954717E1,-2.872015381E1,-1.286856079E1,-2.872721863E1
2.007071817E1,-3.287426758E1,-7.754333496E0,-3.086489868E1
2.057188812E1,-3.742620850E1,-7.037689209E0,-3.960520935E1
2.107305912E1,-4.524200439E0,-1.508566284E1,-2.295399475E1
2.157422987E1,2.243957520E0,-1.601126099E1,-2.364624023E1
2.207540187E1,4.590698242E0,-1.096643066E1,-2.500428772E1
2.257657354E1,2.285339355E0,-1.316000366E1,-2.009504700E1
2.307774454E1,4.078399658E0,-1.516333008E1,-2.327378845E1
2.357891387E1,3.989471436E0,-1.240093994E1,-2.938569641E1
2.408008187E1,1.301513672E0,-1.378631592E1,-2.564573669E1
2.458125025E1,-4.161499023E0,-1.595794678E1,-2.641447449E1
2.508241725E1,-2.475372314E0,-1.305307007E1,-2.847982788E1
2.558358312E1,-2.909606934E0,-1.503744507E1,-2.682258606E1
2.608474912E1,-2.497650146E0,-1.512103271E1,-3.372857666E1
2.658591542E1,-3.905761719E0,-1.253027344E1,-3.533808899E1
2.708707942E1,-3.617065430E0,-1.258422852E1,-3.096688843E1
2.758824612E1,7.918090820E-1,-1.508398438E1,-3.336770630E1
2.808941112E1,6.751098633E0,-1.271832275E1,-3.646578979E1
2.859057575E1,2.922485352E0,-1.374252319E1,-3.084953308E1
2.909174175E1,7.728210449E0,-1.531365967E1,-3.194458008E1
2.959290512E1,7.662750244E0,-1.485623169E1,-2.924620056E1
3.009407312E1,7.420043945E0,-1.505059814E1,-2.363313293E1
3.059524100E1,2.780120850E0,-1.675537109E1,-2.953903198E1
3.109641000E1,3.280395508E0,-1.516693115E1,-3.273242188E1
3.159757937E1,7.198638916E0,-1.308770752E1,-2.744354248E1
3.209874937E1,-5.725097656E-2,-1.601602173E1,-2.489651489E1
3.259992012E1,3.353424072E0,-1.321932983E1,-2.917022705E1
3.310109112E1,4.640991211E0,-1.395425415E1,-2.340983582E1
3.360226137E1,-1.286865234E0,-1.744906616E1,-2.780889893E1
3.410343237E1,-5.262542725E0,-1.499160767E1,-4.731944275E1
3.460460450E1,-6.217742920E0,-1.459814453E1,-4.387326050E1
3.510577650E1,-7.563537598E0,-1.738000488E1,-4.476284790E1
3.560695250E1,-3.911926270E0,-1.350180054E1,-4.572004700E1
3.610812550E1,-5.834716797E0,-1.323916626E1,-4.063702393E1
3.660929812E1,-6.669982910E0,-1.782839966E1,-4.584423828E1
3.711047112E1,-1.471832275E0,-1.560397339E1,-4.709532166E1
3.761164162E1,-3.287567139E0,-1.416677856E1,-4.400360107E1
3.811281562E1,-3.159576416E0,-1.684857178E1,-4.722444153E1
3.861399162E1,-1.373748779E0,-1.646743774E1,-4.787298584E1
3.911516562E1,2.265319824E-1,-1.515386963E1,-4.584657288E1
3.961633629E1,-2.261657715E-1,-1.828839111E1,-4.651042175E1
4.011751029E1,3.530548096E0,-1.523330688E1,-4.839529419E1
4.061868492E1,5.528106689E0,-1.564462280E1,-4.286367798E1
4.111985792E1,1.846954346E0,-1.868475342E1,-4.003871155E1
4.162103217E1,6.466888428E0,-1.541262817E1,-4.771147156E1
4.212220617E1,1.225891113E-1,-1.693719482E1,-4.428396606E1
4.262338192E1,1.379571533E1,-7.712615967E0,-5.504180908E1
4.312455692E1,2.337075806E1,-1.599703979E1,-4.764891052E1
4.362573150E1,2.961843872E1,-1.451342773E1,-4.224255371E1
4.412690550E1,2.709536743E1,-2.052810669E1,-4.215425110E1
4.462807987E1,3.067953491E1,-1.737802124E1,-4.821861267E1
4.512925387E1,2.961351013E1,-1.622607422E1,-4.748219299E1
4.563042787E1,2.663984680E1,-1.726904297E1,-5.025982666E1
4.613160187E1,1.139035034E1,-2.888488770E0,-2.646037292E1
4.663277537E1,1.530801392E1,-8.042297363E-1,-2.168725586E1
4.713394837E1,9.695434570E0,-3.916259766E0,-1.979924011E1
4.763512167E1,4.533691406E0,-1.841278076E0,-2.474360657E1
4.813629567E1,2.411193848E-1,6.506042480E-1,-2.329936218E1
4.863746875E1,-5.243255615E0,-2.311035156E0,-2.613250732E1
4.913864275E1,-4.384765625E0,1.400360107E0,-3.147543335E1
4.963981587E1,1.841308594E0,8.970947266E-1,-2.688943481E1
5.014098887E1,-3.411712646E0,-3.550506592E0,-2.427717590E1
5.064216187E1,-5.540161133E0,6.385498047E-1,-4.058845520E1
5.114333487E1,-8.265106201E0,3.187957764E0,-3.481840515E1
5.164450675E1,-1.155203247E1,-1.326904297E-1,-3.856217957E1
5.214567975E1,-2.953521729E0,-1.907653809E-1,-3.677328491E1
5.264685125E1,-1.161682129E0,5.831604004E-1,-3.564277649E1
5.314802325E1,-1.912713623E1,-5.214538574E0,-3.137808228E1
5.364919575E1,1.539004517E1,-8.664947510E0,-2.050207520E1
5.415036675E1,1.934091187E1,-9.647491455E0,-1.798028564E1
5.465153717E1,2.071295166E1,-1.957302856E1,-9.269821167E0
5.515270787E1,2.079284668E1,-1.765170288E1,-1.122009277E1
5.565387887E1,2.962312317E1,-1.711746216E1,-4.513427734E0
5.615505037E1,1.726316833E1,-1.765933228E1,-6.960647583E0
5.665622037E1,3.051921082E1,-1.998724365E1,-5.469512939E0
5.715739037E1,2.531634521E1,-1.632394409E1,-9.141143799E0
5.765856037E1,-4.289031982E0,1.131469727E1,7.600860596E-1
5.815973017E1,4.503926086E1,1.534207153E1,-1.281932068E1
5.866090117E1,3.396026611E0,1.088995361E1,-2.869635010E1
5.916207000E1,6.030480957E1,-1.100857544E1,-3.869758606E1
5.966324000E1,-2.495471191E1,-9.485473633E0,-6.436216736E1
6.016441037E1,-3.946011353E1,-2.415582275E1,-4.451649475E1
6.066557937E1,2.082458496E1,-1.154473877E1,-6.805271912E1
6.116674812E1,2.365502930E1,-3.029101562E1,-5.686254883E1
6.166791712E1,1.864599609E1,-4.091485596E1,-6.547671509E1
6.216908637E1,2.214898682E1,-2.898095703E1,-5.849964905E1
6.267025538E1,1.777075195E1,-2.935049438E1,-5.313061523E1
6.317142575E1,-9.749755859E0,-3.428881836E1,-2.346923828E0
6.359368183E1,4.998184204E1,5.903839111E0,-1.060609436E1
6.409484621E1,7.017700195E0,3.812316895E0,-2.165464783E1
6.459601021E1,3.001922607E1,-9.265136719E-2,-2.551556396E1
6.509717475E1,5.161437988E0,1.076080322E0,-2.855886841E1
6.559833975E1,1.478680420E1,2.562500000E0,-3.178009033E0
6.609950371E1,1.622161865E1,4.505676270E0,9.038299561E0
6.660066771E1,1.094039917E1,-8.351440430E-1,-5.355834961E-2
6.710183296E1,7.884246826E0,4.445068359E0,1.421768188E0
6.760299596E1,2.063220215E1,6.521514893E0,3.913215637E1
6.810416021E1,1.370349121E1,4.620727539E0,3.806758118E1
6.860532321E1,2.749896240E1,2.158843994E0,4.463861084E1
6.910648583E1,2.973278809E1,3.700195312E0,5.505854797E1
6.960764883E1,2.367315674E1,-2.631347656E0,6.207548523E1
7.010881158E1,6.255218506E0,-1.078335571E1,5.589270020E1
7.060997458E1,4.419464111E0,-9.596130371E0,5.782676697E1
7.111113858E1,1.086120605E0,-6.915435791E0,5.308219910E1
7.161230158E1,2.290847778E1,-1.719006348E1,5.855621338E1
7.211346358E1,4.151962280E1,-3.220333862E1,6.309799194E0
7.261462558E1,4.583776855E1,-2.651638794E1,3.027734375E1
7.311578783E1,5.518377686E1,-2.375030518E1,3.038645935E1
7.361694983E1,4.263076782E1,-2.644677734E1,6.977111816E0
7.411811146E1,-7.183685303E0,-3.313015747E1,6.170196533E0
7.461927346E1,-8.487640381E0,-3.638348389E1,-1.106747437E1
7.512043550E1,-4.753234863E0,-3.908441162E1,-1.354681396E1
7.562159650E1,1.468719482E0,-2.986862183E1,-2.900933838E1
7.612275837E1,-3.674163818E0,-3.334271240E1,-3.614726257E1
7.662392037E1,-5.832824707E-1,-2.768499756E1,-8.070507812E1
7.712508196E1,-1.273620605E0,-3.773440552E1,-7.481340790E1
7.762624296E1,1.440709839E2,-2.695611572E1,-3.251484680E1
7.812740475E1,1.279857483E2,-1.859707642E1,-1.808761597E1
7.862856575E1,1.933773193E2,-9.876892090E0,-3.141252136E1
7.912972696E1,1.632950897E2,-2.349124146E1,-7.437901306E1
7.963088796E1,1.471897278E2,-2.817773438E1,-4.657249451E1
8.013204775E1,9.405313110E1,-4.994958496E1,9.396911621E0
8.063320775E1,1.070640106E2,-5.671026611E1,4.516697693E1
8.113437237E1,3.002896118E1,-5.496536255E1,-2.322026062E1
8.163553237E1,2.924800110E1,-4.986447144E1,-3.638175964E1
8.213668921E1,6.891571045E0,-7.942071533E1,3.218136597E1
8.263785021E1,-5.748291016E0,-9.835772705E1,2.950796509E1
8.313901050E1,-1.049438477E0,-1.038684692E2,1.091712646E2
8.364017150E1,5.660583496E0,-9.799121094E1,1.432261200E2
8.414133108E1,4.962690735E1,-8.126095581E1,1.224674530E2
8.464249108E1,7.035881042E1,-9.603994751E1,1.823149414E2
8.514365037E1,4.707061768E0,-7.453356934E1,1.135366821E1
8.564480937E1,7.711486816E0,-6.595761108E1,-9.800511169E1
8.614596958E1,2.315359497E1,-6.712539673E1,-7.658937073E1
8.664712858E1,4.354252625E1,-7.494107056E1,-9.066977692E1
8.714828825E1,1.257409668E1,-5.690310669E1,-4.698318481E1
8.764944725E1,2.659829712E1,-6.113885498E1,-4.215003967E1
8.815060546E1,3.167811584E1,-3.089422607E1,1.172931976E2
8.865176446E1,9.461824036E1,-1.398883057E2,9.056427002E0
8.915292296E1,7.749110413E1,-1.577410583E2,-3.229237366E1
8.965408196E1,1.219341125E2,-2.102229309E2,-3.578222656E1
9.015524075E1,1.181190491E2,-1.979617615E2,-5.045083618E1
9.065639975E1,1.103048859E2,-2.027327881E2,-1.264665222E1
9.115755896E1,1.560510101E2,-1.808698120E2,4.505339050E1
