"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
1.061070833E-2,-5.251261755E-4,-2.289334778E-3,-2.701487392E-5
5.081905833E-1,-1.187016256E-3,-1.174720004E-3,1.463554800E-3
1.005770583E0,8.819474606E-4,-6.223893724E-4,6.311284378E-4
1.503349958E0,-3.886118648E-4,6.373454817E-4,5.427943543E-4
2.000928958E0,-6.288696313E-4,3.897040151E-4,-6.141108461E-4
2.498508125E0,-2.685260959E-3,-1.697205007E-4,1.039299183E-3
2.996087125E0,-3.699555993E-3,-1.649562735E-3,6.194841117E-4
3.493665750E0,-3.606602550E-4,2.135690534E-3,1.128902659E-4
3.991243750E0,-3.914307454E-4,6.860906258E-3,1.261758525E-2
4.488823208E0,3.035177724E-5,5.180814117E-2,6.511287391E-2
4.986401208E0,-2.536881948E-3,8.826761693E-2,1.351306289E-1
5.483979083E0,2.994720824E-3,1.552575678E-1,2.061193585E-1
5.981557083E0,-5.106620025E-3,1.703329235E-1,2.425717562E-1
6.479133750E0,-3.168799914E-3,1.661357880E-1,2.379737049E-1
6.976711750E0,-1.317851478E-3,1.713190824E-1,2.288809121E-1
7.474289125E0,-1.013520919E-2,1.657504290E-1,2.256173491E-1
7.971866125E0,-8.197611198E-3,1.574482769E-1,2.134429663E-1
8.469443208E0,4.071924370E-3,1.516372561E-1,2.129907906E-1
8.967019208E0,-7.227169350E-3,1.329983175E-1,1.987757534E-1
9.464596458E0,-5.134569947E-3,1.366191357E-1,1.960657090E-1
9.962173458E0,-1.225719508E-2,1.010496914E-1,1.496923566E-1
1.045974862E1,-7.193824276E-3,5.919597670E-2,9.319563955E-2
1.095732462E1,-2.794907428E-3,2.642284892E-2,4.311095178E-2
1.145490187E1,-1.870573848E-3,2.338926494E-2,3.243655711E-2
1.195247787E1,-1.822442282E-3,2.065207437E-2,1.752721891E-2
1.245005533E1,-7.256217767E-3,9.395673871E-3,2.590379119E-2
1.294763233E1,2.025420545E-3,1.764377765E-2,2.199673839E-2
1.344520883E1,2.377481433E-3,1.310148835E-2,1.597460359E-2
1.394278583E1,2.863022033E-3,2.011274686E-3,-1.907881349E-3
1.444036350E1,-1.834981516E-2,-3.332878929E-3,-1.250974461E-2
1.493794050E1,8.789008483E-3,-4.126242362E-3,7.450640202E-3
1.543551733E1,-2.707283013E-3,2.680008765E-3,1.178910956E-2
1.593309433E1,-2.222253010E-3,-2.577880211E-2,2.916054055E-2
1.643067133E1,-6.858594716E-3,-5.970317870E-4,1.918928884E-2
1.692824833E1,2.891597338E-3,2.139295824E-2,3.596700728E-3
1.742582513E1,1.574976486E-3,2.294426411E-2,-5.673919804E-3
1.792340213E1,9.903184138E-3,1.679210365E-2,-3.312943969E-3
1.842098000E1,-1.500736363E-2,7.542145438E-3,1.088037714E-2
1.891855800E1,7.436920889E-3,1.695774868E-2,9.067961946E-4
1.941613650E1,5.416452885E-3,2.409049496E-2,2.060602605E-2
1.991371450E1,1.871424727E-2,1.007088423E-1,1.186073869E-1
2.041129196E1,2.923544962E-3,1.671578884E-1,1.954698116E-1
2.090887096E1,-2.643429209E-3,1.796779484E-1,2.779116333E-1
2.140644996E1,1.276122220E-2,2.655965984E-1,3.256980777E-1
2.190402896E1,-1.234448515E-3,2.377178073E-1,3.467216492E-1
2.240160746E1,-1.091548707E-2,2.077652365E-1,2.991949022E-1
2.289918746E1,-1.604944281E-2,1.588850319E-1,2.400259525E-1
2.339676621E1,-6.857562810E-3,1.357341558E-1,1.849621236E-1
2.389434621E1,-2.261096612E-3,1.170257032E-1,1.504253298E-1
2.439192546E1,3.505048109E-3,9.936493635E-2,1.286673844E-1
2.488950546E1,8.394317701E-3,7.258789241E-2,8.780172467E-2
2.538708483E1,-4.570354708E-3,3.176431358E-2,5.116641149E-2
2.588466483E1,-2.739152312E-2,1.212853193E-2,9.127562866E-3
2.638224458E1,9.175798297E-2,-4.218462855E-3,-1.024720259E-3
2.687982558E1,4.117469117E-2,-8.512040600E-3,7.574841380E-3
2.737740558E1,2.941876091E-2,-1.004947443E-2,4.517836496E-4
2.787498658E1,-4.060105234E-2,1.423158869E-2,-1.815052517E-2
2.837256683E1,-4.152207449E-2,-9.646307677E-3,-9.583085775E-3
2.887014783E1,9.616138414E-3,-3.091599606E-2,-3.559724614E-2
2.936772946E1,-1.590592787E-2,-8.482175320E-2,-3.385167569E-2
2.986531046E1,-1.078329608E-1,-7.498276979E-2,-1.325558424E-1
3.036289071E1,-3.362816945E-2,-1.495060325E-1,-1.779786795E-1
